RA_ICRS,DE_ICRS,Source,Plx,e_Plx,PM,pmRA,pmDE,Solved,nueff,pscol,RUWE,Gmag,BPmag,RPmag,BP-RP,RV,ELAT,RAJ2000,DEJ2000,Plx_corr,cluster
41.62395720754,59.70339857141,464340188661593472,0.8678,0.3916,2.502,-0.567,2.437,95,,1.3269,1.001,19.7574,21.037899,18.698357,2.339542,,41.21490658757,41.62396220119,59.70338774235,0.893857,2
41.37402085686,59.78047712738,464344857292120448,1.0057,0.0784,3.355,-0.82,3.253,95,,1.394,1.383,16.351807,16.780066,15.037567,1.742498,,41.33559493293,41.37402810058,59.78046266765,1.03854,2
40.98096751291,59.68804970284,464349289698115072,0.8867,0.2345,2.782,-1.835,2.091,95,,1.289,0.987,19.12514,20.321392,18.140501,2.180891,,41.32982061278,40.98098366759,59.68804040831,0.911681,2
41.0248322842,59.70160969721,464349637592001664,0.9095,0.8894,2.544,-1.885,1.709,95,,1.3364,1.179,20.555613,21.21459,19.459024,1.755566,,41.33340103382,41.02484888884,59.70160210302,0.955963,2
40.81977709172,59.64589119083,464350698447285888,0.8966,0.2876,2.4,-0.077,2.399,95,,1.3136,1.025,19.583158,20.70769,18.598053,2.109636,,41.32378062882,40.81977776827,59.6458805297,0.922111,2
40.71206465898,59.6859187386,464351493015822848,0.9805,0.3575,3.435,-0.026,3.435,95,,1.2526,1.112,19.723509,21.452276,18.42984,3.022436,,41.38227573487,40.71206488624,59.68590347355,1.008054,2
40.75709394049,59.68584703401,464351797959004160,0.8319,0.169,2.333,-1.754,1.538,95,,1.2763,1.028,18.646336,20.062668,17.57839,2.484278,,41.37308053813,40.75710938455,59.68584019924,0.8652989999999999,2
40.93301277629,59.8194441204,464354173077948032,0.8857,1.379,2.714,-0.496,2.669,95,,1.5907,0.981,20.816998,21.284197,19.632175,1.652021,,41.45989303267,40.93301715758,59.81943225941,0.911889,2
41.0903309516,59.76417061204,464355749328086144,0.9709,0.399,2.048,-1.709,1.128,95,,1.374,0.969,19.790482,21.13794,18.651085,2.486855,,41.37755829724,41.09034603562,59.76416559975,0.995696,2
41.24107677877,59.8420508626,464357128018102144,0.9056,0.1413,3.153,-1.656,2.684,31,1.306,,1.005,18.11811,19.324657,17.040716,2.283941,,41.41869654948,41.24109142625,59.84203893486,0.9344,2
