Cluster,GaiaDR3,RA_ICRS,DE_ICRS,Plx,pmRA,pmDE,Gmag,BPmag,RPmag,Pmemb
NGC_1027,465827278143656576,41.15616489518,62.351566711,0.7569,-1.572,1.697,20.472403,21.371716,19.218754,0.06
NGC_1027,465573668915421056,40.62976725764,60.81120090803,0.892,-1.283,1.662,13.651866,14.039134,13.086046,0.2
NGC_1027,464959694750237952,42.09830512625,61.44052633215,0.7957,-1.352,2.193,17.370054,18.109829,16.535976,0.34
NGC_1027,464960038347608960,42.17113686283,61.46679002749,0.7745,-1.476,1.957,17.839808,18.756039,16.919666,0.57
NGC_1027,465574145651121024,40.53119135362,60.82418625371,0.7656,-1.54,1.565,19.147095,20.351257,18.096006,0.13
NGC_1027,465828308935348992,40.95315527953,62.27618080457,0.9953,-2.211,2.022,19.771383,21.230764,18.54456,0.18
NGC_1027,465271401994548992,39.26652305388,60.96181724234,0.7621,-2.095,1.889,19.536942,20.555986,18.485651,0.09
NGC_1027,464960858681114112,42.00646980314,61.49434454768,0.876,-2.163,1.883,15.252514,15.806872,14.538722,1.0
NGC_1027,464961000413337856,42.06943590587,61.50225793819,0.7269,-1.824,1.736,19.740585,20.708752,18.547403,0.18
NGC_1027,465575176443360256,40.7797238259,60.85434953521,0.9979,-1.375,1.525,18.048615,19.237795,17.000498,0.18
NGC_1027,465272089189321472,39.49650180558,60.96509483131,0.9204,-1.201,1.558,19.248379,20.271307,18.198391,0.08
NGC_1027,465274567393375872,39.16372782062,60.98374524132,0.8501,-2.009,1.927,17.952665,18.948095,16.993057,0.83
NGC_1027,465577929518671360,40.30168011288,60.71968143567,1.0406,-1.605,1.928,20.088993,21.364878,18.893154,0.11
NGC_1027,464966287519253760,42.53478468008,61.35101335018,0.5491,-1.619,2.078,19.173512,20.201002,18.173302,0.1
NGC_1027,465806868463592576,41.49783724951,62.05360694696,0.6131,-1.708,2.164,18.547491,19.26792,17.731583,0.18
NGC_1027,464916538918341632,42.92692836202,61.27260652864,0.5191,-1.728,1.923,18.259663,19.44894,17.099413,0.08
NGC_1027,465547452436754432,37.6044239263,61.59266487961,0.7724,-1.967,2.009,17.813948,18.776783,16.865156,0.38
NGC_1027,465778624757458944,40.81594412338,61.85653618483,0.8632,-1.704,2.164,16.050577,16.6247,15.325365,1.0
NGC_1027,465778998409417344,40.87393097995,61.87541976902,1.0158,-1.643,2.35,18.086191,19.022888,17.158619,0.82
NGC_1027,465779861708248704,41.10779390838,61.80315124958,0.8337,-1.973,2.297,18.040358,19.133898,17.043295,0.94
NGC_1027,465780548902977152,41.21811343582,61.87176868518,0.6838,-1.7,1.915,17.563457,18.42066,16.676292,0.67
NGC_1027,465780858135377664,41.12054675432,61.86320686939,0.6824,-1.548,1.896,20.147602,21.021536,19.135303,0.07
NGC_1027,465521407754231552,37.20925081062,61.3633410425,0.9248,-1.899,1.938,16.734627,17.599964,15.805909,0.71
NGC_1027,465204267361434240,39.78271577492,60.61344714626,0.97,-2.055,2.371,19.229069,20.14791,18.186596,0.1
NGC_1027,465781442257830144,41.12551623029,61.88794581426,0.5999,-1.734,2.076,18.847672,19.844582,17.770163,0.43
NGC_1027,465781545335377664,41.10742407571,61.91187801325,0.7898,-2.504,1.77,15.959116,16.608364,15.14279,0.19
NGC_1027,464868156105377920,43.11689578021,60.80270601523,1.0587,-1.562,1.953,16.98131,17.962755,15.990242,0.11
NGC_1027,464869362996941568,42.89266821722,60.77373098161,0.8641,-1.415,1.836,14.034263,14.451221,13.4388485,0.16
NGC_1027,465523224520197248,37.51952519237,61.49032875749,1.024,-2.038,2.255,17.77053,18.716902,16.812977,0.1
NGC_1027,465782713560772480,41.38953597145,61.96318604874,1.1451,-1.697,2.011,18.114153,18.97194,17.095087,0.57
NGC_1027,465782713566439936,41.38930650638,61.96385471615,0.964,-1.629,2.043,16.738688,17.411337,15.918925,1.0
NGC_1027,465206122792910592,39.96116890335,60.69154617593,0.8992,-1.785,1.676,17.667414,18.593813,16.73133,0.76
NGC_1027,465783224659174272,41.22054577574,61.96052658502,0.6334,-1.685,2.308,19.681694,21.076134,18.472652,0.25
NGC_1027,465783327736721536,41.23031595823,61.97635476762,1.0536,-2.363,2.698,19.490643,20.686842,18.463821,0.06
NGC_1027,465206393371848704,39.91874078693,60.70786215454,0.6084,-2.124,2.06,18.105602,19.065279,17.171494,0.11
NGC_1027,465783538194462336,41.3582727604,61.99228869531,0.5577,-2.014,1.902,17.602705,17.87596,16.672928,0.25
NGC_1027,465783877492652928,41.30141894557,62.02268333877,1.0178,-2.193,1.466,18.564457,19.512985,17.594664,0.09
NGC_1027,465784358528731008,41.02989542207,61.92726982802,1.037,-1.774,2.083,18.469168,19.664661,17.415882,0.87
NGC_1027,464878532745994752,42.34675535422,60.79548980573,1.1373,-1.812,1.792,18.276821,19.377798,17.298439,0.18
NGC_1027,465526664786367488,38.19980001964,61.30483543746,0.7702,-1.945,2.049,19.377733,20.317505,18.395744,0.06
NGC_1027,464879116861547264,42.22948984208,60.79820005001,0.4977,-1.962,2.149,18.93002,19.864243,17.980116,0.05
NGC_1027,465785114442992256,40.93159890328,61.9344784028,0.588,-1.661,2.239,18.121796,19.078482,17.162548,0.29
NGC_1027,465776734971903360,40.66261405156,61.78214372691,0.8761,-1.791,1.922,18.319515,19.2979,17.372637,0.97
NGC_1027,465527111462892928,38.16719844957,61.34841879807,0.6928,-1.732,2.084,19.147343,20.134193,18.14394,0.08
NGC_1027,465778556039769856,40.84511723002,61.83897187481,0.9408,-2.254,1.633,16.644726,17.326363,15.8405695,0.96
NGC_1027,465785286241696640,40.89906514419,61.94021324418,0.7704,-1.395,2.721,19.483435,20.155642,18.438791,0.05
NGC_1027,465778624757465728,40.80208504397,61.84772576004,0.8876,-1.735,2.003,13.812451,14.155062,13.299848,1.0
NGC_1027,465778208135362048,40.88833812345,61.83841922504,0.9683,-1.644,2.412,16.909864,17.68554,16.04076,1.0
NGC_1027,514117279082941696,39.08207699078,62.90785784769,0.8856,-2.219,2.066,15.433036,16.006744,14.701513,0.15
NGC_1027,513978495795419648,37.8049763578,62.13910417534,0.7025,-2.25,2.147,19.524073,21.000658,18.368793,0.06
NGC_1027,513978706256446976,37.80131914577,62.1547881712,1.0538,-1.639,1.876,16.491322,17.203983,15.671776,0.17
NGC_1027,513981145797835392,37.77961483744,62.22048307157,0.7945,-1.747,1.719,16.275537,16.98477,15.451206,0.2
NGC_1027,513982417108152704,38.11563671765,62.18539543313,0.9062,-1.833,1.61,16.71116,17.376923,15.925008,0.17
NGC_1027,513983752835509376,38.11476593886,62.24098074399,0.9446,-2.163,2.103,18.530584,19.58622,17.52795,0.17
NGC_1027,513984032015800064,38.07515908984,62.2684987191,0.846,-1.97,2.068,14.957641,15.442095,14.297846,0.98
NGC_1027,465776838051118208,40.7205958071,61.77462941402,0.9345,-1.755,1.974,14.632548,15.088106,13.994459,1.0
NGC_1027,465776696312000896,40.63254370687,61.78038352253,0.9477,-1.593,1.898,18.353933,19.329128,17.355621,0.89
NGC_1027,465776872410852992,40.72784036481,61.78424189523,0.7911,-1.612,2.149,17.334358,18.109758,16.490366,0.93
NGC_1027,465776906770581760,40.77446236317,61.7956322655,0.8976,-1.721,1.958,13.051916,13.272968,12.687223,1.0
NGC_1027,465777009849784960,40.75978788844,61.81662831752,0.9054,-1.556,1.494,20.315268,21.423815,18.870224,0.07
NGC_1027,465777009851550592,40.75331304036,61.81031666797,0.7438,-1.948,2.593,19.69691,21.029276,18.619312,0.17
NGC_1027,465777044203758720,40.70727526707,61.79090535801,1.1072,-1.992,1.798,19.138254,20.726807,17.980509,0.55
NGC_1027,465777108623670784,40.68003025915,61.80163428617,0.8616,-1.762,1.998,17.257133,18.020407,16.427654,1.0
NGC_1027,465777112929010688,40.66737320062,61.81144767923,0.8577,-1.779,1.52,16.465187,17.150522,15.615602,0.94
NGC_1027,465777486580806912,40.93137257308,61.80759272376,0.9073,-1.627,2.136,18.231544,19.08175,17.22765,0.98
NGC_1027,465777490886311040,40.9131418745,61.80291612208,0.9414,-2.438,2.36,12.738875,12.956104,12.380799,0.71
NGC_1027,465777525246048896,40.89014084312,61.80916326968,0.9614,-1.698,1.818,17.903225,18.768837,17.008072,0.97
NGC_1027,465777589660005120,40.83909199578,61.79754544205,0.8156,-1.751,1.882,17.892841,18.798094,16.986311,0.96
NGC_1027,465777593967106432,40.84704921585,61.78252977528,0.8953,-1.806,1.923,10.867579,11.018289,10.576168,1.0
NGC_1027,465777662679020160,40.81496735718,61.79683549814,0.5721,-1.539,2.015,19.223244,20.503103,18.160248,0.28
NGC_1027,465777692739054592,40.8231523025,61.81701806665,0.9172,-1.971,2.401,12.306809,12.524998,11.941587,1.0
NGC_1027,465777697044547328,40.83546630444,61.81620381524,0.9094,-1.787,2.37,16.374674,16.996374,15.607452,1.0
NGC_1027,465777697044547840,40.84911872431,61.81246875454,0.8843,-1.756,1.979,13.3114395,13.562264,12.908852,1.0
NGC_1027,465200281631913600,39.87937520414,60.53306914451,0.5665,-1.589,1.608,18.812216,19.5802,17.660194,0.05
NGC_1027,465778070696435840,40.94536415019,61.85152009436,0.8715,-1.733,2.161,16.603338,17.246609,15.844564,1.0
NGC_1027,465778384239468672,40.95049936,61.88708357241,0.7162,-1.882,2.225,17.295292,18.14291,16.400923,0.83
NGC_1027,464885370336553344,42.90761487035,61.00963401005,0.8757,-2.196,2.441,19.388096,20.882994,18.157324,0.09
NGC_1027,465787317771371264,41.07295395999,62.02930575203,0.5765,-2.356,2.569,19.967552,20.86878,18.829338,0.07
NGC_1027,464886199268674304,42.87191811519,61.0248031807,0.9385,-2.274,2.229,17.500143,18.349995,16.611774,0.12
NGC_1027,465535598327178368,38.50582429745,61.51873045655,0.8753,-1.991,2.051,13.282011,13.548471,12.8517275,1.0
NGC_1027,465793498218681856,40.52032716872,61.94610688321,0.8723,-1.706,2.14,20.049181,21.40465,18.83023,0.17
NGC_1027,465793498219208704,40.50960053043,61.95572178668,0.889,-1.785,2.117,17.241575,17.992605,16.402927,1.0
NGC_1027,465793983560482048,40.40171021499,61.9477034211,0.9117,-2.072,2.027,15.138302,15.709438,14.406429,1.0
NGC_1027,465794047975018112,40.36649959215,61.95949721301,0.5378,-2.298,2.169,19.201586,20.184288,18.218437,0.1
NGC_1027,465794979987805184,40.53646789823,61.97364447254,0.5639,-2.023,1.623,20.297766,20.622812,19.099533,0.08
NGC_1027,465795014346660992,40.55103966904,61.97539036335,0.5946,-1.377,2.114,19.156467,19.998411,18.155111,0.16
NGC_1027,464902073468489344,43.56683168142,61.17181701533,0.8101,-1.414,2.048,15.195738,15.791612,14.444188,0.09
NGC_1027,465795083072067200,40.59746540136,61.99213442938,0.8267,-1.462,1.639,13.480522,13.757507,13.039775,1.0
NGC_1027,465795216206200192,40.53722040884,61.98650069147,0.9445,-1.995,2.304,18.105728,19.034296,17.165024,0.85
NGC_1027,513994855333356032,37.63650005407,62.354825762,0.8722,-1.879,2.069,15.347439,15.870675,14.65736,0.99
NGC_1027,465796006480220672,40.4833523871,62.00166826213,0.9344,-1.865,2.113,17.44478,18.275818,16.56369,1.0
NGC_1027,465796079504479232,40.4443110514,62.01310372309,0.9102,-1.855,2.142,15.395099,15.940777,14.68596,1.0
NGC_1027,465797174711250816,40.82995926889,61.96954097705,0.8363,-1.315,1.941,16.42169,17.058884,15.64801,0.97
NGC_1027,465797625692666112,40.83352482109,62.02790817618,1.013,-2.348,2.103,16.607548,17.331436,15.7841015,0.77
NGC_1027,465797827546429952,40.97290864285,62.02675443769,1.1652,-2.066,2.454,18.462887,19.466759,17.511784,0.18
NGC_1027,465799236295940736,40.82082735243,62.11432701431,0.8541,-1.511,2.493,18.112265,18.600887,17.199398,0.23
NGC_1027,464912583247747072,43.13171780854,61.21126923583,0.9757,-1.476,2.037,18.440062,19.461681,17.471115,0.2
NGC_1027,465801577062572544,40.67498668781,62.05813869271,1.0401,-2.241,2.632,16.355225,17.021523,15.566265,0.05
NGC_1027,465802539135190400,40.72144911807,62.15567999003,0.8923,-1.92,2.183,14.874985,15.368364,14.207024,1.0
NGC_1027,465544016453965824,37.65758167406,61.51086461555,0.8563,-1.31,1.748,19.306337,20.638874,18.14554,0.08
NGC_1027,467387966182908160,42.58228985466,63.35886857159,0.8513,-1.751,2.096,17.242147,18.103945,16.33785,0.17
NGC_1027,464916985594901504,42.99882897076,61.31370429495,0.8683,-1.57,2.043,16.328817,16.959078,15.562107,0.99
NGC_1027,465237974271134336,38.82998428191,60.66048593939,0.7279,-1.94,1.607,17.673899,18.489046,16.664347,0.09
NGC_1027,465804325835361920,40.8772534091,62.20852991061,0.6361,-1.677,1.383,19.752308,20.297787,18.605478,0.1
NGC_1027,464918428706062976,43.29685182802,61.30225674323,0.741,-1.506,2.147,17.99282,18.89608,17.074953,0.19
NGC_1027,465547280638079872,37.60808107258,61.57004517964,1.0223,-1.451,1.769,17.657448,18.58423,16.634277,0.1
NGC_1027,465792952763691008,40.45376870151,61.90298225881,1.2963,-2.015,1.967,20.374128,21.504257,19.203766,0.11
NGC_1027,465792776664493056,40.39231632623,61.87460893633,0.8847,-1.458,2.319,17.578274,18.483139,16.630777,0.97
NGC_1027,464896983928126848,43.02881911639,61.01501373836,1.023,-1.888,2.174,18.826591,19.611969,17.891205,0.1
NGC_1027,465792437366822656,40.66179731599,61.98092704565,0.9827,-1.674,1.882,20.246336,21.198511,19.005205,0.14
NGC_1027,465788275539457280,41.12457776834,62.12945851388,0.6505,-1.774,1.423,18.575844,19.339737,17.712904,0.08
NGC_1027,464888290912263040,42.47637601832,61.01714982464,0.7567,-1.708,1.594,19.02254,20.332296,17.969294,0.12
NGC_1027,465788314203740544,40.58824088681,61.77261527486,0.8461,-1.662,2.085,17.007868,17.703352,16.196503,1.0
NGC_1027,465788417282947200,40.59094280286,61.79508390939,0.8462,-1.802,2.212,17.146328,17.892744,16.298517,1.0
NGC_1027,465788451636916864,40.61612243095,61.78618637571,0.6382,-1.647,1.949,19.99967,21.116552,18.85668,0.21
NGC_1027,465788451642682368,40.6176535055,61.800520919,0.8537,-2.091,1.827,18.887228,19.19371,17.65136,0.46
NGC_1027,465788520356372992,40.58960668449,61.80696735057,0.8196,-1.86,2.115,20.18514,21.448446,19.044685,0.12
NGC_1027,465788520362154624,40.59974227998,61.81151439784,0.9579,-1.639,2.187,14.688283,15.104432,14.004309,1.0
NGC_1027,465788378617829760,40.56593835356,61.78490970645,0.7299,-1.471,2.219,18.091516,19.160936,17.071522,0.71
NGC_1027,465788726520582784,40.5935191389,61.81534767168,0.851,-2.164,1.953,17.774517,18.670403,16.853096,0.97
NGC_1027,465788760874503936,40.59318572458,61.83158794641,0.878,-1.651,1.458,19.64177,21.205866,18.45656,0.28
NGC_1027,465531780093952512,38.09178927254,61.46708019458,1.2986,-1.734,1.455,19.538141,21.09024,18.292046,0.05
NGC_1027,465789310636096000,40.64739361822,61.87177541441,0.9833,-1.552,2.392,16.036766,16.704792,15.236662,1.0
NGC_1027,465806005167907456,41.43883465477,61.98558045509,0.6145,-2.043,2.279,18.838558,19.586815,17.974918,0.17
NGC_1027,465789482434825344,40.48243651028,61.8328360288,0.7135,-2.051,1.983,17.69302,18.535454,16.786245,0.69
NGC_1027,465789581208764288,40.55253379271,61.84333319813,0.9402,-1.888,2.006,17.484446,18.292377,16.609882,1.0
NGC_1027,465789649934604928,40.54147853482,61.8676379063,0.8291,-1.76,2.274,18.866657,19.959179,17.8303,0.69
NGC_1027,465789654228789760,40.54537414241,61.86183525665,0.5788,-2.148,1.807,20.409584,21.655104,19.275557,0.09
NGC_1027,465789959165917312,40.57187129698,61.85798935601,1.0692,-1.949,2.201,18.416445,19.697102,17.338808,0.68
NGC_1027,465790165333760384,40.59084638791,61.89123820955,0.8108,-1.769,2.474,19.418442,20.671612,18.334496,0.31
NGC_1027,465790852518896384,40.64976301458,61.89493380283,0.8587,-1.667,1.647,13.165039,13.435192,12.731202,1.0
NGC_1027,465790886883982976,40.66516202624,61.90746018313,1.1231,-1.871,1.668,18.367704,19.319126,17.376083,0.5
NGC_1027,465791161756915840,40.77544302701,61.9256068208,0.8182,-2.203,2.481,18.908337,19.682856,18.04259,0.11
NGC_1027,465791264837947520,40.80152430031,61.95307802486,1.1293,-1.885,1.96,19.794107,21.072395,18.681995,0.26
NGC_1027,465791509659269504,40.79690524837,61.97678990101,0.9533,-1.758,2.18,16.06011,16.653315,15.314509,1.0
NGC_1027,464895094140517248,43.46584716908,61.04013565294,1.0064,-1.834,2.152,19.507088,20.75792,18.407879,0.06
NGC_1027,465791986390710400,40.59389466815,61.95436457914,0.5468,-1.581,1.746,18.434269,19.468742,17.383083,0.18
NGC_1027,465792329988201344,40.76558941565,61.99379363271,0.9854,-2.084,1.784,16.667645,17.34753,15.86438,0.95
NGC_1027,465789512489264896,40.4992900972,61.83125327462,1.139,-1.687,2.268,19.11517,20.46475,17.978329,0.38
NGC_1027,466211896753764224,44.04036690496,61.0844641007,0.9275,-1.658,1.906,12.519988,12.761162,12.124794,0.53
NGC_1027,467256849419095040,42.63930259561,62.26605034702,0.6455,-1.727,1.873,16.984917,17.695171,16.165546,0.11
NGC_1027,466499766937639296,42.83087993401,62.02487231271,0.6561,-1.446,1.674,19.59316,19.9627,18.397535,0.11
NGC_1027,465771134334760960,40.88930959175,61.62493197008,0.9147,-1.856,1.981,15.660806,16.168436,14.905521,1.0
NGC_1027,465771134334761984,40.90134684292,61.61715758984,0.8154,-1.718,2.531,16.777899,17.519909,15.939942,0.94
NGC_1027,465771168694496768,40.90523551798,61.63593813341,0.9339,-1.871,2.038,16.876886,17.556358,16.075586,1.0
NGC_1027,465771203054234752,40.88462453599,61.64140243326,0.91,-1.863,1.97,10.609158,10.768263,10.310573,1.0
NGC_1027,465771271768286208,40.9696323213,61.62839663711,0.9224,-2.025,2.148,19.795416,21.246298,18.661963,0.21
NGC_1027,465771340493186176,40.943475927,61.6410041687,0.8548,-1.823,1.852,16.731224,17.408737,15.929899,1.0
NGC_1027,465771370549676544,40.96309960546,61.64658328654,0.7707,-1.978,2.073,18.056835,19.01524,17.133564,0.88
NGC_1027,465771404912277760,41.00817473777,61.64792118159,0.8889,-1.881,2.417,18.965385,19.902822,17.923014,0.61
NGC_1027,465771409212659840,41.00426332537,61.64458097536,0.8477,-1.575,2.048,15.964689,16.541183,15.236541,1.0
NGC_1027,465771443572391808,41.02895792768,61.66633226366,0.8958,-1.695,2.158,16.351297,16.968536,15.586961,1.0
NGC_1027,465771443572394112,41.01082760013,61.66249371341,0.8555,-1.881,2.113,13.529905,13.814806,13.0816555,1.0
NGC_1027,464849155173224704,41.53447686574,60.96397987002,0.9999,-1.721,1.97,18.698483,19.71068,17.556963,0.66
NGC_1027,465771611070707072,40.89919250771,61.65984038209,1.2804,-1.778,1.681,18.875702,20.073578,17.793634,0.26
NGC_1027,465771615371089280,40.9087641141,61.66053207788,0.9347,-1.775,1.91,17.045057,17.74778,16.238106,1.0
NGC_1027,465771615371090176,40.92079570675,61.65539198955,0.8554,-1.661,2.156,15.681173,16.220625,14.976895,1.0
NGC_1027,464850499494348160,41.61197697037,60.97393258704,0.9201,-1.594,1.968,15.476273,16.141022,14.6784725,1.0
NGC_1027,464850770077768704,41.58122005581,61.00406324438,0.8678,-1.653,2.079,14.985799,15.615413,14.209435,1.0
NGC_1027,465771787169772928,40.96289962157,61.68677734459,0.706,-1.405,1.796,16.994549,17.686369,16.193232,0.6
NGC_1027,465771821529529728,40.81211919554,61.62787058357,0.8729,-1.937,2.039,13.730077,14.054297,13.2364025,1.0
NGC_1027,465771851588875264,40.84516118418,61.64158584915,0.6264,-1.539,1.848,19.62575,21.205427,18.482391,0.35
NGC_1027,465771885945742336,40.81410287841,61.63539344954,1.0441,-1.932,2.148,18.049477,18.97633,17.12612,0.95
NGC_1027,465771954665247104,40.85625089245,61.65908187028,1.0239,-1.981,2.017,18.216188,19.136122,17.266792,0.93
NGC_1027,465771958963176192,40.86042126657,61.65930109546,0.4805,-1.785,1.825,19.858118,21.175076,18.693138,0.15
NGC_1027,465771958968475904,40.85765284317,61.6554071562,0.8802,-1.901,1.912,15.644106,16.180336,14.943097,1.0
NGC_1027,465771958968478720,40.84676477159,61.64728002477,0.8865,-1.688,2.181,14.639861,15.075275,14.030222,1.0
NGC_1027,465771989024988288,40.8902805561,61.65884863112,1.1078,-1.453,1.813,18.419184,19.419987,17.467674,0.45
NGC_1027,465772027687952128,40.84101298854,61.66000273948,0.9138,-1.446,2.127,18.068695,18.955297,17.131548,0.97
NGC_1027,465771095671761536,40.86124771951,61.63679050159,0.9918,-1.819,2.057,17.309406,18.05609,16.463877,1.0
NGC_1027,465772062047687680,40.86481497115,61.66721486277,0.8516,-2.247,2.768,12.62306,12.893966,12.183793,0.15
NGC_1027,465770893816619648,40.96444538848,61.60666275666,0.7786,-1.916,1.875,17.004225,17.783117,16.079857,1.0
NGC_1027,465770855156167168,40.95130699135,61.60438608547,1.02,-1.818,2.082,18.255028,19.51195,17.180119,0.95
NGC_1027,465758936626486912,41.50473740401,61.94785111664,0.9182,-1.51,1.726,16.388372,17.063208,15.547207,0.96
NGC_1027,465759348936918784,41.63676774325,61.99741300322,1.3644,-1.086,2.148,20.23781,20.813234,18.93724,0.09
NGC_1027,465759383303063808,41.61969077817,61.98876147092,0.9515,-1.674,1.575,15.7501745,16.360004,14.993927,0.96
NGC_1027,464826477742323072,41.42348846464,60.63452753915,0.5818,-1.285,2.156,19.289022,20.626516,18.027374,0.05
NGC_1027,465760517168007680,41.85594100498,62.04976808298,0.6197,-1.747,2.514,20.392944,21.599493,19.074871,0.06
NGC_1027,465762406953006080,42.02747762214,62.01681588737,0.7981,-2.008,2.158,19.077593,19.889736,18.182358,0.15
NGC_1027,465763437752150272,41.96561025052,62.0528709481,0.8819,-1.723,2.143,13.909549,14.28595,13.354872,1.0
NGC_1027,465763472111884032,41.96266995769,62.06779084884,0.71,-2.171,1.826,16.925638,17.590988,16.14449,0.27
NGC_1027,464831425544899840,41.90953831232,60.7681213019,0.9541,-1.256,2.043,18.747252,19.938772,17.730328,0.12
NGC_1027,464834380482867072,41.74270179659,60.78655435379,0.3842,-1.509,1.868,19.495989,20.646944,18.224304,0.06
NGC_1027,464833766309733248,41.9713677035,60.8694262798,0.8965,-1.53,2.133,13.546622,13.889764,13.031779,1.0
NGC_1027,464834380482866176,41.7521382226,60.78531153978,0.5686,-2.072,1.572,19.591303,20.93566,18.406734,0.08
NGC_1027,464834724079848576,41.82273550767,60.82176840888,1.1293,-1.389,1.673,19.01511,20.275251,17.99665,0.06
NGC_1027,464835445634360960,41.65688003304,60.83192456028,0.5969,-1.698,1.724,18.286827,19.312056,17.303177,0.2
NGC_1027,464836652527754368,41.85168355763,60.89232606969,0.9197,-1.809,1.878,12.826741,13.18269,12.293089,1.0
NGC_1027,465766010432042240,42.20408691813,62.19215296022,0.6611,-1.69,2.075,19.123814,19.729961,17.966156,0.25
NGC_1027,464837820758850688,41.87481315878,60.92014120495,0.7745,-1.724,1.491,17.157276,17.96582,16.293417,0.21
NGC_1027,465766633207812608,41.86276490565,62.0850593708,0.5308,-1.399,2.045,18.09541,18.773592,17.221111,0.09
NGC_1027,465499039564648576,37.90776550905,61.11719125211,0.7222,-1.543,2.065,16.582481,17.385172,15.687139,0.11
NGC_1027,464839573105630208,41.27107193036,60.70796643634,0.8725,-1.917,2.44,15.999626,16.754446,15.087736,0.56
NGC_1027,464840049839167872,41.28447839954,60.73975863896,0.9041,-1.243,1.716,17.66016,18.640137,16.682138,0.1
NGC_1027,465185193412875008,40.29520872965,60.46848072667,0.6674,-1.56,1.46,19.767324,21.341108,18.589941,0.09
NGC_1027,465767526560999040,41.78509940171,62.12028211764,1.0281,-1.526,1.967,15.380888,15.976901,14.62918,0.98
NGC_1027,465185949328264192,40.1399046375,60.39495735125,1.0672,-2.088,1.409,20.327211,21.342928,18.996243,0.06
NGC_1027,464845517340278144,41.38535101596,60.88899360868,1.0859,-1.295,1.688,18.660564,19.791979,17.6231,0.2
NGC_1027,464846372031596160,41.15021261532,60.90796151304,0.6332,-1.293,2.147,19.606438,21.007845,18.499622,0.06
NGC_1027,465190489107038720,39.65655892956,60.29061971639,0.5822,-2.118,1.714,18.175068,19.200935,17.127764,0.06
NGC_1027,465770889516139520,40.95285042531,61.620930799,1.1572,-1.169,1.736,19.787092,21.098827,18.654427,0.11
NGC_1027,464824798418117120,41.76068604543,60.66744616909,0.906,-1.459,2.02,15.022243,15.609508,14.280652,0.99
NGC_1027,465772165126724352,40.75392391821,61.66251900841,0.7538,-2.341,1.678,13.961065,14.321232,13.424369,0.71
NGC_1027,465772199486462464,40.78013826731,61.66626031023,0.8792,-1.739,1.874,13.6783285,14.008001,13.175846,1.0
NGC_1027,465775257503173888,40.76430709378,61.69605808848,0.8344,-1.597,2.014,16.555132,17.196463,15.791108,1.0
NGC_1027,465775287557372928,40.7886871871,61.70454429561,0.9236,-1.813,2.116,12.4472685,12.630696,12.135097,1.0
NGC_1027,465775291863087104,40.81107875036,61.70543810724,0.9186,-1.715,1.941,15.133956,15.612918,14.481807,1.0
NGC_1027,465775394942128256,40.70900083553,61.69960305537,0.7709,-1.509,2.04,17.124428,17.83784,16.301407,0.97
NGC_1027,465775394942128640,40.72224686866,61.69600424214,0.899,-1.858,2.114,13.637059,13.954863,13.149132,1.0
NGC_1027,465775429301863808,40.71989176191,61.710954591,0.9251,-1.812,2.092,15.663794,16.198967,14.968844,1.0
NGC_1027,465775459361420288,40.68404966815,61.71789045665,0.7344,-1.696,2.137,17.591366,18.387949,16.698399,0.88
NGC_1027,465775532381076352,40.72770175498,61.72280023198,0.8736,-1.848,2.156,14.066134,14.437981,13.516758,1.0
NGC_1027,465775699874317824,40.82021482857,61.73107140462,1.1298,-1.468,1.963,17.467451,18.233208,16.614971,0.64
NGC_1027,465775807254325376,40.83916583929,61.74107011504,0.8995,-2.72,2.173,20.684196,21.329334,19.500422,0.05
NGC_1027,465775940392494208,40.77193141253,61.74070484691,0.878,-1.82,1.798,18.507225,19.482449,17.48205,0.93
NGC_1027,465775738539503872,40.7907266388,61.72398840016,0.8619,-1.558,1.804,16.716549,17.411024,15.881662,1.0
NGC_1027,465775738539504512,40.79377884964,61.72220569746,0.8542,-1.727,1.866,13.792179,14.120043,13.2964325,1.0
NGC_1027,465775944697931008,40.76960586128,61.7384704887,0.9054,-2.289,2.137,18.777266,19.880356,17.754696,0.56
NGC_1027,465513225836125184,37.01081323974,61.23247058179,1.0194,-1.782,2.005,15.630728,16.289557,14.834141,0.3
NGC_1027,465776013417406848,40.75497407092,61.74412043742,0.8946,-1.622,2.195,14.934325,15.4228325,14.269949,1.0
NGC_1027,465776112191225600,40.8157052862,61.77721398045,0.8176,-2.242,2.026,19.42861,20.79291,18.301985,0.38
NGC_1027,465776116496600064,40.82517419022,61.78741849336,0.9144,-1.828,2.009,14.100908,14.486799,13.536502,1.0
NGC_1027,465776116496605184,40.82623455099,61.77671744276,0.8253,-1.781,2.123,16.394596,16.989195,15.649586,1.0
NGC_1027,465776146550962816,40.79781647179,61.77668844154,1.1424,-1.962,2.423,19.274488,20.689764,18.098032,0.32
NGC_1027,465776219570101504,40.67222560967,61.72677502431,1.3076,-1.371,2.053,19.915173,21.257055,18.776491,0.11
NGC_1027,465776219575844736,40.67663636283,61.72250653153,0.901,-1.991,2.058,13.719945,14.04431,13.226148,1.0
NGC_1027,465776219575846656,40.6719844569,61.71524755996,0.8751,-1.806,2.078,16.817835,17.498413,16.02781,1.0
NGC_1027,465776357014791936,40.70052156694,61.74556928059,0.8164,-1.874,1.973,16.762478,17.418318,15.977059,1.0
