Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,pmRA,pmDE,Plx,SimbadName,_RA_icrs,_DE_icrs,Source,RV,Gmag,BP-RP,Proba
NGC_1027,40.47297009056,61.65380871431,135.64979685295,1.54012086699,-1.937,2.149,0.918,Gaia DR2  465682005172847488,40.4729876565,61.65379946325,465682005172847488,,14.8966,1.1285,1.0
NGC_1027,40.61935347394,61.7174747369,135.68668517898,1.6268059288,-1.453,2.501,0.8407,Gaia DR2  465682451849376896,40.61936667909,61.7174639678,465682451849376896,,16.0794,1.3462,1.0
NGC_1027,40.28102571516,61.49264225818,135.6327981095,1.35563596185,-1.924,2.117,0.9242,Gaia DR2  465673312159204224,40.28104307323,61.49263314351,465673312159204224,,17.4502,1.5455,0.8
NGC_1027,40.61507504776,61.57111831551,135.74554481081,1.49278188841,-1.88,2.043,0.8836,Gaia DR2  465680562063898240,40.61509204745,61.57110951738,465680562063898240,,14.9605,1.2467,1.0
NGC_1027,40.49094265035,61.67890525756,135.64720555573,1.56650050399,-1.273,2.056,0.8312,Gaia DR2  465682035228745984,40.49095420299,61.67889640412,465682035228745984,,16.1482,1.5144,0.6
NGC_1027,41.04090898732,61.39075539733,136.00567904779,1.41378241143,-1.789,2.022,0.8952,Gaia DR2  465624723187631104,41.04092507366,61.39074669217,465624723187631104,,15.0421,1.2148,1.0
NGC_1027,40.50604404472,61.64698815627,135.66692315515,1.54039335112,-1.819,2.153,0.8773,Gaia DR2  465681936453373440,40.50606053893,61.64697888531,465681936453373440,,12.9831,0.6166,1.0
NGC_1027,39.87991851703,61.30068881275,135.53555190085,1.10212535193,-1.205,2.187,0.74,,39.87992931728,61.30067939633,465657364935486720,,17.6517,1.7325,0.2
NGC_1027,40.64422526234,61.6173765564,135.7389717244,1.54062482533,-1.608,2.032,0.9961,Gaia DR2  465680802582017792,40.6442398284,61.61736780615,465680802582017792,,12.8023,0.7508,0.9
NGC_1027,40.5014921284,61.4464456861,135.74781200117,1.35686360544,-1.766,2.112,0.9213,Gaia DR2  465669463868520192,40.50150803859,61.44643659061,465669463868520192,,14.9928,1.2915,1.0
NGC_1027,39.8337684589,61.34914717282,135.4957066615,1.13750281579,-1.6,1.642,0.8364,Gaia DR2  465659740061498496,39.83378282865,61.34914010276,465659740061498496,,16.1923,1.6225,0.5
NGC_1027,40.84896242456,61.49869379501,135.87709443798,1.47332674195,-1.757,2.828,0.882,,40.84897827886,61.49868162053,465629396112195072,,17.744,1.7899,0.4
NGC_1027,40.69210248163,61.60967145035,135.76288607907,1.54306977995,-1.323,1.598,0.8431,,40.69211445955,61.60966456926,465678156882164096,,12.6396,0.7334,0.2
NGC_1027,40.67513481422,61.62471582942,135.74929291919,1.55340179891,-1.45,2.481,0.7899,Gaia DR2  465681107515445248,40.67514795016,61.62470514535,465681107515445248,,17.4016,1.6309,0.9
NGC_1027,40.4873321364,61.60029682849,135.67811065813,1.49419709798,-1.492,2.094,0.8647,Gaia DR2  465680149747024640,40.48734564255,61.60028781273,465680149747024640,,16.0644,1.4401,0.8
NGC_1027,40.07089718834,61.64676467668,135.47847581239,1.45543874828,-1.783,1.563,0.8056,Gaia DR2  465689972328188032,40.07091335506,61.64675794802,465689972328188032,,17.8794,1.7777,0.5
NGC_1027,41.03789626655,61.47282994737,135.96985422995,1.48764520708,-1.678,1.842,0.7706,Gaia DR2  465628502758968448,41.03791139826,61.47282201527,465628502758968448,,16.4142,1.4022,1.0
NGC_1027,40.69113990875,61.56801761353,135.7797896437,1.50499454518,-2.223,2.303,0.9266,Gaia DR2  465677675845868544,40.69116001513,61.56800769864,465677675845868544,,15.5022,1.2788,0.8
NGC_1027,39.87106155241,61.21735528198,135.56535668076,1.02418565466,-1.758,1.68,0.8144,Gaia DR2  465644793575379456,39.87107727695,61.21734804858,465644793575379456,,15.0993,1.442,0.7
NGC_1027,40.1504969352,61.51631278726,135.56627151131,1.35175998481,-1.77,1.992,0.8711,Gaia DR2  465685234988413696,40.15051291725,61.51630421248,465685234988413696,,12.9984,0.6904,1.0
NGC_1027,40.85041205135,61.34116657347,135.94356162989,1.33049794404,-2.079,2.225,0.8912,Gaia DR2  465625758279504768,40.85043071626,61.34115699361,465625758279504768,,17.4664,1.9318,0.9
NGC_1027,40.28555844177,61.8796920433,135.47599359161,1.70953166316,-1.853,1.981,0.8047,Gaia DR2  465699837876933632,40.28557537182,61.87968351211,465699837876933632,,16.6716,1.4539,1.0
NGC_1027,39.47754209204,61.26927401942,135.37109359941,0.99571516032,-1.807,2.045,0.843,Gaia DR2  465655410734534144,39.47755827614,61.26926521419,465655410734534144,,16.0327,1.4693,1.0
NGC_1027,40.50278948175,61.75245366601,135.62193237427,1.63580162788,-1.206,2.409,1.0124,Gaia DR2  465694610893071872,40.50280045702,61.75244329261,465694610893071872,,17.9919,1.7618,0.5
NGC_1027,40.6428316625,61.61747056147,135.73832976465,1.5404354269,-1.551,2.436,0.7687,Gaia DR2  465680802572018176,40.64284571264,61.61746007402,465680802572018176,,15.1295,1.0682,1.0
NGC_1027,40.41781295013,61.44810284035,135.7106826439,1.34187714446,-1.752,2.234,0.9414,Gaia DR2  465672315726812928,40.41782873247,61.44809322285,465672315726812928,,17.2603,1.7098,0.8
NGC_1027,40.63933493562,61.60739647849,135.74099865205,1.53057981543,-1.682,2.026,0.9067,Gaia DR2  465680699502811776,40.63935016436,61.60738775497,465680699502811776,,11.118,0.5186,1.0
NGC_1027,40.52362416944,61.77418426462,135.62192865206,1.65966338171,-1.605,2.4,0.7836,Gaia DR2  465694748331683200,40.52363877802,61.77417392964,465694748331683200,,17.6307,1.718,0.9
NGC_1027,40.77108231523,61.63614852444,135.78600520506,1.58276814735,-1.71,2.254,0.9154,Gaia DR2  465678259961632384,40.77109781699,61.63613881904,465678259961632384,,14.2911,1.0773,1.0
NGC_1027,40.65049478595,61.61229073787,135.74379604034,1.53723487725,-1.973,1.917,0.8568,Gaia DR2  465680733862544000,40.65051265156,61.61228248596,465680733862544000,,12.8295,0.7563,1.0
NGC_1027,40.45413050162,61.606251491,135.66126491569,1.49310596279,-1.774,1.982,0.8894,Gaia DR2  465680115387284480,40.45414656302,61.60624295612,465680115387284480,,14.2691,1.0108,1.0
NGC_1027,40.25353911479,61.50455710189,135.61594655104,1.36112951734,-1.751,2.255,0.8886,Gaia DR2  465673380878675072,40.25355491287,61.50454739452,465673380878675072,,16.4828,1.6176,1.0
NGC_1027,40.35660116884,61.6819656529,135.58785268652,1.54303307162,-2.144,2.184,0.8334,Gaia DR2  465692583668388480,40.3566206284,61.68195624849,465692583668388480,,17.575,1.6651,0.7
NGC_1027,40.80748273575,61.62135339989,135.80790444835,1.57653401997,-1.448,2.05,0.8973,Gaia DR2  465677985083726080,40.80749585482,61.6213445736,465677985083726080,,17.4065,1.8517,0.7
NGC_1027,40.83348964334,61.48263248925,135.87709337098,1.4556488871,-1.732,2.0,1.002,Gaia DR2  465629293032958976,40.83350526347,61.48262387969,465629293032958976,,17.9056,1.776,0.8
NGC_1027,39.96362744112,61.5100722554,135.48737243191,1.30979405418,-2.028,1.941,0.7871,Gaia DR2  465684375994978304,39.96364574501,61.51006389985,465684375994978304,,17.5618,1.7174,0.7
NGC_1027,40.51912102015,61.69184027158,135.65403612169,1.58380155069,-1.866,2.077,0.9344,Gaia DR2  465682176971499520,40.51913796061,61.6918313284,465682176971499520,,11.3737,0.4161,1.0
NGC_1027,40.64113526682,61.56470405619,135.7595001002,1.49209200771,-1.916,2.372,0.939,Gaia DR2  465677602822099712,40.64115259596,61.56469384282,465677602822099712,,14.8926,1.2557,1.0
NGC_1027,40.07785306037,61.68193447596,135.46716809594,1.4889056674,-1.158,2.447,0.8831,Gaia DR2  465690388949030656,40.07786356725,61.68192393828,465690388949030656,,15.5165,1.2762,0.7
NGC_1027,40.50425141922,61.62933586107,135.67344221564,1.52396590689,-1.908,1.962,0.8413,Gaia DR2  465680252826209408,40.50426870715,61.6293274131,465680252826209408,,12.5018,0.5581,1.0
NGC_1027,40.4003497173,61.63975768253,135.62415676463,1.51310430447,-1.803,2.195,0.9163,Gaia DR2  465692141295687808,40.40036605803,61.6397482315,465692141295687808,,17.0626,1.518,1.0
NGC_1027,40.65812601048,61.69261945935,135.7137314877,1.61181797234,-1.547,2.078,0.8354,Gaia DR2  465681592845814400,40.6581400541,61.69261051102,465681592845814400,,15.9441,1.2795,1.0
NGC_1027,40.38540532172,61.71585518064,135.58636250301,1.57954022975,-1.795,2.256,0.8916,Gaia DR2  465694855715262976,40.38542163084,61.71584546669,465694855715262976,,14.0108,0.9401,1.0
NGC_1027,40.16628988124,61.31639896678,135.65481075846,1.17235196084,-1.893,2.183,0.9793,Gaia DR2  465646369819233152,40.16630686405,61.31638956931,465646369819233152,,17.8996,1.9186,0.8
NGC_1027,40.56904870994,61.60345725997,135.71220316416,1.51314180728,-1.737,2.033,0.865,Gaia DR2  465680836941778176,40.56906443638,61.60344850533,465680836941778176,,13.7699,1.088,1.0
NGC_1027,40.27329075484,61.45662798205,135.64419528484,1.32127249862,-1.626,1.788,0.9138,Gaia DR2  465672964256897152,40.27330540252,61.45662028427,465672964256897152,,17.6514,1.9847,0.5
NGC_1027,40.75414402504,61.58304821822,135.80081343609,1.53114079232,-1.609,2.334,0.8895,Gaia DR2  465677813285041408,40.75415858519,61.58303817116,465677813285041408,,15.3684,1.2108,1.0
NGC_1027,40.73253769399,61.58711883588,135.78976677792,1.53056078532,-1.769,2.404,0.9201,Gaia DR2  465677882004273664,40.73255370226,61.58710848659,465677882004273664,,12.8456,0.5762,1.0
NGC_1027,40.56705904577,61.6020066205,135.71194222544,1.51142958636,-2.355,1.479,0.7222,,40.56708036246,61.6020002528,465680832641257728,,17.3422,1.428,0.2
NGC_1027,40.49699691383,61.62410959229,135.67246089654,1.51778234555,-2.649,2.216,0.8116,,40.49702091514,61.6241000532,465680252826215168,,15.7648,1.281,0.2
NGC_1027,40.55744482945,61.42501087311,135.78104282305,1.34840625866,-1.733,2.009,0.9026,Gaia DR2  465669188990625024,40.55746042741,61.42500222506,465669188990625024,,14.7174,1.224,1.0
NGC_1027,40.77321594884,61.57695727228,135.81160662521,1.52938571215,-2.166,2.16,0.8779,Gaia DR2  465677813285042304,40.77323554501,61.57694797422,465677813285042304,,16.8419,1.6308,0.8
NGC_1027,40.19979294434,61.84498025819,135.45329962515,1.66130056075,-1.77,2.35,0.9041,Gaia DR2  465699356840609792,40.19980909391,61.84497013809,465699356840609792,,15.2218,1.1984,1.0
NGC_1027,40.51127401633,61.34493818073,135.79401993033,1.26635586003,-1.737,2.25,0.9289,Gaia DR2  465667775939703168,40.51128960829,61.34492849478,465667775939703168,,15.3431,1.3944,1.0
NGC_1027,40.70477268304,61.38107702577,135.86345423645,1.33768132161,-1.939,1.933,0.8628,Gaia DR2  465626995230377344,40.70479011267,61.3810687025,465626995230377344,,16.7144,1.6271,0.9
NGC_1027,40.79552657918,61.59933027094,135.81192724122,1.55414733473,-1.829,1.951,0.8849,Gaia DR2  465677950723990656,40.79554313948,61.59932186973,465677950723990656,,11.077,0.4255,1.0
NGC_1027,40.23978908106,61.73300725207,135.51639427002,1.56686724203,-1.895,1.929,0.8469,Gaia DR2  465696539342132480,40.23980630587,61.73299894627,465696539342132480,,16.5626,1.425,1.0
NGC_1027,40.87489570513,61.58295810365,135.85308987418,1.55504196787,-1.946,1.928,0.8775,Gaia DR2  465676954291578624,40.87491331056,61.58294980379,465676954291578624,,15.242,1.165,1.0
NGC_1027,40.1871674349,61.84344376916,135.44848881003,1.65746267894,-1.721,2.059,0.8949,Gaia DR2  465699562999041536,40.18718313738,61.84343490236,465699562999041536,,15.1381,1.1769,1.0
NGC_1027,40.20087401934,61.72643964067,135.50225863156,1.55333278092,-1.844,2.129,0.8416,Gaia DR2  465696573701882368,40.20089078293,61.72643047456,465696573701882368,,15.8482,1.2802,1.0
NGC_1027,40.76960465252,61.59265802474,135.80349807261,1.54294172064,-1.755,2.163,0.8243,Gaia DR2  465677847644777600,40.76962053132,61.59264871258,465677847644777600,,10.7228,0.4744,1.0
NGC_1027,40.41260143226,61.81351718091,135.55787291061,1.67383978021,-1.847,1.905,0.8469,Gaia DR2  465695714708344832,40.41261827253,61.81350898037,465695714708344832,,17.4307,1.5882,1.0
NGC_1027,40.49397673552,61.4995437153,135.72260777536,1.40374002087,-1.619,2.185,0.8709,Gaia DR2  465678397400455808,40.49399134708,61.49953430695,465678397400455808,,15.3484,1.2921,1.0
NGC_1027,40.77947226954,61.53442420743,135.83205141457,1.49196589662,-1.786,1.704,0.8905,Gaia DR2  465676576334468352,40.77948839909,61.53441686974,465676576334468352,,16.9479,1.5373,0.7
NGC_1027,40.93923331739,61.35397755934,135.97689224954,1.35995395256,-1.705,2.151,0.8925,Gaia DR2  465623250018590080,40.93924862658,61.35396829809,465623250018590080,,13.0388,0.7056,1.0
NGC_1027,40.4335120722,61.56130156843,135.67085938491,1.4481084862,-1.687,2.039,0.8918,Gaia DR2  465679599991252864,40.43352732012,61.56129279107,465679599991252864,,12.7476,0.5731,1.0
NGC_1027,40.63594210412,61.48557473283,135.79008991727,1.4190684006,-1.657,2.384,0.9465,Gaia DR2  465675614261642624,40.63595705316,61.48556447011,465675614261642624,,17.5924,1.783,0.8
NGC_1027,40.66216797305,61.66632914687,135.7263978552,1.5886977285,-1.115,1.963,0.9099,,40.66217809251,61.66632069407,465681421057261696,,13.0026,0.6588,0.3
NGC_1027,40.51057828562,61.72068104026,135.63842434719,1.6083911307,-1.919,2.137,0.7599,Gaia DR2  465694301655378688,40.51059572516,61.72067183906,465694301655378688,,17.7165,1.9179,0.8
NGC_1027,40.47095209009,61.50488727445,135.71039234994,1.40407260897,-1.615,1.546,0.9667,,40.47096666647,61.50488061821,465678461815126784,,17.9995,1.8967,0.4
NGC_1027,40.73338208832,61.53174566801,135.8131885719,1.48037963657,-1.818,1.967,0.8262,Gaia DR2  465676541974732032,40.73339851302,61.53173720103,465676541974732032,,15.8152,1.3556,1.0
NGC_1027,40.76842586369,61.52784148588,135.83000789043,1.48378752673,-1.787,2.237,0.9016,Gaia DR2  465676576334470144,40.76844200717,61.52783185417,465676576334470144,,13.8475,0.9004,1.0
NGC_1027,40.8374099768,61.50501900984,135.86944157066,1.47677103669,-1.829,2.228,0.8628,Gaia DR2  465629400411695488,40.83742648226,61.50500941639,465629400411695488,,13.043,0.6338,1.0
NGC_1027,40.57872130608,61.70377590692,135.67483221351,1.60635859506,-2.11,2.701,0.8351,Gaia DR2  465682520568867328,40.57874047411,61.70376427944,465682520568867328,,13.1122,0.7898,0.6
NGC_1027,40.67650045092,61.66091620517,135.7348377242,1.5865995718,-1.645,2.632,0.94,Gaia DR2  465681317978049536,40.67651536845,61.66090487201,465681317978049536,,14.3601,1.0317,1.0
NGC_1027,39.76188750592,61.52931538837,135.39157741016,1.28851120733,-2.286,1.49,0.8752,,39.76190815563,61.5293089738,465664825302740864,,13.3422,0.944,0.3
NGC_1027,40.77854364062,61.36784666883,135.90110654746,1.34036583934,-1.774,2.07,0.9449,Gaia DR2  465626101876878976,40.77855957675,61.36783775476,465626101876878976,,16.8446,1.5603,0.9
NGC_1027,40.70190216556,61.51889346511,135.80488426445,1.46244854768,-1.789,2.139,0.8897,Gaia DR2  465676507614996992,40.70191832159,61.51888425696,465676507614996992,,14.1998,1.0237,1.0
NGC_1027,40.72900529002,61.64115628613,135.76573998656,1.57899635588,-1.373,2.055,0.9258,Gaia DR2  465678294321083904,40.72901773235,61.64114743915,465678294321083904,,13.9338,0.9397,0.7
NGC_1027,40.54469007963,61.77625578755,135.63014645761,1.66566937279,-1.488,2.649,0.8648,Gaia DR2  465694546477250432,40.54470362923,61.77624438277,465694546477250432,,17.0655,1.5573,0.8
NGC_1027,40.73819147507,61.5552962866,135.8054662394,1.50274678188,-1.678,2.025,0.9197,Gaia DR2  465677400968186880,40.73820664028,61.55528756846,465677400968186880,,15.8161,1.2935,1.0
NGC_1027,40.59145259218,61.60464705011,135.72141148789,1.5186371415,-1.829,1.168,0.8492,Gaia DR2  465680866997342208,40.59146915442,61.60464202257,465680866997342208,,13.0131,0.71,0.6
NGC_1027,40.86052651093,61.48180244372,135.88917178466,1.46028767037,-1.724,2.096,0.8828,Gaia DR2  465629293030637952,40.86054206034,61.48179341734,465629293030637952,,12.7223,0.6238,1.0
NGC_1027,40.78196902696,61.54316754724,135.82948710463,1.5004092706,-1.82,2.058,0.868,Gaia DR2  465676610694205184,40.78198547524,61.54315868544,465676610694205184,,15.9449,1.3368,1.0
NGC_1027,39.76890320594,61.53697442053,135.39155268161,1.29686840395,-1.605,1.757,0.9104,,39.76891770587,61.53696685376,465665061517217792,,17.2789,1.6897,0.4
NGC_1027,40.6581024899,61.38050537488,135.84335285091,1.32787327099,-1.772,2.833,0.9233,Gaia DR2  465627029589816448,40.65811842131,61.38049317908,465627029589816448,,17.2651,1.9082,0.6
NGC_1027,40.94809490885,61.52240041203,135.9101302096,1.51464669481,-1.681,2.104,0.8088,Gaia DR2  465629675289597184,40.9481100912,61.52239135174,465629675289597184,,17.8351,1.7794,1.0
NGC_1027,40.85485802622,61.44023582414,135.9040882094,1.42139346868,-1.762,1.929,0.8983,Gaia DR2  465628880713778944,40.8548738962,61.44022751701,465628880713778944,,11.4687,0.5455,1.0
NGC_1027,40.69187335622,61.49865004695,135.80895029979,1.44204853632,-1.791,1.287,0.8931,Gaia DR2  465674995786510976,40.69188951756,61.49864450639,465674995786510976,,14.266,1.1428,0.7
NGC_1027,40.6701821024,61.65296859271,135.73541105255,1.57812408389,-1.65,2.193,0.8571,Gaia DR2  465681214898840832,40.67019706441,61.65295915086,465681214898840832,,16.6245,1.4079,1.0
NGC_1027,40.700098165,61.47528829089,135.82223701818,1.42243323708,-0.923,2.464,0.9424,Gaia DR2  465674927067036416,40.70010648574,61.47527768176,465674927067036416,,16.6103,1.6791,0.6
NGC_1027,40.67552460573,61.61949374166,135.7516318023,1.54872866759,-1.597,2.452,0.7556,Gaia DR2  465681107515509120,40.6755390699,61.61948318487,465681107515509120,,12.9271,0.6167,0.9
NGC_1027,40.82165910212,61.32842678984,135.9363477913,1.31316231667,-1.713,2.016,0.7145,Gaia DR2  465625788339384960,40.82167447224,61.32841810946,465625788339384960,,17.9828,1.9015,0.7
NGC_1027,40.56641419555,61.54967933054,135.73333054645,1.4636688543,-1.374,1.781,0.8171,,40.56642661391,61.54967166275,465678947156218496,,15.6066,1.4157,0.2
NGC_1027,40.3276180342,61.58482764657,135.61521697213,1.44881461794,-1.66,1.5,0.8746,Gaia DR2  465691557180196608,40.32763305743,61.58482118734,465691557180196608,,12.13,0.6201,0.7
NGC_1027,40.7092530644,61.51910427301,135.80798554633,1.46409797665,-1.939,1.937,0.903,Gaia DR2  465676507614996864,40.70927056876,61.5190959332,465676507614996864,,13.399,0.7763,1.0
NGC_1027,40.69899788971,61.6361540334,135.7548541598,1.56851782608,-1.881,1.705,0.8713,Gaia DR2  465681146179377536,40.69901494019,61.6361466942,465681146179377536,,9.5974,0.4605,1.0
NGC_1027,40.74866673501,61.63397168922,135.77722765621,1.57635254832,-1.637,1.44,0.874,Gaia DR2  465678225601611392,40.74868156706,61.63396549045,465678225601611392,,15.4982,1.2594,0.7
NGC_1027,40.71165104297,61.63978335517,135.75881269391,1.5743180942,-1.508,2.233,0.8924,Gaia DR2  465681146179371648,40.7116647117,61.63977373971,465681146179371648,,13.1898,0.63,1.0
NGC_1027,40.67507141299,61.64389749657,135.74129356928,1.57083725753,-1.923,2.258,0.8922,Gaia DR2  465681214898849280,40.67508884584,61.64388777279,465681214898849280,,15.5363,1.2187,1.0
NGC_1027,39.80256040114,61.23605909535,135.52763306397,1.02798253026,-1.494,1.883,0.8965,Gaia DR2  465656578965634560,39.80257377144,61.23605098605,465656578965634560,,16.4437,1.5429,0.6
NGC_1027,40.57939098182,61.65432481959,135.69560857408,1.56147893782,-1.677,2.03,0.9107,Gaia DR2  465681833374141824,40.57940618893,61.65431608123,465681833374141824,,14.9663,1.2342,1.0
NGC_1027,40.85003209187,61.38449967773,135.92528597221,1.36979141506,-1.634,2.118,0.8523,Gaia DR2  465626445474247168,40.8500467816,61.38449056023,465626445474247168,,15.2929,1.2462,1.0
NGC_1027,40.62688719291,61.56251477493,135.75423332429,1.48728526658,-1.878,2.474,0.8591,Gaia DR2  465677607126403840,40.62690417608,61.56250412251,465677607126403840,,15.9468,1.3464,0.8
NGC_1027,40.83191519193,61.38755478818,135.91612407812,1.36894326105,-1.536,1.812,0.9143,,40.83192900094,61.38754698755,465626514193723776,,16.7946,1.5312,0.3
NGC_1027,40.25241382231,61.37294746153,135.66937530072,1.24084556916,-1.583,2.216,0.8518,Gaia DR2  465670387276416128,40.252428044,61.37293792026,465670387276416128,,15.8553,1.5745,0.9
NGC_1027,40.12720223768,61.72334731733,135.47165481525,1.53625732219,-2.122,1.841,0.7959,Gaia DR2  465696333183724416,40.12722152301,61.72333938995,465696333183724416,,16.3802,1.5651,0.9
NGC_1027,40.67799830623,61.63061949582,135.74807742583,1.55933716139,-1.59,1.826,0.8399,Gaia DR2  465681111819646720,40.67801271285,61.63061163244,465681111819646720,,14.1638,0.9683,0.6
NGC_1027,40.66808280211,61.55239085491,135.77629342111,1.48621812466,-1.681,2.241,0.8372,Gaia DR2  465677534102301312,40.66809799355,61.55238120799,465677534102301312,,15.478,1.2546,1.0
NGC_1027,40.26990631067,61.84816476627,135.48219046029,1.67774988913,-1.568,2.221,0.8479,Gaia DR2  465699421256538368,40.26992061737,61.84815520325,465699421256538368,,17.736,1.7204,0.8
NGC_1027,40.45049654669,61.66036023612,135.63737059897,1.54168784465,-1.679,2.105,0.8939,Gaia DR2  465692278734616448,40.45051177812,61.66035117257,465692278734616448,,14.1987,0.9835,1.0
NGC_1027,40.69787353774,61.63416435591,135.75519573008,1.56648618571,-1.639,2.351,0.94,Gaia DR2  465681146179379584,40.69788839453,61.63415423412,465681146179379584,,14.857,1.1327,1.0
NGC_1027,40.29565169362,61.80613132906,135.51052511249,1.64439749892,-1.544,2.24,0.9634,Gaia DR2  465698360408211584,40.29566576646,61.8061216865,465698360408211584,,15.88,1.2882,0.9
NGC_1027,41.20643654261,61.38577066224,136.07968180535,1.44267895711,-1.793,2.033,0.8748,Gaia DR2  465624109012010368,41.20645266171,61.38576190818,465624109012010368,,14.5869,1.1792,1.0
NGC_1027,40.51838194346,61.69556069366,135.65217862729,1.58704449961,-1.842,2.078,0.8955,Gaia DR2  465682172667500160,40.51839867133,61.69555174525,465682172667500160,,12.4317,0.524,1.0
NGC_1027,40.68481384332,61.62748451729,135.75232744036,1.55783139877,-1.584,2.458,0.9474,Gaia DR2  465681111809626752,40.68482819917,61.62747393479,465681111809626752,,14.0671,,1.0
NGC_1027,39.86829412566,61.09171726612,135.61493107366,0.90873101762,-1.723,1.807,0.8051,Gaia DR2  465637440591467776,39.86830947013,61.09170948419,465637440591467776,,15.5705,1.3801,0.8
NGC_1027,40.52708699097,61.68423220735,135.66062366324,1.57843558928,-2.207,2.065,0.8581,Gaia DR2  465682103948024320,40.52710702161,61.68422331745,465682103948024320,,11.9206,0.4954,0.8
NGC_1027,40.43687599466,61.66145559931,135.6310262091,1.54002031896,-1.123,1.413,0.9372,,40.4368861816,61.66144951664,465692278734616960,,14.8397,1.123,0.2
NGC_1027,40.36777067014,61.55881475524,135.64334159108,1.43295406609,-2.038,2.114,0.8855,Gaia DR2  465679737430217856,40.36778909121,61.55880565504,465679737430217856,,13.8464,0.8872,1.0
NGC_1027,40.77660187626,61.43641017201,135.87167464259,1.4023019114,-1.62,1.984,0.8147,Gaia DR2  465627648065065472,40.77661646615,61.43640162896,465627648065065472,,16.7857,1.617,0.9
NGC_1027,40.8450906298,61.42992393815,135.90415363071,1.41007345895,-1.769,1.89,0.8692,Gaia DR2  465627407546896384,40.8451065588,61.42991579854,465627407546896384,,14.1586,1.0211,1.0
NGC_1027,40.49083230656,61.5386152345,135.70510376442,1.43870614902,-2.151,2.464,0.9628,Gaia DR2  465678809717284992,40.49085174272,61.53860462515,465678809717284992,,16.5298,1.5308,0.9
NGC_1027,40.63037878865,61.52007140461,135.77335867625,1.44935547457,-1.437,2.151,0.8558,Gaia DR2  465675820420046720,40.63039176753,61.52006214467,465675820420046720,,10.5334,0.6092,0.9
NGC_1027,40.26600925064,61.81271735392,135.49504628415,1.64466257508,-1.718,2.682,0.8367,Gaia DR2  465698463487913216,40.26602491112,61.81270580548,465698463487913216,,17.7035,1.7868,0.7
NGC_1027,40.47485163675,61.28913593404,135.80113984617,1.20831432647,-1.748,1.914,0.836,Gaia DR2  465665959175274880,40.47486730018,61.28912769157,465665959175274880,,14.9384,1.3247,1.0
NGC_1027,40.56697326799,61.36892256263,135.80841503524,1.29923442769,-1.998,2.071,0.9743,Gaia DR2  465668016457919872,40.56699121714,61.36891364762,465668016457919872,,17.6152,1.7934,0.9
NGC_1027,40.51787602063,61.54436281234,135.71446862799,1.44926373792,-1.802,2.176,0.8188,Gaia DR2  465678981515968512,40.51789230643,61.54435344303,465678981515968512,,17.2204,1.8248,0.9
NGC_1027,40.35990941424,61.67371103325,135.5926785344,1.53615337951,-1.778,2.122,0.9199,Gaia DR2  465692480589154432,40.35992555055,61.67370189499,465692480589154432,,17.6282,1.7014,0.9
NGC_1027,40.68415940387,61.62774360751,135.75193676094,1.5579378167,-1.967,1.83,0.9086,Gaia DR2  465681107515618176,40.68417722256,61.62773572747,465681107515618176,,12.5378,0.7703,1.0
NGC_1027,40.50066424978,61.62576754012,135.67336373072,1.52001210969,-1.327,2.433,0.9101,Gaia DR2  465680248522159104,40.50067627331,61.62575706265,465680248522159104,,13.0768,0.6814,0.9
NGC_1027,40.76984425079,61.62863183803,135.78860413665,1.57569020395,-2.105,1.982,0.9307,Gaia DR2  465678255657333376,40.76986332292,61.62862330267,465678255657333376,,13.6974,1.0718,0.7
NGC_1027,40.2009543852,61.74500842035,135.49469747386,1.57029368866,-1.589,2.167,0.7626,Gaia DR2  465696779860295936,40.20096883426,61.74499908894,465696779860295936,,17.9454,1.6591,0.9
NGC_1027,40.9269182107,61.40969021084,135.94818681995,1.40807018362,-1.369,1.77,0.906,,40.92693052393,61.40968259146,465627888583237760,,15.5695,1.2973,0.2
NGC_1027,40.42610631284,61.67939691342,135.61897177938,1.55426132939,-1.969,2.115,0.9377,Gaia DR2  465693820618808064,40.42612417842,61.67938780856,465693820618808064,,12.3588,0.554,0.9
NGC_1027,40.00700467181,61.570269298,135.48182874357,1.37319958991,-1.688,2.082,0.9697,Gaia DR2  465687880688238592,40.0070199413,61.57026033498,465687880688238592,,16.389,1.4542,1.0
NGC_1027,40.33690348757,61.55210468342,135.63269273876,1.42079452573,-1.748,2.125,0.8702,Gaia DR2  465673930634442240,40.33691928438,61.55209553408,465673930634442240,,15.015,1.1968,1.0
NGC_1027,40.70340380496,61.54973596483,135.79270653046,1.49079591673,-1.692,2.197,0.9353,Gaia DR2  465677297888760832,40.70341910018,61.54972650727,465677297888760832,,16.0413,1.5135,1.0
NGC_1027,40.50137181859,61.53635610521,135.71061308742,1.43872294346,-1.508,1.307,0.8847,,40.50138543911,61.53635047791,465678603558855808,,17.1006,1.622,0.1
NGC_1027,40.6062614551,61.56225348394,135.74540075635,1.48297501222,-1.681,1.54,0.8567,Gaia DR2  465679084595156352,40.60627665584,61.56224685382,465679084595156352,,13.2001,0.7204,0.8
NGC_1027,40.56349015514,61.6127505945,135.70594805349,1.52050747125,-1.952,2.178,0.8996,Gaia DR2  465680905661246976,40.56350783117,61.61274121594,465680905661246976,,12.3951,0.5951,1.0
