RA_ICRS,DE_ICRS,Source,Plx,e_Plx,PM,pmRA,pmDE,Solved,nueff,pscol,RUWE,Gmag,BPmag,RPmag,BP-RP,RV,ELAT,RAJ2000,DEJ2000,Plx_corr,aux,pert_class,BPmag-RPmag,min,max,std,avg,mode,median,Q1,Q3,excl
41.05325599858,61.40280828521,465625105444425344,0.8808,0.0242,2.755,-1.731,2.143,31,1.479,,0.986,15.098552,15.606346,14.417184,1.189162,,42.88358673058,41.0532720724,61.40279875868,0.913778,0.46446838963519016,1,1.1891619999999996,1.8199019505726932e-23,0.8059521913528442,0.2964429259300232,0.41694536805152893,0.800000011920929,0.3963405191898346,0.1309823840856552,0.8059521913528442,0.7413504123687744
41.08710819619,61.45112608562,465625479101966208,0.9899,0.2529,2.445,-1.51,1.923,95,,1.2909,0.992,19.169788,,,,,42.92104150431,41.08712223587,61.45111753817,1.015157,0.4262031382261849,1,0.0,2.802596928649634e-45,0.833893895149231,0.20880253612995148,0.7778434157371521,0.8199999928474426,0.833893895149231,0.833893895149231,0.833893895149231,0.06721536070108414
41.05797730366,61.44203347017,465625517761270144,0.8341,0.0488,2.756,-1.807,2.081,31,1.416,,0.982,16.685637,17.387783,15.868615,1.519168,,42.91844794657,41.05799410282,61.44202422264,0.863671,0.4191550280627025,1,1.5191679999999987,6.714758089831907e-12,0.8388772010803223,0.1923326551914215,0.7349619269371033,0.8199999928474426,0.8388772010803223,0.7123275399208069,0.8388772010803223,0.26200273633003235
40.7785431261,61.36784695441,465626101876878976,0.9788,0.0547,2.65,-1.828,1.918,31,1.41,,1.021,16.825521,17.559204,15.991653,1.567552,,42.9056846746,40.77856008093,61.36783843038,1.008683,0.4214021784480801,1,1.5675510000000017,6.622325798844031e-08,0.8372941613197327,0.27942904829978943,0.6392397284507751,0.8199999928474426,0.8372941613197327,0.4573356509208679,0.8372941613197327,0.40298736095428467
40.89685620284,61.39337696252,465626372455072128,0.9605,0.1751,2.853,-1.799,2.215,31,1.314,,0.998,18.786308,19.96154,17.757753,2.203787,,42.90567671577,40.89687290087,61.39336711856,0.979316,0.4101587399562521,1,2.2037869999999984,0.0,0.8451592922210693,0.29850006103515625,0.704995334148407,0.8399999737739563,0.8451592922210693,0.8451592922210693,0.8451592922210693,0.18823349475860596
40.85003156937,61.38449996322,465626445474247168,0.8309,0.026,2.632,-1.696,2.013,31,1.468,,0.977,15.281777,15.818916,14.576286,1.24263,,42.90679029382,40.85004730453,61.38449101452,0.863887,0.40963664851317083,1,1.2426300000000001,1.5838521558215792e-20,0.845521092414856,0.26367926597595215,0.2596723735332489,0.0,0.17123112082481384,0.023262452334165573,0.4395919442176819,0.9251638650894165
40.70477210388,61.38107732562,465626995230377344,0.884,0.0508,2.779,-1.841,2.082,31,1.416,,0.984,16.691833,17.353214,15.785248,1.567967,,42.932287629,40.70478918842,61.38106807217,0.913575,0.3921602716133118,1,1.567966000000002,4.203895392974451e-45,0.8574523329734802,0.21686111390590668,0.7371363639831543,0.8399999737739563,0.8574523329734802,0.7068108916282654,0.8574523329734802,0.24249352514743805
40.65810192663,61.3805057146,465627029589816448,0.8311,0.0789,2.899,-1.758,2.305,31,1.352,,0.983,17.24219,18.200571,16.285322,1.915249,,42.94097752916,40.65811824318,61.38049547227,0.8643829999999999,0.39277813738419176,1,1.9152489999999993,4.203895392974451e-45,0.8570365905761719,0.23318171501159668,0.76948082447052,0.8399999737739563,0.8570365905761719,0.8570365905761719,0.8570365905761719,0.13656455278396606
40.70020857528,61.41034906235,465627201388487296,0.9085,0.0334,2.724,-1.697,2.131,31,1.434,,0.956,15.877435,16.512743,15.100082,1.412661,,42.95986008714,40.7002243318,61.41033959004,0.941697,0.3432477246762838,1,1.412661,4.203895392974451e-45,0.8888569474220276,0.33783891797065735,0.40938225388526917,0.8799999952316284,0.3620050549507141,0.06954067945480347,0.7443405389785767,0.7456180453300476
40.84086802603,61.41740280552,465627407546903040,0.9026,0.0134,3.699,-1.952,3.141,31,1.403,,1.028,13.620323,14.362977,12.776562,1.586415,-17.32,42.93858928034,40.84088616267,61.41738884418,0.937383,0.35569983108579933,1,1.5864150000000006,0.0,0.8811544179916382,0.33340418338775635,0.7285875082015991,0.8799999952316284,0.8811544179916382,0.8811544179916382,0.8811544179916382,0.17314434051513672
40.92691776938,61.40969043444,465627888583237760,0.9135,0.03,2.102,-1.449,1.523,31,1.459,,0.983,15.555272,16.118668,14.827047,1.29162,,42.91464698138,40.92693122629,61.40968366392,0.946453,0.39711590895532906,1,1.2916209999999992,0.0,0.8541050553321838,0.2968269884586334,0.7340811491012573,0.8399999737739563,0.8541050553321838,0.8541050553321838,0.8541050553321838,0.14052735269069672
