RA_ICRS,DE_ICRS,Source,Plx,pmRA,pmDE,Solved,nueff,pscol,RUWE,Gmag,BPmag,RPmag,BP-RP,RV,ELAT,RAJ2000,DEJ2000,Plx_corr,aux,pert_class,BPmag-RPmag,min,max,std,avg,mode,median,Q1,Q3,excl
225.84840362103,-54.49476640166,5887644665248727040,1.2678,-7.378,-5.617,95,,1.5337,1.145,14.32352,14.684939,13.783215,0.901725,-27.23,-35.53014053116,225.8484600786,-54.4947414359,1.307265,0.29092303835838773,1,0.9017239999999997,0.00053883291548118,0.9188464879989624,0.21386338770389557,0.7004746794700623,0.8999999761581421,0.7472588419914246,0.6127594113349915,0.8746447563171387,0.22359396517276764
225.78961844152,-54.49014571022,5887644802678111616,1.2263,-7.36,-5.264,31,1.51,,0.993,14.942392,15.364985,14.344611,1.020374,,-35.5374274543,225.78967475986,-54.4901223144,1.267468,0.32715905674635776,1,1.0203740000000003,3.58667821274139e-05,0.8984959721565247,0.1912555694580078,0.7716461420059204,0.8799999952316284,0.8532438278198242,0.7307085990905762,0.8984959721565247,0.08824874460697174
225.82484280666,-54.47176743861,5887644935768013056,1.1996,-7.419,-5.56,31,1.624,,0.814,11.551884,11.742021,11.226346,0.515675,-55.99,-35.51317651508,225.8248995503,-54.47174272929,1.242239,0.2813795894871747,1,0.5156749999999999,3.6880028346786276e-05,0.9238787293434143,0.1398267149925232,0.8582014441490173,0.9200000166893005,0.9238787293434143,0.8576242923736572,0.9238787293434143,0.08946806937456131
225.96932384188,-54.46597508915,5887645318074512000,1.1825,-7.64,-5.657,31,1.594,,0.926,12.810417,13.062513,12.407184,0.65533,,-35.47917931172,225.96938226728,-54.46594994677,1.210187,0.1844950564915669,1,0.6553289999999983,3.858278432744555e-05,0.9665343761444092,0.2827609181404114,0.6641912460327148,0.9599999785423279,0.7295041084289551,0.5132049322128296,0.9178555011749268,0.27572017908096313
225.92775578022,-54.49490154171,5887645386793826176,1.1891,-7.596,-5.596,31,1.607,,0.958,11.608809,11.830917,11.237793,0.593124,-16.86,-35.514589629,225.92781391087,-54.49487666864,1.230716,0.24582655723888386,1,0.5931239999999995,0.07482545077800751,0.9413589835166931,0.1303703933954239,0.8606166839599609,0.9399999976158142,0.9262264370918274,0.8307088017463684,0.9413589835166931,0.04923029989004135
225.918365472,-54.47026450326,5887645455513328640,1.2267,-7.701,-5.563,31,1.625,,0.941,10.587427,10.775249,10.258233,0.517016,-25.45,-35.49327367566,225.91842436617,-54.47023977773,1.248413,0.21619902792766332,1,0.5170159999999999,3.809574627666734e-05,0.9543335437774658,0.07719630002975464,0.9442905187606812,0.9399999976158142,0.9543335437774658,0.9543335437774658,0.9543335437774658,0.009907026775181293
225.99529380474,-54.48099337216,5887645627311994368,1.202,-7.453,-5.16,31,1.552,,0.931,13.629359,13.968497,13.121331,0.847166,-29.63,-35.48818336748,225.99535082201,-54.48097043684,1.242804,0.1991219229078017,1,0.8471659999999996,2.440537667514217e-18,0.9611262083053589,0.3561722934246063,0.5783014893531799,0.9599999785423279,0.6409549117088318,0.3119049370288849,0.9611262083053589,0.37463802099227905
225.98918803033,-54.42086914478,5887646035279631232,1.1899,-7.439,-5.444,31,1.612,,0.949,12.321407,12.535803,11.963476,0.572327,-22.57,-35.43283006918,225.98924485624,-54.42084494893,1.220868,0.10936372958349164,1,0.5723269999999996,0.2589065432548523,0.9881108403205872,0.08952886611223221,0.9163470268249512,0.9800000190734863,0.9446160793304443,0.8866075873374939,0.9881108403205872,0.004420057870447636
225.91286653473,-54.44298028353,5887646314506813440,1.2504,-7.509,-5.637,31,1.632,,1.025,11.988584,12.167232,11.681578,0.485654,-26.99,-35.46869975973,225.91292392881,-54.44295522808,1.291805,0.18552039827746283,1,0.48565400000000025,0.42263442277908325,0.9661677479743958,0.06447724252939224,0.9324331879615784,0.9599999785423279,0.9661677479743958,0.9175073504447937,0.9661677479743958,0.004572473932057619
225.86357044588,-54.44822957937,5887646451945771008,1.2093,-7.481,-5.698,31,1.633,,1.038,10.938408,11.110334,10.634264,0.47607,-25.73,-35.48338208505,225.86362762994,-54.44820425409,1.236215,0.22768094996980223,1,0.47607,0.837877094745636,0.9494820833206177,0.005908371414989233,0.9488200545310974,0.9399999976158142,0.9494820833206177,0.9494820833206177,0.9494820833206177,0.0
225.84516590783,-54.44248585949,5887646451945778176,1.2248,-7.886,-5.46,31,1.468,,1.001,10.498005,11.03455,9.806001,1.228549,-30.5,-35.48162209228,225.84522617915,-54.44246159189,1.2501870000000002,0.23690190631525151,1,1.2285489999999992,3.774005745071918e-05,0.9454233050346375,0.30045169591903687,0.8292809128761292,0.9399999976158142,0.9454233050346375,0.9454233050346375,0.9454233050346375,0.13046792149543762
225.89463809162,-54.39946771339,5887647070421087360,1.1825,-7.536,-5.638,31,1.597,,0.962,12.690025,12.934572,12.296836,0.637736,-47.98,-35.43137981122,225.8946956273,-54.3994426549,1.210735,0.1616927551146098,1,0.6377359999999985,3.888856008416042e-05,0.9741942882537842,0.2176198661327362,0.7287192940711975,0.9599999785423279,0.7922707796096802,0.6496697068214417,0.886032223701477,0.11019661277532578
226.37602761687,-54.62037506044,5887648582252077184,1.228,-7.403,-5.418,31,1.582,,0.893,12.981647,13.25594,12.547691,0.708249,-40.17,-35.54463350378,226.37608444104,-54.62035098249,1.260383,0.5279482484290241,1,0.7082490000000004,3.020825533894822e-05,0.7567446827888489,0.13511547446250916,0.6697267293930054,0.7400000095367432,0.7234342098236084,0.6459780335426331,0.7567446827888489,0.2496570646762848
226.44393145026,-54.60223556879,5887649058936636800,1.235,-7.437,-5.111,31,1.565,,1.087,12.884644,13.193115,12.410718,0.782397,-21.95,-35.51430240179,226.44398851019,-54.6022128541,1.260204,0.5474982611989153,1,0.7823970000000013,1.881583189881003e-18,0.741000235080719,0.31497299671173096,0.4059808552265167,0.7400000095367432,0.39345207810401917,0.05889960750937462,0.741000235080719,0.5947264432907104
226.43964066284,-54.58351844418,5887649127656109952,1.2057,-7.496,-5.458,31,1.598,,0.946,12.719079,12.962318,12.327022,0.635297,,-35.49751530735,226.43969814981,-54.58349418732,1.233947,0.522574466812806,1,0.6352960000000003,0.0838368684053421,0.7610288262367249,0.09423480182886124,0.6824466586112976,0.7599999904632568,0.7093387842178345,0.6496350765228271,0.7505282759666443,0.2063709795475006
226.44379233972,-54.55877076161,5887649166367732992,1.2418,-7.571,-5.487,31,1.404,,1.021,16.883062,17.61291,16.041763,1.571146,,-35.47340180577,226.4438503705,-54.55874637279,1.272133,0.4980058029560451,1,1.5711469999999998,3.1150641007116064e-05,0.7803522944450378,0.1868908554315567,0.690604031085968,0.7799999713897705,0.7803522944450378,0.7051840424537659,0.7803522944450378,0.13565005362033844
226.41062588208,-54.57582179445,5887649338123097472,1.2103,-7.091,-5.389,31,1.425,,0.995,16.59441,17.258661,15.773478,1.485183,,-35.49593158202,226.41068025495,-54.57579784112,1.241333,0.493567641324264,1,1.4851829999999993,1.9902474254102566e-18,0.7837940454483032,0.35193899273872375,0.3801283836364746,0.7799999713897705,0.2543570399284363,0.0623011440038681,0.7837940454483032,0.5820758938789368
226.44075993874,-54.55557481825,5887649372483074560,1.1866,-7.497,-5.866,95,,1.5429,1.037,20.720009,20.111856,19.271988,0.839869,,-35.470984165,226.44081739249,-54.55554874734,1.215225,0.4923410718314243,1,0.8398679999999992,3.1325889722211286e-05,0.7847424149513245,0.10164709389209747,0.7713469862937927,0.7799999713897705,0.7847424149513245,0.7847424149513245,0.7847424149513245,0.017070569097995758
226.55336968355,-54.56827769301,5887649716123293696,1.1953,-7.432,-5.382,31,1.586,,0.925,12.800703,13.066923,12.38014,0.686783,-29.64,-35.46099546386,226.55342666217,-54.5682537712,1.222318,0.5919767980934274,1,0.6867829999999984,1.0658014026887486e-08,0.7043805122375488,0.16531099379062653,0.5997199416160583,0.699999988079071,0.6689049005508423,0.5728427767753601,0.7043805122375488,0.3537570536136627
226.49960120983,-54.59818449872,5887649750483236864,1.2123,-7.473,-5.443,31,1.602,,0.946,12.626079,12.860329,12.242238,0.618091,,-35.49963498769,226.4996585393,-54.59816030822,1.241175,0.581737360837573,1,0.6180909999999997,0.18679451942443848,0.712897002696991,0.06932764500379562,0.6499594449996948,0.699999988079071,0.6714261174201965,0.6291009187698364,0.6981332302093506,0.343240350484848
226.48956289413,-54.57962474449,5887649819202743040,1.1504,-7.515,-5.509,31,1.435,,0.998,16.322412,16.955765,15.564117,1.391648,,-35.48411273577,226.48962051924,-54.57960026049,1.182181,0.5542270639886709,1,1.391648,2.9361284759943374e-05,0.7355272769927979,0.1749580204486847,0.5905926823616028,0.7200000286102295,0.6490711569786072,0.49050772190093994,0.7355272769927979,0.33775338530540466
226.52536890697,-54.57007249986,5887649887921988480,1.197,-7.635,-5.718,31,1.544,,0.939,14.017259,14.369702,13.49343,0.876272,,-35.4681391163,226.52542743845,-54.57004708491,1.237963,0.5716588116432806,1,0.8762720000000002,2.8790655051125214e-05,0.7212324738502502,0.2143404632806778,0.5385755896568298,0.7200000286102295,0.6156638264656067,0.40617093443870544,0.7212324738502502,0.5802469253540039
226.56202297118,-54.55045247741,5887650300238855424,1.1587,-7.167,-5.578,31,1.448,,1.071,16.142748,16.73154,15.409759,1.321782,,-35.44252032189,226.56207789375,-54.55042768522,1.191011,0.5827710396335991,1,1.3217809999999997,1.8080445586783543e-18,0.7120393514633179,0.24859251081943512,0.23201213777065277,0.0,0.14082904160022736,0.007897165603935719,0.37807461619377136,0.8513945937156677
226.55196920752,-54.52787204935,5887650368958345472,1.1683,-7.664,-5.548,31,1.595,,0.998,12.741841,12.989461,12.342326,0.647135,-24.21,-35.42320824019,226.55202790328,-54.52784739102,1.1962339999999998,0.5554097203938296,1,0.6471350000000005,7.563816666333878e-07,0.7345626950263977,0.20886968076229095,0.4407264292240143,0.7200000286102295,0.47613707184791565,0.273184597492218,0.6041920185089111,0.8215211033821106
226.28931620243,-54.62065674221,5887651674628516352,1.1661,-7.371,-5.498,31,1.539,,0.953,14.214802,14.576128,13.675479,0.900649,-37.28,-35.56184722528,226.28937278052,-54.62063230567,1.207114,0.48306924242162985,1,0.9006490000000014,0.00046437192941084504,0.7918717265129089,0.18320924043655396,0.6445032954216003,0.7799999713897705,0.7155938148498535,0.5829201936721802,0.7768540978431702,0.36671239137649536
226.30928090586,-54.59538105929,5887651777707768960,1.199,-7.344,-5.864,31,1.578,,0.919,13.154339,13.434456,12.707038,0.727418,-24.17,-35.53415142379,226.30933724827,-54.59535499878,1.239837,0.4568370828916401,1,0.7274180000000001,0.0645144134759903,0.811638593673706,0.07272704690694809,0.7901830077171326,0.800000011920929,0.811638593673706,0.811638593673706,0.811638593673706,0.033988721668720245
226.34362914504,-54.57977805132,5887651846427273344,1.1622,-7.712,-5.446,31,1.625,,0.998,12.0956,12.288065,11.770944,0.517121,-19.29,-35.51274652278,226.34368828784,-54.57975384541,1.198955,0.4552640024549106,1,0.5171209999999995,0.0027267634868621826,0.8128039836883545,0.2223266065120697,0.529526948928833,0.6600000262260437,0.6134741306304932,0.3720235228538513,0.7172645330429077,0.6102728247642517
226.27308808795,-54.60063160642,5887651949506445056,1.1665,-7.263,-5.626,31,1.44,,1.063,16.270481,16.881784,15.516659,1.365126,,-35.54617571335,226.27314381171,-54.60060660286,1.198426,0.44627451428870507,1,1.365124999999999,3.271009336458519e-05,0.8194180130958557,0.23737694323062897,0.4893280863761902,0.800000011920929,0.4969121813774109,0.26591774821281433,0.6994777321815491,0.4403292238712311
226.28673118905,-54.5475214975,5887652190024695552,1.2409,-7.536,-5.552,31,1.547,,1.014,14.035147,14.380237,13.516917,0.863319,-30.4,-35.49351582411,226.28678893177,-54.54749682114,1.2819079999999998,0.37906466447437953,1,0.8633199999999999,0.06884783506393433,0.8661562204360962,0.17590709030628204,0.6753219366073608,0.8600000143051147,0.7234272956848145,0.5776214003562927,0.8157699108123779,0.2206980586051941
226.26176957879,-54.5551834452,5887652808499971200,1.1948,-7.499,-5.538,31,1.489,,0.967,15.324017,15.799833,14.67723,1.122603,,-35.50561682389,226.26182704833,-54.55515883317,1.236004,0.3756460577453498,1,1.1226029999999998,1.0999257060717582e-10,0.8683938384056091,0.2355615198612213,0.5905689001083374,0.8600000143051147,0.6554312705993652,0.46109482645988464,0.7663201689720154,0.32891327142715454
226.45358479783,-54.48188704855,5887654045450382336,1.1918,-7.656,-5.526,31,1.604,,0.935,12.606625,12.839488,12.230655,0.608833,,-35.3990865262,226.45364336951,-54.48186248905,1.22095,0.4355301811979547,1,0.6088329999999988,0.002775120548903942,0.8272184133529663,0.21011199057102203,0.5139796137809753,0.25999999046325684,0.551654577255249,0.36185330152511597,0.6852102875709534,0.6742874383926392
226.38969193958,-54.49445493076,5887654144182538880,1.2308,-7.424,-5.308,31,1.497,,1.036,15.164242,15.596619,14.468598,1.12802,,-35.42340833377,226.38974875079,-54.49443134102,1.271995,0.3919871381980058,1,1.1280210000000004,2.1775796391206e-18,0.8575687408447266,0.18879619240760803,0.6381115317344666,0.8399999737739563,0.6828029751777649,0.5718945860862732,0.7749625444412231,0.3106233775615692
226.47646706847,-54.46483226527,5887654457767248000,1.2025,-7.42,-5.323,31,1.571,,0.988,13.240789,13.537585,12.777558,0.760027,-26.08,-35.3785550729,226.47652380543,-54.46480860886,1.243329,0.4442969132307764,1,0.7600269999999991,3.276775169069879e-05,0.8208624124526978,0.15992598235607147,0.7225111126899719,0.8199999928474426,0.8208624124526978,0.667572557926178,0.8208624124526978,0.2153635174036026
226.45331480825,-54.4410179256,5887654732645163648,1.2121,-7.454,-5.387,31,1.611,,0.941,10.872721,11.085991,10.50719,0.578801,-28.74,-35.36064789147,226.4533717784,-54.44099398317,1.236569,0.409831242513329,1,0.5788010000000003,0.4488784074783325,0.845386266708374,0.0317513570189476,0.8377354741096497,0.8399999737739563,0.845386266708374,0.845386266708374,0.845386266708374,0.014479500241577625
226.37971238972,-54.43895104777,5887655110607608576,1.2295,-7.412,-5.55,95,,1.4677,0.836,10.633422,11.175212,9.939117,1.236095,-29.89,-35.373095896,226.37976903335,-54.43892637931,1.256169,0.34129066060651186,1,1.2360950000000006,3.5529570595826954e-05,0.8900485038757324,0.2753780484199524,0.7440766096115112,0.8799999952316284,0.8900485038757324,0.759769856929779,0.8900485038757324,0.16780978441238403
