Cluster,GaiaDR3,RA_ICRS,DE_ICRS,Plx,pmRA,pmDE,Gmag,BPmag,RPmag,Pmemb
NGC_5822,5881328138390317952,226.64036088115,-55.86922990074,0.8697,-7.019,-5.491,19.30662,20.578608,18.136625,0.15
NGC_5822,5881392391099637760,225.93862167138,-55.57720559553,0.8914,-7.756,-5.547,19.604002,20.686192,18.374943,0.27
NGC_5822,5881484513910443520,224.57959814054,-55.72072723773,0.8238,-7.852,-5.52,18.243176,19.33185,17.25358,0.07
NGC_5822,5881327107603313920,226.80670400596,-55.80981552037,1.2267,-8.031,-5.694,19.018826,20.657152,17.746325,0.08
NGC_5822,5881327077542064000,226.79842112372,-55.82584171114,1.1464,-7.632,-4.716,20.432484,21.47794,19.201128,0.08
NGC_5822,5881329207873760000,226.55941732573,-55.82989243657,1.0701,-7.981,-5.641,13.949489,14.313369,13.416742,0.61
NGC_5822,5881333640250714496,226.21016598133,-55.92856417077,1.4969,-7.081,-5.619,20.246965,21.825613,18.920998,0.05
NGC_5822,5887629954932285440,225.68437297682,-54.88268483274,0.8867,-8.334,-5.656,18.371098,19.435179,17.207745,0.09
NGC_5822,5887585600833409280,227.79333966338,-53.97541560603,1.2441,-6.577,-6.017,19.801395,20.46156,18.626902,0.05
NGC_5822,5887585016716660992,227.72949648454,-54.03426865935,1.5142,-7.984,-5.355,19.16342,20.136223,18.12924,0.05
NGC_5822,5887628962837843968,226.08510251588,-54.61725806404,1.1698,-7.334,-5.706,15.078675,15.526465,14.459818,1.0
NGC_5822,5887666964675351168,226.17648189935,-54.36681246384,0.9228,-6.45,-4.275,20.561111,21.228558,19.248611,0.05
NGC_5822,5887666891640813824,226.1466578326,-54.38299589813,1.1953,-7.649,-5.296,12.106249,12.301124,11.775853,1.0
NGC_5822,5887628790989020544,226.14518302099,-54.62816300112,1.6421,-6.748,-6.096,19.407104,20.320856,18.338982,0.05
NGC_5822,5887628790989019008,226.14808622936,-54.62829072346,0.7668,-8.122,-4.834,18.746984,19.60337,17.700052,0.08
NGC_5822,5887666861595904000,226.12350532909,-54.39215054611,0.9881,-8.121,-4.582,20.322832,20.961634,19.0868,0.05
NGC_5822,5887628756679396736,226.16896500259,-54.62488534805,1.116,-7.645,-5.178,16.808088,17.512194,15.8047495,0.95
NGC_5822,5887667033432920192,226.16420809041,-54.3511637218,1.2312,-7.641,-5.172,10.087437,10.629335,9.392119,1.0
NGC_5822,5887666827274447616,226.16354568421,-54.39112954192,1.2526,-7.285,-5.564,15.549431,16.055859,14.89121,1.0
NGC_5822,5887666724195241600,226.18310992439,-54.38402674747,1.001,-7.321,-5.542,17.808983,18.778229,16.84533,0.78
NGC_5822,5887666621077741440,226.17189031673,-54.39748587939,1.5302,-7.039,-5.775,18.545225,19.546305,17.346169,0.22
NGC_5822,5887666586717961344,226.15862846972,-54.40262209447,0.9978,-7.093,-4.957,20.013454,20.68032,18.887476,0.1
NGC_5822,5887584570059850624,227.85147871376,-54.0196389326,1.2043,-7.044,-5.586,13.851373,14.18162,13.354886,1.0
NGC_5822,5887666518036755072,226.17478066774,-54.43283418921,1.1113,-7.741,-5.542,17.936255,18.964285,16.95792,0.87
NGC_5822,5887628344362530816,226.22729469091,-54.62017898283,1.2155,-7.434,-5.844,12.988985,13.261795,12.55434,1.0
NGC_5822,5887666444964220416,226.10844210867,-54.41039449837,1.191,-7.312,-5.1,11.23602,11.39902,10.943041,1.0
NGC_5822,5887666414919237888,226.1290731675,-54.40377309295,1.2374,-7.944,-5.992,19.749704,20.892773,18.595797,0.2
NGC_5822,5887628722319651840,226.14294658173,-54.63934722842,1.155,-7.328,-5.542,15.1771,15.7335,14.473324,1.0
NGC_5822,5887667720627709696,226.34783252562,-54.35970967076,1.2492,-7.477,-6.039,10.490773,11.0391035,9.791055,1.0
NGC_5822,5887667102152345088,226.31159778219,-54.41929080264,1.1438,-7.575,-4.735,11.586647,11.763644,11.281725,0.94
NGC_5822,5887495853163897984,227.58652342963,-54.67204139709,0.7566,-7.667,-5.484,19.897816,20.785967,18.781704,0.07
NGC_5822,5887629821831514368,225.74012908241,-54.88806331239,1.0756,-7.525,-5.186,19.186289,20.544338,18.09937,0.5
NGC_5822,5887667617510458496,226.34520679976,-54.38036618176,0.7782,-7.281,-5.635,19.520433,20.317572,18.506866,0.12
NGC_5822,5887667548791003776,226.2658648562,-54.36618783497,1.6122,-7.302,-5.873,19.81993,20.87499,18.771214,0.05
NGC_5822,5887667544475841152,226.2750283316,-54.3628498286,1.221,-7.554,-5.797,12.126054,12.345231,11.762546,1.0
NGC_5822,5887496437278948992,227.61548012527,-54.63452419287,1.4415,-8.029,-4.751,19.856384,20.780039,18.603085,0.08
NGC_5822,5887629615672893696,226.16218973048,-54.54993873085,1.1981,-7.381,-5.457,13.7897,14.114718,13.2974825,1.0
NGC_5822,5887667480071444480,226.29520618312,-54.38041942451,0.7181,-7.165,-3.708,20.116728,20.548313,18.916143,0.05
NGC_5822,5887667445749768960,226.25857445876,-54.37586907024,1.1197,-7.285,-5.351,13.786218,14.109474,13.264391,1.0
NGC_5822,5887585119795888768,227.7217077321,-54.0117326371,1.6201,-6.639,-6.039,19.82277,20.60428,18.64743,0.08
NGC_5822,5887667411390013440,226.25527793878,-54.38965969392,1.1242,-7.09,-5.49,17.004822,17.930548,16.0415,1.0
NGC_5822,5887629443874193024,226.15200769626,-54.58072476946,1.308,-7.337,-5.687,14.679166,15.090905,14.077185,1.0
NGC_5822,5887667372682732800,226.28231918882,-54.3884004145,1.2418,-7.543,-5.247,16.902735,17.67075,16.03918,1.0
NGC_5822,5887496261190344960,227.70657371479,-54.63116032445,1.2473,-7.604,-4.967,18.605278,19.575577,17.535727,0.34
NGC_5822,5887629409464399488,226.15935721368,-54.59557026486,1.1992,-7.507,-5.155,18.061739,19.103996,17.080404,0.86
NGC_5822,5887629375154718592,226.20911230885,-54.56285519936,1.2205,-7.537,-5.746,15.631294,16.2675,14.843287,1.0
NGC_5822,5887667273912951296,226.30750540132,-54.39046349315,1.4373,-8.617,-5.53,19.347456,19.965927,18.172745,0.05
NGC_5822,5887629134636521344,226.17723757381,-54.61892564338,1.4148,-6.913,-6.0,17.34018,18.29316,16.301044,0.14
NGC_5822,5887629100276804352,226.12710146023,-54.59692618743,1.2358,-7.54,-5.505,10.1554,10.704042,9.452718,1.0
NGC_5822,5887667411390011008,226.23654829874,-54.38910661075,1.2229,-7.275,-5.513,12.229271,12.485293,11.818567,1.0
NGC_5822,5887358959665387392,226.91302028267,-55.3542901554,1.4917,-6.853,-5.051,19.860367,20.98307,18.623142,0.08
NGC_5822,5881528013320620288,224.19509843194,-55.71213919189,0.8041,-7.613,-5.302,19.873587,20.758667,18.736126,0.06
NGC_5822,5887412943130750848,226.85244938684,-55.09091016363,1.433,-6.94,-5.98,20.202686,21.749516,19.08935,0.05
NGC_5822,5887412320340493952,226.74368905088,-55.15407795619,0.9109,-7.114,-5.674,18.290363,19.025629,17.254665,0.25
NGC_5822,5887353569481134976,226.63283566,-55.47894247828,0.8086,-7.138,-5.078,19.596325,21.16696,18.463453,0.06
NGC_5822,5887353088446501248,226.56251919574,-55.51007263631,1.1989,-6.689,-5.674,20.214638,21.40585,19.066122,0.06
NGC_5822,5887352847926520064,226.60564166719,-55.52577916216,1.2816,-7.993,-5.031,19.626707,20.901138,18.430416,0.09
NGC_5822,5887352710529058944,226.57603323881,-55.54272255194,1.2384,-6.672,-5.658,13.69875,14.015154,13.214322,0.05
NGC_5822,5887352435651641856,226.77335295485,-55.43583558805,0.7798,-7.839,-5.154,19.116108,20.24285,17.878588,0.09
NGC_5822,5887413458550555904,226.70107474601,-55.09658096888,0.7546,-7.64,-5.391,18.325377,19.386848,17.34346,0.1
NGC_5822,5881350923202963968,225.49879626467,-56.15476222615,1.3423,-7.699,-5.783,19.585234,20.90991,18.381899,0.09
NGC_5822,5881537187374189696,224.47715392157,-55.46784450812,1.1744,-7.551,-5.974,19.328428,20.176018,18.06355,0.17
NGC_5822,5881349686252179840,225.48682158318,-56.19635118214,1.37,-6.85,-5.436,19.287664,20.231714,18.036264,0.05
NGC_5822,5881536014807162368,224.24398446081,-55.51797439028,0.8851,-6.945,-5.761,18.500126,19.779005,17.440866,0.08
NGC_5822,5881535705577079424,224.25903050646,-55.56364382011,0.8036,-7.427,-5.214,19.068096,20.380388,17.882023,0.07
NGC_5822,5881348655455101312,226.38020161655,-55.56035606027,1.0956,-7.452,-5.112,19.8362,21.007122,18.675604,0.14
NGC_5822,5887413630325435648,226.79789998343,-55.09298389972,0.8884,-7.395,-5.503,19.34671,20.490076,18.326473,0.13
NGC_5822,5887355832929111936,226.7272908203,-55.37488624763,0.736,-7.144,-5.483,18.09985,18.951141,17.227768,0.05
NGC_5822,5887416172969901312,226.51323268693,-55.06294644888,1.0724,-7.715,-5.687,20.086735,20.921698,18.718912,0.05
NGC_5822,5887358478628937984,226.83902127327,-55.37705082399,0.8187,-7.149,-5.507,18.276936,19.143122,17.30767,0.12
NGC_5822,5887416104250416896,226.53674489893,-55.07069740921,1.0809,-7.006,-6.374,19.871069,21.080505,18.746712,0.06
NGC_5822,5887415996833418880,226.59269322915,-55.05415153451,0.7239,-7.622,-5.202,17.944468,18.72952,16.950914,0.1
NGC_5822,5887415726269174144,226.51172152285,-55.09027287401,1.4469,-7.286,-6.099,20.089485,21.20247,18.955206,0.05
NGC_5822,5887415623218044288,226.44073163395,-55.10786268262,0.7241,-7.853,-5.235,20.191523,20.914995,18.929115,0.05
NGC_5822,5887415588829214336,226.48983652827,-55.10800531916,0.8538,-7.969,-4.884,19.257696,20.407803,18.269379,0.07
NGC_5822,5887415584519055104,226.49242725732,-55.10513906723,0.7389,-6.936,-4.625,19.233267,20.685549,18.20015,0.06
NGC_5822,5887355596747597056,226.78317352957,-55.38191857111,1.1811,-6.989,-4.424,20.246202,20.966696,18.98687,0.05
NGC_5822,5887415103483301504,226.58875782,-55.09862027829,0.758,-7.12,-4.779,19.282774,20.696333,18.191607,0.09
NGC_5822,5887356696219669120,226.7063650557,-55.33349649632,1.0451,-7.426,-4.449,19.563147,21.093254,18.383003,0.1
NGC_5822,5887356318260480512,226.63521882727,-55.38460296152,0.8722,-7.574,-5.52,19.528994,20.979826,18.486286,0.09
NGC_5822,5887356279605714560,226.60401454097,-55.37712481689,1.0334,-7.162,-4.857,19.414736,20.829659,18.287186,0.12
NGC_5822,5887356249541014144,226.59108924586,-55.38993234554,1.0564,-7.061,-4.921,19.972061,21.103827,18.791567,0.05
NGC_5822,5887414077025961216,226.80299774505,-55.03168555694,1.3391,-7.34,-5.019,16.043858,16.632187,15.318565,0.93
NGC_5822,5887414042642708096,226.79482425301,-55.0446247544,0.934,-6.801,-5.018,19.571568,20.929298,18.420225,0.14
NGC_5822,5887355905943512832,226.61999177491,-55.43198305688,1.4042,-7.606,-5.271,19.953323,21.65438,18.649294,0.07
NGC_5822,5887414729861046528,226.6095651909,-55.13870817076,0.9367,-6.883,-5.082,19.785551,20.685062,18.533098,0.05
NGC_5822,5881396724748288768,226.3163813523,-55.48291991898,1.1314,-7.746,-5.395,19.88902,21.444405,18.796274,0.13
NGC_5822,5881348445001454848,226.36817172395,-55.59110348152,0.9064,-7.529,-5.201,19.139591,21.058071,17.82235,0.08
NGC_5822,5881347727778099072,226.51290929295,-55.59511462286,0.7661,-7.442,-4.826,18.71841,20.884768,17.46684,0.05
NGC_5822,5881341371189722112,226.46952678004,-55.78169857178,1.3401,-7.742,-5.429,19.67869,21.186766,18.514513,0.23
NGC_5822,5881341160736551680,226.55042942949,-55.79651726161,0.7633,-7.544,-5.826,19.990398,21.666342,18.708702,0.11
NGC_5822,5881400676133370880,226.23781873833,-55.41604330836,0.6901,-7.529,-5.446,19.00499,20.073133,17.829266,0.18
NGC_5822,5881340306069481472,226.17863966029,-55.71491911465,1.1729,-7.516,-6.084,17.478437,18.38273,16.561771,0.51
NGC_5822,5881400092003047040,226.23600438718,-55.42883573805,1.1338,-8.064,-4.777,19.444048,20.608204,18.280983,0.05
NGC_5822,5881400057643284096,226.22208192575,-55.43753947344,0.7821,-6.901,-5.096,19.23994,20.75933,18.055902,0.1
NGC_5822,5881399817139943040,226.08290098661,-55.41560721252,0.7384,-6.983,-5.397,19.503635,20.781527,18.39298,0.11
NGC_5822,5881339481406660352,226.15373117606,-55.79184374066,1.3958,-7.459,-5.727,20.323639,21.723484,19.021309,0.08
NGC_5822,5881342676891271680,226.58746327189,-55.76789196034,1.2592,-7.788,-6.002,14.925597,15.348055,14.300038,0.66
NGC_5822,5881399641004982656,226.05447997718,-55.44351444375,1.5221,-7.514,-5.173,18.902857,19.69361,17.622606,0.11
NGC_5822,5881399026865881728,226.0033051918,-55.50282998283,0.8813,-7.038,-6.448,19.7027,20.672615,18.508055,0.05
NGC_5822,5887668575267987840,226.2260605359,-54.32357260466,1.2022,-7.5,-5.48,11.927087,12.107772,11.613171,1.0
NGC_5822,5881529589534633472,223.91369699801,-55.76285809533,0.8688,-7.17,-5.539,18.373823,19.270025,17.230064,0.14
NGC_5822,5881398099152893312,226.10867351062,-55.51983045387,0.7569,-7.42,-5.917,19.286182,20.594904,18.306192,0.05
NGC_5822,5881528941033967232,224.10564539364,-55.66748463361,0.859,-7.387,-5.021,19.751469,20.969305,18.647043,0.09
NGC_5822,5881336732627346304,226.16338496127,-55.87514317538,1.0688,-7.354,-4.998,20.284502,21.917065,19.102219,0.08
NGC_5822,5881335869336451200,226.2879018098,-55.82338202612,0.9303,-6.796,-4.512,20.45123,21.734627,19.203835,0.05
NGC_5822,5881335800616984704,226.32172524102,-55.84220664701,1.1804,-7.748,-5.095,20.215132,21.364378,18.88688,0.08
NGC_5822,5881399129930336512,226.00168168686,-55.4856761165,1.366,-7.489,-4.804,19.104395,20.083233,18.119192,0.09
NGC_5822,5881535052734350720,224.33243321943,-55.54800689474,0.8965,-7.1,-5.951,19.21613,20.2142,18.16589,0.07
NGC_5822,5881532377022520320,224.09869722255,-55.61718779479,1.0704,-7.296,-4.933,16.038607,16.677532,15.258147,0.2
NGC_5822,5881534885271327872,224.29124548327,-55.58272136089,1.5788,-7.788,-5.026,20.108076,20.925692,18.964674,0.05
NGC_5822,5881347212345743872,226.48152470987,-55.65236338688,0.9995,-7.379,-4.8,19.833313,21.16809,18.59232,0.09
NGC_5822,5881403046942742784,225.79787922114,-55.56481665608,0.9552,-7.029,-5.325,19.47786,20.647388,18.378946,0.12
NGC_5822,5881346800031288064,226.29622713195,-55.64870866115,0.8799,-7.354,-5.872,20.442528,21.439035,19.096643,0.05
NGC_5822,5881346353353341056,226.25655276122,-55.67043499504,1.3707,-7.907,-4.856,20.233728,21.694756,18.945074,0.06
NGC_5822,5881346318992636160,226.22932534547,-55.68022215377,0.8379,-7.609,-5.448,19.989634,21.220346,18.830769,0.14
NGC_5822,5881401157155149952,226.15203828662,-55.39910918215,1.1852,-7.32,-4.816,19.850855,20.834244,18.69164,0.06
NGC_5822,5881402359747809536,225.71440184822,-55.62486011332,0.6878,-6.987,-5.085,20.088173,17.860498,18.848915,0.05
NGC_5822,5881344837218927616,226.57368852801,-55.59229369607,1.0813,-7.283,-5.183,18.730547,19.6368,17.711391,0.42
NGC_5822,5881401878709782912,226.17818804412,-55.32850938512,0.6911,-6.689,-5.555,19.324081,20.403564,18.21336,0.06
NGC_5822,5881344527991161984,226.59573438504,-55.62985594768,0.7383,-6.742,-5.0,19.840256,21.576065,18.645006,0.06
NGC_5822,5881401672551302272,226.24938791623,-55.35043103027,1.3675,-8.012,-5.959,20.010729,21.28345,18.816425,0.07
NGC_5822,5881401603831836416,226.20501282793,-55.35188123623,1.262,-7.641,-5.098,20.006266,21.063488,18.727995,0.11
NGC_5822,5881401397673370368,226.16556781751,-55.37904845722,1.0731,-7.507,-5.191,19.833525,20.890732,18.803057,0.07
NGC_5822,5881343084872970112,226.58385402889,-55.71053580417,0.8014,-7.559,-5.468,19.328686,20.941017,18.162832,0.16
NGC_5822,5881402286711205504,225.75188409489,-55.61690532689,1.3782,-6.823,-5.583,19.721952,20.975943,18.407127,0.12
NGC_5822,5886612803590596608,227.77598196706,-55.49057359864,0.8996,-6.822,-5.064,18.95852,20.427813,17.803274,0.07
NGC_5822,5887479291814386688,227.81745374362,-54.80949582004,1.0511,-7.71,-5.301,19.06908,19.9845,17.859896,0.44
NGC_5822,5887655449847943168,226.34483518499,-54.41252051286,1.1745,-7.48,-5.292,13.864009,14.203674,13.351629,1.0
NGC_5822,5887655454157777664,226.33574171047,-54.41535499088,1.2813,-7.625,-6.229,19.565187,21.174698,18.499533,0.13
NGC_5822,5887655484207679872,226.35164176855,-54.39618234565,1.1963,-7.223,-5.455,11.950623,12.161377,11.595493,1.0
NGC_5822,5887524607965098496,228.04118742841,-54.46339543486,0.8346,-7.675,-5.255,19.509943,20.824526,18.36294,0.23
NGC_5822,5887655522877243776,226.39813613072,-54.42599293014,1.0225,-7.135,-4.751,19.588049,19.897753,18.259958,0.05
NGC_5822,5887572853366490240,227.17494710027,-54.1981331951,1.2072,-7.548,-4.958,19.366034,20.389143,18.39197,0.09
NGC_5822,5887655587286896896,226.38346225422,-54.41296523488,1.254,-7.054,-5.768,10.739305,10.913301,10.430969,1.0
NGC_5822,5887655385480511232,226.35236761721,-54.43515173076,1.1948,-7.241,-5.454,13.48891,13.798348,13.009015,1.0
NGC_5822,5887655587286898304,226.39008975586,-54.42079184167,1.2066,-7.532,-5.562,12.224735,12.451591,11.849511,1.0
NGC_5822,5887479802864553600,227.8538305946,-54.77303779535,1.0521,-7.846,-4.863,18.835257,19.85892,17.828188,0.09
NGC_5822,5887655625956551936,226.39653164252,-54.40095446977,1.0213,-7.332,-5.633,18.448442,19.461725,17.359667,0.65
NGC_5822,5887479841581463296,227.88365580386,-54.7636711906,1.2019,-7.01,-4.861,19.475035,20.579237,18.375406,0.08
NGC_5822,5887655729033536000,226.43635344016,-54.38934962067,1.3588,-7.933,-5.206,19.18495,20.160093,17.861677,0.1
NGC_5822,5887655729033540096,226.41565855468,-54.39054074311,1.2169,-7.535,-5.623,10.955187,11.211633,10.534406,1.0
NGC_5822,5887479979009180160,227.80998356884,-54.76009911745,0.8949,-7.633,-5.064,19.36454,20.639019,18.348278,0.06
NGC_5822,5887615356381011200,226.12866289393,-54.87351124255,1.2261,-7.281,-5.832,14.267231,14.640059,13.72139,1.0
NGC_5822,5887655797797420032,226.37806042674,-54.40875016668,0.8392,-6.9,-5.262,20.272678,21.120663,19.114195,0.08
NGC_5822,5887524711049026176,228.12364831681,-54.46503298325,0.9621,-7.295,-5.038,19.272284,20.450396,18.28735,0.06
NGC_5822,5887480185118845312,228.10118484634,-54.88987596351,1.1371,-6.952,-4.588,19.88689,20.724203,18.65801,0.08
NGC_5822,5887655385438254848,226.34809188823,-54.42576419886,0.8317,-7.146,-5.425,19.082443,20.463722,17.970793,0.26
NGC_5822,5887524401808551040,228.03272054615,-54.492476215,0.7064,-7.586,-5.627,18.078524,18.96528,17.010319,0.05
NGC_5822,5887613535314605824,225.848365346,-55.01624236473,1.1959,-6.714,-5.808,16.131224,16.742065,15.39015,0.3
NGC_5822,5887523925079032192,228.45462891615,-54.20508615756,0.9293,-7.764,-5.028,20.052889,21.147985,18.926702,0.06
NGC_5822,5887571685134312704,227.35898840672,-54.15737834085,0.8745,-7.064,-4.809,19.775969,20.421097,18.707151,0.07
NGC_5822,5887571650774633472,227.42052507423,-54.13289968852,1.2899,-7.284,-5.736,19.710325,20.628633,18.52185,0.18
NGC_5822,5887613702764618496,225.89547560105,-54.98060504162,1.1435,-7.472,-5.415,16.239767,16.853136,15.500171,1.0
NGC_5822,5887654938759515392,226.46674397248,-54.40252007081,0.8443,-8.238,-5.765,19.52669,20.34994,18.447453,0.05
NGC_5822,5887478398410542976,227.86841291905,-54.84202252071,0.9987,-6.957,-5.909,19.688976,20.911644,18.602577,0.09
NGC_5822,5887524023854388736,228.50377798246,-54.17221761849,0.8881,-7.524,-6.274,19.380774,20.079792,18.152927,0.05
NGC_5822,5887572509795011840,227.21748257558,-54.23711435415,0.8939,-7.611,-5.212,19.941252,20.836891,18.802935,0.14
NGC_5822,5887613878858514688,225.98250941548,-54.97681058874,1.0765,-7.274,-4.735,19.356802,20.752817,18.20882,0.14
NGC_5822,5887571994394746624,227.46888984674,-54.12136084439,1.1663,-7.055,-5.884,16.560707,17.233683,15.769749,0.95
NGC_5822,5887655110602599168,226.38250316569,-54.44528271651,1.2547,-7.392,-5.625,17.687593,18.675406,16.753523,1.0
NGC_5822,5887655110607608576,226.37971238972,-54.43895104777,1.2295,-7.412,-5.55,10.633422,11.175212,9.939117,1.0
NGC_5822,5887572200531523840,227.47981813517,-54.08992456804,0.8222,-7.383,-5.099,18.715725,19.633167,17.84473,0.07
NGC_5822,5887655213681826048,226.3841695594,-54.4304246888,1.1962,-7.281,-5.341,13.305108,13.601212,12.839057,1.0
NGC_5822,5887572337969765632,227.41683871259,-54.07913902314,1.3706,-8.281,-4.84,19.612427,20.649181,18.529522,0.05
NGC_5822,5887655248041548288,226.32898332423,-54.44282436842,1.1816,-7.48,-5.749,14.272201,14.635618,13.734932,1.0
NGC_5822,5887479051245574784,227.80121411321,-54.85678286772,0.6942,-7.934,-5.363,19.352211,20.570951,18.11712,0.07
NGC_5822,5887613947579638528,225.95931242419,-54.96344100203,0.8794,-7.421,-4.517,20.226484,21.129951,18.962643,0.06
NGC_5822,5887613500901289984,225.87848922702,-55.02073566589,1.3239,-7.009,-5.939,20.047333,20.56957,18.7922,0.07
NGC_5822,5887655866474733056,226.35338189676,-54.38984826937,1.335,-7.53,-5.132,19.109545,20.59271,18.066784,0.42
NGC_5822,5887524921516051712,228.13644829359,-54.42990464517,1.132,-7.158,-5.447,20.506681,21.655252,19.299665,0.06
NGC_5822,5887656622436116736,226.69931717562,-54.46829977709,1.1964,-7.659,-6.009,20.178679,21.514341,19.113989,0.06
NGC_5822,5887481903106007040,228.08809944982,-54.79150683296,0.7898,-8.018,-5.383,19.262638,20.487446,18.127073,0.06
NGC_5822,5887574571353011072,227.21902949417,-54.08564227683,0.8189,-7.363,-6.222,19.247915,19.916737,18.141005,0.08
NGC_5822,5887574674432291712,227.21139602502,-54.07385014704,0.8924,-7.618,-5.702,19.267748,20.24366,18.226297,0.13
NGC_5822,5887574777533795712,227.30944831565,-54.12639109502,1.1054,-7.004,-5.325,17.195107,18.072567,16.2734,0.79
NGC_5822,5887617005595138304,225.8350054258,-54.92848500396,1.0409,-7.561,-6.001,19.87842,20.936373,18.740334,0.15
NGC_5822,5887616936928797312,225.84429011363,-54.94118217053,1.2218,-7.325,-5.629,16.454918,17.11,15.683209,1.0
NGC_5822,5887525849226615424,228.0414835692,-54.4138082525,0.8105,-7.606,-5.764,19.096706,20.237242,18.124321,0.06
NGC_5822,5887481800028179712,228.08259674729,-54.81337484118,1.1814,-6.629,-5.774,20.32189,21.196898,18.994923,0.05
NGC_5822,5887656897267761664,226.67593241865,-54.44138007908,0.996,-7.54,-6.192,18.640715,19.328773,17.476368,0.28
NGC_5822,5887657275271172480,226.58515826629,-54.44546607155,1.1722,-7.478,-5.415,11.989908,12.181726,11.671447,1.0
NGC_5822,5887657309584634112,226.61807188596,-54.45125812381,1.1932,-7.857,-4.915,19.391754,20.003172,18.278831,0.13
NGC_5822,5887657378346053120,226.59629420874,-54.42916644234,1.1844,-7.467,-5.63,13.880481,14.22923,13.362717,1.0
NGC_5822,5887657442714734848,226.55552348732,-54.4554547625,1.5568,-6.952,-6.07,18.98966,20.543566,17.823084,0.06
NGC_5822,5887680261897189888,226.40607401254,-54.13685340253,0.8876,-7.209,-5.741,19.32505,20.27404,18.349762,0.13
NGC_5822,5887657447023622272,226.55182289852,-54.45595477159,0.8791,-7.176,-4.924,19.698244,20.544224,18.573912,0.11
NGC_5822,5887575499066470656,227.42363049515,-54.04087327199,1.2448,-6.664,-6.304,19.79097,20.32489,18.559254,0.06
NGC_5822,5887575533425645440,227.36220518217,-54.06064290237,0.8024,-7.48,-6.079,19.572037,20.642317,18.34035,0.14
NGC_5822,5887482487270338560,228.24034989909,-54.78304879545,0.8884,-6.832,-5.869,19.25815,20.326473,18.143206,0.07
NGC_5822,5887615528126138496,226.03690222471,-54.93172714679,1.6534,-7.841,-5.173,19.271349,19.913027,18.097246,0.23
NGC_5822,5887656553716656128,226.62626309107,-54.45739779942,1.2118,-7.698,-5.726,11.95416,12.140287,11.634343,1.0
NGC_5822,5887525436909200512,228.00726575954,-54.43410798655,0.91,-7.126,-5.258,19.429903,20.376776,18.271523,0.2
NGC_5822,5887655935236028544,226.40536307669,-54.3832312037,1.1311,-7.595,-5.389,11.279979,11.443945,10.990816,1.0
NGC_5822,5887615626910150784,226.05321538083,-54.90267909924,1.0114,-7.644,-6.034,16.152624,16.77333,15.317818,0.51
NGC_5822,5887573437481235968,227.24056972115,-54.14183625321,0.695,-7.523,-6.101,19.150747,19.907598,18.071716,0.1
NGC_5822,5887656072675446400,226.6442606146,-54.51456218806,1.2319,-7.386,-5.668,12.646737,12.891263,12.249745,1.0
NGC_5822,5887656141353374592,226.62665144488,-54.50638718092,0.7321,-7.713,-5.254,20.103123,21.040716,19.01397,0.05
NGC_5822,5887480936736613632,228.17969572852,-54.81267665908,1.0206,-8.115,-5.566,17.996359,18.920729,17.04918,0.08
NGC_5822,5887656205766664832,226.67659044264,-54.50463467452,0.7197,-7.969,-5.331,19.388517,20.36973,18.315693,0.08
NGC_5822,5887616142306312192,226.09400176482,-54.86982887625,0.8176,-7.277,-4.868,19.471533,20.608912,18.475603,0.05
NGC_5822,5887574365194462080,227.23949667552,-54.10028783868,1.0624,-7.294,-5.617,19.855373,21.028416,18.57376,0.15
NGC_5822,5887656210114405504,226.68211918052,-54.49362050154,1.1154,-7.897,-5.857,17.448694,18.421495,16.44401,0.85
NGC_5822,5887573918517691904,227.13184765183,-54.14922187072,1.2991,-6.574,-4.868,19.806507,20.55566,18.552698,0.1
NGC_5822,5887656278794008832,226.66122037078,-54.48410920971,0.7096,-7.159,-6.156,19.16849,19.863459,17.98966,0.12
NGC_5822,5887656278833888128,226.65998696049,-54.48800910625,1.0939,-7.808,-5.78,17.375132,18.158062,16.470219,0.84
NGC_5822,5887616249743832192,226.05224381508,-54.8708199238,0.7792,-7.379,-6.091,19.618383,20.54466,18.465782,0.12
NGC_5822,5887574021619391872,227.16573435639,-54.13803320539,1.2256,-7.55,-5.449,12.512709,12.734768,12.147866,1.0
NGC_5822,5887656381913632128,226.63645040008,-54.48703108094,1.2134,-7.394,-5.463,14.609009,15.014179,14.030232,1.0
NGC_5822,5887656411931163136,226.60271526077,-54.48368594643,1.0732,-7.06,-5.561,18.661285,20.003708,17.419456,0.43
NGC_5822,5887481353350082560,228.02456863954,-54.83415472546,0.9293,-7.671,-5.452,20.134338,21.023384,18.817173,0.07
NGC_5822,5887616180962222976,226.09686512757,-54.85812675776,1.2745,-7.139,-5.878,18.477043,19.570864,17.476055,0.53
NGC_5822,5887526364622759808,228.18330032523,-54.41183480326,1.1478,-6.89,-5.015,19.897476,21.385649,18.728003,0.07
NGC_5822,5887654732645163648,226.45331480825,-54.4410179256,1.2121,-7.454,-5.387,10.872721,11.085991,10.50719,1.0
NGC_5822,5887654663925688448,226.50511156732,-54.42563671919,1.185,-7.663,-5.735,16.635164,17.317806,15.74372,0.99
NGC_5822,5887652190024695552,226.28673118905,-54.5475214975,1.2409,-7.536,-5.552,14.035147,14.380237,13.516917,1.0
NGC_5822,5887689161073375744,225.46302375569,-54.49691417708,1.2113,-7.606,-5.737,19.217266,20.318565,18.093096,0.5
NGC_5822,5887609068554865536,227.57422651883,-53.78071982688,1.0545,-7.932,-5.159,19.886776,20.787436,18.735765,0.08
