RAJ2000,DEJ2000,pmRA,pmDE,Gmag,BP-RP,Plx,cluster
227.1711045679,-56.25453559493,-6.446,-4.474,20.55247,2.895273,1.3605,3
227.02663848207,-56.28507714772,-5.497,-3.577,18.85858,2.112083,1.2189,3
227.2717170689,-56.13988671365,-6.361,-4.575,17.225601,2.091591,1.1014,3
227.1002771443,-56.16120437063,-5.998,-5.396,20.84326,1.780483,1.2499,3
226.73012930684,-56.25609926011,-5.751,-3.903,20.212187,2.904282,1.3112,3
226.77460913663,-56.24415706866,-6.153,-3.647,20.438116,2.869354,1.1454,3
226.83975129716,-56.1922373513,-5.586,-3.788,20.249487,2.433743,1.248,3
226.85000798379,-56.16048236776,-5.684,-3.832,20.018908,2.792582,1.1869,3
226.61780463297,-56.33509044883,-5.482,-3.693,20.302443,2.253288,1.1958,3
226.62265585826,-56.32020331575,-5.986,-4.197,20.242226,2.945417,1.1531,3
226.6112035022,-56.32423862286,-5.937,-5.274,19.51814,2.29768,1.1041,3
226.65288757042,-56.3059211946,-5.494,-3.554,19.28139,2.331421,1.2339,3
226.71976691081,-56.22182026349,-5.889,-4.384,20.100563,2.385111,1.1899,3
226.73610356341,-56.18201699847,-6.153,-4.671,20.46979,2.276731,1.2591,3
226.69627059432,-56.15306244207,-6.136,-4.922,20.272295,2.314894,1.2176,3
226.7052447706,-56.10590033388,-5.86,-4.128,20.048084,2.494661,1.2111,3
226.90209580755,-56.15260523911,-5.875,-4.625,20.81301,1.399567,1.3204,3
227.08584498111,-56.12253439204,-5.672,-4.348,18.037077,2.032316,1.1732,3
227.11849780951,-56.04817134501,-5.577,-4.704,20.372894,2.439766,1.2751,3
227.02589957161,-56.05754884911,-6.171,-5.046,20.06391,3.286835,1.1639,3
226.83314675162,-56.10688819636,-5.854,-3.733,20.428154,2.041243,1.148,3
226.81143138362,-56.09896683297,-5.655,-3.798,20.410208,1.974636,1.1645,3
226.91735668612,-56.09865366874,-5.463,-3.542,19.786163,1.514404,1.3508,3
226.88227113625,-56.00691408317,-5.563,-5.401,19.70256,2.120478,1.2175,3
226.84822486557,-55.98455693435,-5.704,-3.59,20.407173,2.065147,1.1565,3
226.95851981481,-55.96784509545,-6.263,-4.081,20.461086,2.539421,1.3227,3
226.8844128549,-55.97629448699,-5.695,-3.991,19.819532,2.806103,1.1987,3
226.94976032367,-55.92445784537,-5.91,-4.099,19.83518,2.102041,1.2183,3
225.52035182225,-56.32459621317,-5.675,-4.108,20.519884,1.746231,1.2938,3
225.38435964488,-56.31588995113,-5.711,-4.581,19.777046,2.444569,1.3112,3
225.38652571577,-56.27461191302,-5.867,-4.552,19.902962,2.629435,1.1713,3
225.21705333796,-56.26489499224,-5.881,-4.264,20.213652,2.206434,1.2073,3
225.13898267808,-56.22003478943,-6.126,-4.719,20.571165,2.234459,1.3011,3
225.24321548185,-56.18621929682,-5.719,-4.276,20.199295,2.170326,1.2065,3
225.34824607638,-56.14718107454,-5.524,-4.95,20.089003,2.09169,1.2396,3
225.29085157658,-56.14932146344,-5.978,-4.184,20.29318,2.647234,1.216,3
225.17476602054,-56.19728433259,-6.129,-5.267,19.0957,2.517935,1.3275,3
224.96143478809,-56.26431923152,-6.086,-5.124,20.581202,1.902185,1.3182,3
224.84767043059,-56.14938674787,-5.884,-4.41,20.685411,1.841309,1.069,3
224.71191467673,-56.1788461868,-5.741,-4.211,20.674862,2.109131,1.1781,3
225.07757965694,-56.14645318812,-5.648,-4.632,19.958902,2.427033,1.3515,3
224.97465695755,-56.16504825727,-6.235,-4.611,20.285934,2.35548,1.2422,3
224.93599091916,-56.15525661676,-5.707,-4.162,20.359312,1.894383,1.1458,3
224.91392375006,-56.1205940718,-6.286,-4.378,17.589018,1.815664,1.1122,3
224.917294786,-56.10152165576,-5.475,-4.376,20.019733,1.936009,1.359,3
224.82270873639,-56.0408411564,-5.635,-3.674,20.26109,2.305216,1.3426,3
224.99185671704,-56.01701688766,-5.678,-3.733,20.607359,2.256561,1.1159,3
225.02000750696,-55.98476807251,-6.074,-3.596,20.254673,2.35334,1.1308,3
224.98655423316,-55.98923059379,-6.293,-4.475,20.558292,2.103613,1.173,3
224.98762704693,-55.89328107396,-5.539,-4.257,20.263102,2.202189,1.1003,3
226.03460184612,-56.32709777255,-5.886,-4.038,19.695812,2.193245,1.1744,3
225.98212890063,-56.35343071221,-6.244,-4.806,20.356894,2.596046,1.3034,3
226.1795493518,-56.32769832414,-5.538,-3.711,20.417013,2.307001,1.1563,3
226.15641177867,-56.30619301037,-6.134,-3.566,20.698992,2.088295,1.1894,3
226.13001592102,-56.30041626585,-5.641,-4.852,18.932682,2.033838,1.0795,3
226.16114449962,-56.26139530718,-5.591,-4.466,20.143703,2.554873,1.1161,3
226.17133636823,-56.2111771486,-5.911,-4.185,19.930664,2.806789,1.1562,3
226.07595348051,-56.26682039747,-5.761,-4.665,20.571903,3.889021,1.2638,3
226.16780279381,-56.20906846052,-5.434,-3.549,20.748438,1.851442,1.1139,3
226.06186787881,-56.20218870218,-6.126,-4.208,20.675787,1.80909,1.2421,3
226.329070348,-56.14195581296,-6.046,-3.966,19.945518,2.441277,1.2831,3
226.17636701917,-56.18563470558,-5.543,-3.754,19.94921,3.028732,1.3516,3
226.22719538096,-56.07767520549,-5.715,-4.053,18.822493,2.356649,1.2225,3
225.78432431205,-56.23659630595,-6.164,-4.13,18.74255,2.915726,1.0747,3
225.78200063473,-56.16137218778,-5.861,-4.895,20.4426,2.466242,1.1933,3
225.77325138068,-56.09468529976,-6.172,-4.484,20.06539,2.412468,1.2092,3
226.01825395432,-56.14371241608,-6.23,-3.588,20.089128,2.579474,1.162,3
225.99655159989,-56.10861436454,-5.584,-5.307,20.667128,2.539108,1.1426,3
226.00340788536,-56.090010705,-5.498,-3.747,20.527325,3.054962,1.297,3
226.18135827129,-56.06121063398,-6.329,-4.779,20.28721,2.240387,1.346,3
226.05548989636,-56.01548546915,-6.122,-3.766,19.800087,2.584383,1.2158,3
225.85862065278,-56.09894817741,-5.747,-3.968,19.803247,2.91304,1.3711,3
225.85937408442,-56.09522266263,-6.274,-4.745,20.270918,2.82703,1.2983,3
225.83687686763,-56.08039243255,-5.938,-5.13,20.621283,1.661156,1.2384,3
225.86011353667,-56.04682012945,-5.43,-5.404,20.38354,2.806768,1.2016,3
225.97683298547,-56.02287328628,-6.214,-3.928,20.30489,2.41359,1.1641,3
226.03943766506,-56.0055499389,-5.642,-3.921,20.058775,2.545879,1.3498,3
226.04090990523,-55.98751395024,-6.159,-4.712,20.00423,1.943848,1.1707,3
226.51481692272,-56.16566628173,-5.716,-4.453,20.194155,2.633135,1.3083,3
226.59649872495,-56.08023316604,-6.278,-4.63,20.65279,2.285723,1.1558,3
226.59570622387,-55.97892473953,-5.466,-4.053,20.115484,2.368643,1.1819,3
226.55032179969,-55.99989378094,-5.937,-3.635,20.457891,2.890507,1.1536,3
226.4475155098,-55.9526266849,-5.597,-4.035,20.304081,2.095367,1.3518,3
226.37764084276,-55.98360335386,-6.1,-4.996,20.040955,2.186926,1.3492,3
226.73809821861,-55.94937128162,-5.64,-4.11,19.871716,2.43712,1.3289,3
226.79333055466,-55.87435155067,-6.163,-3.75,20.513292,3.872965,1.3202,3
226.73201111268,-55.8229799976,-5.71,-4.1,20.431837,2.362095,1.2902,3
226.23577418552,-56.03211039304,-5.984,-3.84,20.458035,2.448385,1.1668,3
226.38353007301,-55.85188961808,-5.834,-5.644,20.460314,1.682383,1.2419,3
226.17432956889,-55.8762023652,-5.84,-3.718,19.85582,2.577398,1.1965,3
226.05043635397,-55.90471284382,-6.215,-4.303,20.02503,2.292742,1.1478,3
226.11681335917,-55.82646663668,-5.852,-3.778,20.709568,3.090632,1.1848,3
226.20944319312,-55.78589606318,-5.645,-4.973,19.933914,2.360458,1.1878,3
226.23390107516,-55.72221641838,-5.672,-5.229,20.595366,1.821733,1.0689,3
226.45308794489,-55.76828538333,-5.824,-4.121,19.611551,2.377497,1.1896,3
226.60920305102,-55.74034093007,-5.634,-4.669,15.235898,1.102014,1.066,3
226.54931492788,-55.57159533693,-5.99,-4.752,20.12192,2.554804,1.3278,3
226.49787813773,-55.59781144431,-5.883,-5.111,20.328594,1.933186,1.226,3
226.41278551151,-55.58194497657,-5.8,-4.438,19.977856,2.274897,1.165,3
226.3585147002,-55.59170280235,-6.187,-4.175,20.408041,1.784185,1.3351,3
226.49822756275,-55.53532980077,-5.913,-3.909,20.333826,2.065922,1.1337,3
226.471185656,-55.52054067056,-6.304,-4.898,19.058191,2.786735,1.1861,3
225.4263308969,-56.14738215444,-6.246,-3.894,19.889503,2.72123,1.2161,3
225.4271262259,-56.11995236341,-5.935,-5.235,20.086933,2.630981,1.305,3
225.61944522318,-56.08047346644,-6.014,-5.084,19.34779,2.149138,1.2683,3
225.66880313053,-56.10354526716,-5.955,-3.975,20.374052,2.143404,1.2025,3
225.70053628034,-56.06040464136,-5.77,-3.604,20.235813,2.011078,1.1351,3
225.55319780078,-56.09855464401,-5.676,-4.406,19.838387,2.191133,1.139,3
225.37953433809,-56.10481129572,-5.677,-3.639,20.411356,2.3708,1.3109,3
225.38132712296,-56.07813698842,-5.461,-4.644,20.18484,2.195736,1.2799,3
225.34552983285,-56.0276769386,-6.136,-4.527,20.448849,2.318403,1.1335,3
225.45152581247,-55.93278915579,-5.675,-5.351,20.613737,2.187124,1.2774,3
225.72729083916,-55.95323550706,-5.748,-4.393,20.72151,2.567556,1.1137,3
225.71381215969,-55.92104476105,-5.701,-4.268,20.66161,2.217594,1.2599,3
225.81994798468,-55.93493212893,-5.616,-4.772,20.062737,2.297703,1.1535,3
225.91497183369,-55.90213667523,-5.597,-3.959,20.364347,2.121763,1.3637,3
225.93173244429,-55.89073443787,-5.958,-4.575,19.424183,2.308773,1.3321,3
225.95016885362,-55.88397231728,-6.179,-4.446,20.637384,2.13788,1.1702,3
225.833326991,-55.79942961426,-5.763,-5.386,20.496874,2.103687,1.2636,3
225.84873274166,-55.79408181557,-5.907,-5.114,20.314718,2.09911,1.1896,3
225.63385819505,-55.94307251833,-6.381,-3.944,20.174438,2.566776,1.3067,3
225.64833027792,-55.83741879568,-5.665,-3.656,20.460514,2.356768,1.2811,3
225.72665398697,-55.85297389655,-5.591,-3.9,15.404726,1.395934,1.1069,3
225.74015494279,-55.75840034081,-5.581,-5.214,19.930002,2.818646,1.3037,3
225.20271374107,-56.02493220637,-6.109,-3.884,19.725307,2.628738,1.3043,3
225.26361590748,-55.99045488574,-5.437,-4.714,20.443296,2.235449,1.2245,3
225.29343415964,-55.85689346235,-6.098,-4.848,18.675829,2.342735,1.143,3
225.40654607947,-55.82130198676,-5.429,-4.137,19.596184,2.192253,1.2749,3
225.14129205882,-55.81714431916,-5.999,-5.026,20.190374,1.887756,1.2057,3
225.15082963689,-55.80873361936,-6.272,-4.596,18.264917,2.010267,1.1543,3
225.1041792054,-55.80821669144,-5.698,-4.811,20.554382,1.950487,1.2499,3
225.2290958012,-55.84136083495,-5.908,-3.91,20.510242,1.722488,1.3041,3
225.20852503572,-55.84212008524,-5.609,-5.402,19.894838,2.164249,1.2784,3
225.62380008509,-55.7484283786,-5.785,-3.575,20.622927,2.399544,1.1159,3
225.61046316453,-55.71114700015,-5.628,-4.363,18.659056,2.294298,1.1169,3
225.34194752203,-55.66613806823,-5.524,-4.516,20.068428,1.945572,1.3145,3
225.33021911485,-55.64788813264,-5.594,-4.93,20.55137,2.375258,1.3237,3
225.37474099013,-55.60275505579,-6.033,-5.105,19.993484,1.707918,1.1806,3
225.5957571995,-55.58864610977,-6.32,-4.201,19.86249,2.361605,1.3085,3
225.87776931311,-55.76381927972,-5.981,-5.116,19.17005,2.53685,1.0975,3
225.98965407776,-55.72513555932,-5.565,-5.256,20.422897,2.233471,1.163,3
226.10037130147,-55.73896697401,-5.445,-4.998,20.378077,2.333527,1.1093,3
226.1432006401,-55.66586360048,-5.905,-4.675,20.624512,2.328312,1.3564,3
226.04694851228,-55.69125637007,-5.441,-5.118,20.844078,2.200666,1.1378,3
225.80969666073,-55.72626422574,-5.738,-4.075,20.471714,2.530815,1.2264,3
225.90507304929,-55.72035479654,-5.892,-5.244,20.53829,2.025211,1.3072,3
225.92524964576,-55.69144522005,-6.117,-3.672,19.604198,2.42384,1.1896,3
226.00127681449,-55.5520459253,-5.732,-3.891,20.755419,1.988485,1.368,3
226.14864035815,-55.55836454623,-5.694,-4.748,20.00669,2.446121,1.2698,3
226.31750999579,-55.4186734685,-5.6,-3.704,19.919992,2.192316,1.3578,3
226.06511380722,-55.56477275589,-6.122,-4.404,20.053553,2.953821,1.3594,3
226.16808813676,-55.50295557463,-5.883,-4.468,20.793322,2.151297,1.262,3
226.06498760832,-55.4846761798,-5.969,-5.023,20.497778,3.385752,1.3011,3
226.2322992244,-55.45744978443,-5.946,-4.979,20.08425,2.411682,1.2904,3
226.17218940276,-55.42794681724,-5.448,-5.414,20.665195,1.832607,1.1271,3
226.25091172033,-55.36936296751,-5.825,-3.995,20.27484,1.908941,1.1973,3
226.19252019928,-55.32333124452,-6.031,-5.126,20.388271,2.264376,1.1804,3
225.75458927162,-55.58171779168,-5.923,-4.351,20.303482,2.417347,1.202,3
225.62744979283,-55.58321010753,-5.591,-4.942,20.825434,1.31744,1.1471,3
225.69298885197,-55.55607035865,-6.086,-4.902,20.256044,1.328293,1.2318,3
225.84174977397,-55.53076431661,-5.846,-5.039,19.921406,2.276733,1.2878,3
225.75160539282,-55.5024371463,-5.885,-3.56,19.923866,2.025908,1.1542,3
225.64447396731,-55.44133300597,-5.705,-4.443,20.11341,2.191717,1.1407,3
225.56714944192,-55.44393008421,-5.481,-4.381,20.247776,2.126455,1.3365,3
225.67662717428,-55.45209116876,-5.824,-3.795,20.363325,2.128714,1.1676,3
225.80694323578,-55.37980458088,-5.471,-4.25,20.00447,2.735638,1.3865,3
225.98174310319,-55.4591360556,-6.454,-4.486,19.938002,2.559095,1.1537,3
225.98666535006,-55.44079957323,-6.299,-4.418,20.632225,1.922455,1.2643,3
225.90752656566,-55.44384516592,-5.56,-4.832,20.645819,1.93972,1.2125,3
225.87588284821,-55.40400591658,-5.609,-4.249,19.662094,1.97368,1.2483,3
225.86729829172,-55.40122826786,-6.069,-3.862,20.343864,2.561909,1.1791,3
225.75097864483,-55.27820385645,-5.441,-4.44,20.381348,1.671612,1.1378,3
226.04536269721,-55.21799498244,-6.022,-4.7,19.306137,1.594978,1.2705,3
226.06625506513,-55.20042667936,-5.708,-5.326,19.407846,1.956667,1.1655,3
226.02259186578,-55.17372537016,-5.486,-4.384,20.63533,2.047564,1.2331,3
225.86988560119,-55.20236740279,-6.022,-4.667,19.481575,2.009718,1.1116,3
224.04142557619,-55.9627462866,-6.036,-4.668,20.523321,1.682297,1.2729,3
224.53726589432,-56.14557302803,-6.157,-4.391,20.165482,2.295723,1.3665,3
224.43333778153,-56.12262142798,-5.73,-4.55,20.115925,1.874392,1.1488,3
224.58667800861,-56.10362272588,-5.657,-4.179,20.33115,2.219894,1.3458,3
224.58670824182,-56.05586913041,-5.541,-5.203,20.289072,2.47588,1.3082,3
224.62291685506,-56.0536064465,-5.885,-4.763,20.447906,2.001038,1.0849,3
224.65214359301,-56.01116353607,-5.728,-4.641,20.770105,1.426912,1.241,3
224.62127885787,-56.00216361189,-5.632,-4.474,19.919575,2.101248,1.2859,3
224.34367925997,-56.00980440872,-6.095,-4.376,20.213198,2.209992,1.2306,3
224.47407673603,-55.96135567479,-5.503,-4.413,19.896677,2.013338,1.2754,3
224.4797763095,-55.95380852672,-5.968,-5.513,20.677843,1.819431,1.141,3
224.68504985601,-55.95672722214,-5.728,-4.427,20.40014,2.002371,1.2543,3
224.74807654673,-55.90821466857,-6.154,-4.711,20.647339,1.678032,1.2816,3
224.81255437264,-55.83370215838,-6.149,-5.061,20.02964,2.240635,1.2914,3
224.70365338332,-55.84695024047,-5.731,-4.946,20.36013,2.535437,1.3062,3
224.67673449654,-55.8422942909,-6.148,-4.941,20.441969,2.110701,1.218,3
224.61772310005,-55.8784104009,-6.101,-5.196,20.347582,2.315254,1.1456,3
224.54453348942,-55.86246922151,-5.891,-4.103,20.127144,2.209259,1.3329,3
224.67395281929,-55.75191672867,-5.72,-3.875,19.988586,2.326105,1.3152,3
224.79106414161,-55.73282061466,-5.653,-4.669,20.195826,2.068972,1.2306,3
224.223059753,-56.01479526988,-6.177,-4.508,20.262817,1.793507,1.2279,3
224.49742477758,-55.82421014398,-6.053,-5.469,19.126764,2.289032,1.2922,3
224.5610450956,-55.76793806028,-5.959,-4.951,20.226082,2.04595,1.2018,3
224.67546668202,-55.71621375127,-5.871,-4.138,20.111296,2.436222,1.3274,3
224.67184174979,-55.69125070157,-5.693,-5.379,19.399889,2.017393,1.1885,3
224.69758557939,-55.63876894115,-6.338,-4.704,20.458351,1.761698,1.2207,3
