RA_ICRS,DE_ICRS,Source,Plx,pmRA,pmDE,Solved,nueff,pscol,RUWE,Gmag,BPmag,RPmag,BP-RP,RV,ELAT,RAJ2000,DEJ2000,Plx_corr
226.96478184004,-55.90010366339,5880575114680639488,1.1518,-7.28,-5.884,31,1.395,,1.017,16.938236,17.682375,16.05289,1.629484,,-36.63582517105,226.96483954979,-55.90007751396,1.181979
225.47818782374,-55.68173535326,5881380781843703040,1.2525,-7.781,-5.683,31,1.584,,0.916,12.982288,13.249472,12.548177,0.701295,-17.67,-36.71750640364,225.47824916461,-55.68171009539,1.284755
226.15339850422,-55.71769603479,5881387207115290368,1.1593,-7.53,-5.365,31,1.445,,1.005,16.106497,16.7073,15.368125,1.339175,,-36.61973548194,226.15345791683,-55.71767218921,1.191565
225.68137338327,-55.54125618763,5881404043388082560,1.2967,-7.11,-5.223,31,1.548,,0.92,13.714863,14.057667,13.201783,0.855884,26.9,-36.54593857409,225.68142923496,-55.54123297625,1.337292
224.62352252739,-56.03255000067,5881458778464898944,1.1517,-7.719,-5.169,31,1.599,,0.909,12.289694,12.524664,11.897099,0.627565,-27.72,-37.21461800897,224.62358393007,-56.03252702653,1.180923
223.97521574446,-55.39026716671,5881553095946055680,1.1602,-7.923,-5.292,31,1.53,,0.998,14.195457,14.572532,13.634992,0.93754,-29.74,-36.74466255963,223.9752777432,-55.39024364689,1.2008519999999998
224.09487067262,-55.29835614946,5881555187537860736,1.2187,-7.874,-5.286,31,1.446,,0.94,16.117235,16.722237,15.379248,1.342989,,-36.63452998492,224.09493214522,-55.29833265394,1.2509389999999998
225.2114797397,-55.40717938681,5881577010328408448,1.2269,-7.684,-5.849,31,1.436,,1.036,16.297575,16.92223,15.512806,1.409424,,-36.51270070332,225.21153989284,-55.40715338903,1.2586430000000002
225.00829017016,-55.29306439224,5881590406272130432,1.2138,-7.75,-5.789,31,1.545,,0.947,13.875116,14.223661,13.356272,0.86739,-21.7,-36.4461009572,225.00835066833,-55.29303866342,1.254483
225.29632807813,-55.2956832946,5881601474464060928,1.2164,-7.437,-5.602,31,1.41,,1.036,15.99407,16.71567,15.174198,1.541472,,-36.39138539776,225.29638613004,-55.29565839809,1.253359
