RAJ2000,DEJ2000,pmRA,pmDE,BP-RP,Plx_corr
-1.7886643328969802,0.7012786273671797,-1.1079992853989853,1.2845019391025152,1.063224352601745,1.9554109613601
-1.790418568703208,0.7093174494733046,-0.4379168975698201,0.2285133572569112,0.5736571345139274,0.8227400901197781
-1.7639937751351071,0.7146028054139271,0.140790619191731,-0.6719188329287171,-0.7762038624379407,0.8126496920363934
-1.707711612126991,0.7699332307828011,-1.941180905456363,1.3572943531485295,2.361879187615024,1.069824568070058
-1.6724597288034198,0.8278677042200238,0.7332534928881919,1.169828958071123,-0.1003223889525015,1.3808741164996308
-1.7370064966286305,0.8661529341719866,0.2076023528755774,-0.1334544002595706,0.0030120925096508,1.6309075488193494
-1.7376525790895083,0.8688080399411494,-0.469357713421042,0.432930410399828,2.572546568192932,0.8680166064023802
-1.6881476146211971,0.874878358667912,0.865894434760534,-0.2122297524463531,0.713616161102254,0.1709145857614629
-1.6932683527064982,0.9308334846568572,-1.8350681519584893,1.282507626388926,1.5145580526937712,1.8819476523093603
-1.709903883026235,0.927262523827777,-0.188355421750747,0.9125626180180864,-1.7140285205491577,1.107260892414631
-1.600080391991013,0.9262372597412162,1.1881627972355575,0.5795123948486512,-1.044097845229259,-0.3788107755489031
-1.634032335293422,0.9660094205905788,-0.7611677855401945,0.2693967678854946,0.2178748098087842,0.064302187232563
-1.4976510216659165,0.975650477802458,-1.5403105033532851,0.8966081163093709,1.5966805082494586,1.6998941319598566
-1.543718740580118,0.9817979611428468,0.2744140865594238,0.7929038552027204,-0.4037386503817041,0.2827735175661126
-1.495226251810604,0.9959650330749694,0.3215753103362563,0.5057228244458423,-1.583375120632126,0.964147781570017
-1.497267558692313,1.0208958122207423,0.2803092395315278,1.0382043189742205,-0.7607120953007727,1.5228265947008504
-1.4711207242438684,1.0245258024804884,0.3490860242060754,-0.5781861353900137,0.4007838062077229,1.2332605933643035
-1.550902032474339,0.9882163664868092,1.661740085994586,0.7968924806298993,1.1229988954340584,0.6698800337087027
-1.5682855142308554,1.0131217673526505,-1.586489201634767,0.7978896369866939,0.6413636734482502,-0.2483461918792346
-1.6982516462443251,0.9541291020112296,-1.4823414991275947,0.3152659602980515,0.6369978336318853,-0.3022563938458586
-1.6523145453218406,0.9769693753416018,-0.4094236582046505,1.1099995766634398,0.0091261894141977,1.7865862845072396
-1.567123847114973,1.046092965805197,0.4650240326574559,1.4839332104614584,-1.210907507123845,0.2500507829365463
-1.5363115950711708,1.072661018052976,-0.3308216185765958,0.7869209170619521,1.4490008133390118,-0.3145140957429272
-1.5475849156022776,1.0769887920332482,1.128228742019166,-0.5273311611934833,-1.074982919969783,0.0572910186112455
-1.5259802136613916,1.089622127790654,1.4711301398965535,0.4149815959775231,0.2199664745392872,1.1526795269800978
-1.6341283951429904,1.084447225952992,-1.949041109419168,0.6941853758800435,0.5478775468193835,-0.284775845053517
-1.4016099361676304,1.0484361929605697,-0.9213194412823554,0.9494574032194908,0.6066170638206446,1.8420479443951336
-1.4086685631883449,1.0755685406251814,1.1645821853471412,0.8497417675400192,0.2335658974656215,1.0618185714686874
-1.396281305870783,1.0975743929229445,1.0348888199608512,0.2075730737642222,-0.0920782040847447,-0.0467395644456142
-1.4675628957735762,1.0747810055089375,0.2321654902593443,1.3194024115903304,0.0,1.4382070004452427
-1.4017408119559711,1.1173182427151411,-0.0154309345690273,0.3052943967301044,1.0040765887529697,1.484217794522645
-1.3700120692583129,1.129185871346693,0.5554163782297187,0.7649834772124684,0.0746810273169132,0.668458850880057
-1.274031802508372,1.1579044597382635,1.6057361327595971,1.1249569220153608,-0.018142298547753,1.0269403762156766
-1.2715786105507725,1.1739267011365735,1.096787926167944,-0.1623719346066173,1.3717917286657682,1.1758448070870222
-1.3813096512106535,1.1635041531147747,0.0454856461427151,0.818829920479383,-0.5093665185460725,0.3423092348961255
-1.407561119130404,1.175913945284161,0.538713444808757,0.1467465359997445,-0.6278157391744533,-0.2170801696490312
-1.505588674982108,1.1115101257164357,1.6794255449108983,0.8377758912584826,-0.7487528641206305,-0.1377307950496488
-1.462925520710323,1.1596841782426586,-1.266185890150445,1.4450441125464646,-0.0876211090906996,0.2816839440641498
-1.5330515525756785,1.2006602603611198,-1.1247022188199467,1.288490564529694,0.5312186739887316,1.112495582500143
-1.512384517631823,1.2175342552995023,1.0260460905026951,1.5168393702356842,-0.5970435326800069,0.2034952021081645
-1.530191764171362,1.233382222395795,0.094611920910249,-0.2132269088031478,-0.3049789350637624,1.6412821834684623
-1.3771587728846115,1.2217123460081654,-0.4624800349535875,0.7270915356542692,0.0760234390096239,0.8488661677863807
-1.3527588239235795,1.2517614749580062,1.201918154170467,-0.1025425531989344,-0.0076119313339132,-0.3482079719720657
-1.363880583175814,1.2583234773732297,-0.1431592489646158,0.9604261231442328,0.9595728794697576,0.4640927601208172
-1.3990559429486515,1.2632231806106315,0.6094552804740061,0.3551522145698401,0.7820431356498388,-0.0354530041481204
-1.4425535962396452,1.2371432910495146,1.615561387713104,0.3551522145698401,-1.112479192188004,1.7143428240510872
-1.49100447277212,1.2477427008927189,0.5701542606599789,0.5795123948486512,-1.2566551685659555,0.4010514584801442
-1.4111363145853142,1.3118113212723277,-1.830155524481736,-0.3717747695335076,-0.5880068686376625,0.0672511416020033
-1.484052035126899,1.2779627405206475,1.2598871583961573,0.4837853845963585,-0.8285531155495713,0.2629598602967444
-1.1859454830816747,1.2353721277555023,-0.8102940603077284,0.2843541132374153,1.341127587513311,-0.1085136447307439
-1.2989367057069026,1.225467546647997,0.4129501814038699,-0.546277131972583,-0.454245989775429,0.391162394630818
-1.2731080111173725,1.2541248704582837,0.313715106373451,0.394041312484834,0.9551133830236684,1.1006168626907125
-1.2681454253989253,1.2957385748532426,-0.1343165195064598,-0.7496970287587049,-1.4400924844146188,1.1764961825501503
-1.186254997425901,1.2809745451595371,-0.1834427942739937,0.9694005303553852,0.8757622031269935,0.5232731817436677
-1.1638451057928434,1.3268284852261008,-0.5882432983584744,0.1776583830603807,-0.1890536405338416,0.1613216016681052
-1.1935447231371483,1.3472591424943152,1.269712413349664,0.0948944054464193,1.0739876606638734,-0.3923593851819905
-1.223591130624924,1.3479650584201064,1.6018060307781945,0.5087142935162264,-0.2039402417558702,1.9396358319621347
-1.172921195990149,1.3516937400914646,0.992640223660772,1.0910536058843403,0.7380005051591142,1.696258272556571
-1.1660937685216162,1.395073231637994,1.6568274585178324,1.0451844134717834,0.4221135032643536,0.0859396957986942
-1.310413989075993,1.2804382510763088,0.7666593597301151,0.453870693892517,-0.5317192341735354,1.8425690447656389
-1.318425716814744,1.2953007810394983,0.6261582138949676,1.125954078372155,-0.7839341365682374,1.9158783923432745
-1.3699199747375743,1.2867775557696803,0.0120797793007917,0.6572905906786392,-0.6136399677575097,1.0960217048780936
-1.2687668061624466,1.3401632802640109,1.2127259346193244,-0.0347359209368937,-0.4774464179744965,-0.3515477516193843
-1.3709343946131716,1.3374060245674402,-1.7810292497142015,0.8367787349016879,-0.5498117738745777,1.5104859904721109
-1.325937996656432,1.3738583187601106,0.1280177877521722,1.016266879124737,0.3272537460662015,0.7599001227131651
-1.3500440012785544,1.3636772380015862,0.8924226231350024,-0.1524003710386701,-0.663424470085929,0.2309832466522188
-1.2866698538203738,1.3704686427055022,1.7089013097714187,1.1857834597798385,-0.1484666995347288,0.8198621948917708
