RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Solved,nueff,pscol,RUWE,Gmag,BPmag,RPmag,BP-RP,RV,ELAT,RAJ2000,DEJ2000,Plx_corr,aux,pert_class,BPmag-RPmag,min,max,std,avg,mode,median,Q1,Q3,excl
122.59136160166,-13.15504136884,5726709629265974656,0.0144,0.0114,0.7406,0.0196,2.483,-2.424,0.02,-0.537,0.015,31,1.656,,0.896,11.082526,11.215352,10.833969,0.381383,25.92,-32.35425257458,122.59137266675,-13.15503898131,0.7754810000000001,0.5459031724232263,1,0.3813829999999996,0.6645721793174744,0.7422937154769897,0.0012547230580821633,0.7421684861183167,0.7400000095367432,0.7422937154769897,0.7422937154769897,0.7422937154769897,0.0
122.59393130463,-13.1089858047,5726710041582823808,0.0093,0.0072,0.7317,0.0127,2.183,-2.12,0.013,-0.523,0.009,31,1.628,,0.926,12.719074,12.906046,12.40604,0.500006,32.03,-32.30906779137,122.59394097782,-13.10898347895,0.7633570000000001,0.46997387992478046,1,0.5000059999999991,0.8018165230751038,0.8018165230751038,1.1102230246251565e-16,0.8018165230751038,0.800000011920929,0.8018165230751038,0.8018165230751038,0.8018165230751038,0.0
122.57958757998,-13.08099447067,5726710900576280960,0.0296,0.0232,0.6879,0.0428,2.556,-2.511,0.042,-0.475,0.031,31,1.512,,1.014,16.05997,16.479492,15.478464,1.001028,,-32.28553117845,122.57959903956,-13.08099236077,0.72297,0.4309086949877942,1,1.0010279999999998,0.7435763478279114,0.8305374383926392,0.005117474123835564,0.8300860524177551,0.8199999928474426,0.8305374383926392,0.8305374383926392,0.8305374383926392,0.0
122.60188603721,-13.08483167729,5726711209813919616,0.0176,0.0141,0.7321,0.025,2.498,-2.431,0.024,-0.577,0.018,31,1.565,,1.034,14.964132,15.271776,14.492685,0.779091,,-32.28373855094,122.60189712824,-13.08482911118,0.774473,0.4278724512433052,1,0.7790909999999993,0.8308283686637878,0.8327058553695679,0.0001162844491773285,0.8326616883277893,0.8199999928474426,0.8327058553695679,0.8326560258865356,0.8327058553695679,0.0
122.57541470991,-13.05627521426,5726711553411306240,0.0724,0.0563,0.7057,0.1076,2.489,-2.461,0.106,-0.372,0.079,31,1.414,,1.007,17.676075,18.379082,16.866934,1.512148,,-32.2626478471,122.57542593674,-13.05627356312,0.733524,0.3939977431209412,1,1.5121479999999998,0.8561882972717285,0.8562145829200745,7.255904961311899e-07,0.8562145829200745,0.8399999737739563,0.8562145829200745,0.8562145829200745,0.8562145829200745,0.0
122.62440191634,-13.03695799193,5726711656490504448,0.0184,0.0146,0.7329,0.0273,2.339,-2.304,0.026,-0.403,0.02,31,1.565,,0.968,14.92823,15.232813,14.45723,0.775583,,-32.23186836796,122.62441242543,-13.03695620192,0.77526,0.34263768585067134,1,0.775583000000001,0.8890430331230164,0.8892289400100708,2.01106504391646e-05,0.889221727848053,0.8799999952316284,0.8892289400100708,0.8892289400100708,0.8892289400100708,0.0
122.60787402339,-13.02368274718,5726711725209983616,0.024,0.0192,0.7759,0.0366,2.456,-2.415,0.036,-0.449,0.026,31,1.535,,0.967,15.662437,16.040703,15.128045,0.912658,,-32.22310776374,122.60788504009,-13.02368075202,0.81838,0.32645560496605935,1,0.9126580000000004,0.8968824744224548,0.8989092111587524,0.00019265116134192795,0.8988581299781799,0.8799999952316284,0.8989092111587524,0.8988900184631348,0.8989092111587524,0.0
122.71371414574,-13.05987941532,5726711897008645632,0.0136,0.0112,0.764,0.0187,2.384,-2.317,0.019,-0.562,0.015,31,1.592,,0.969,14.302788,14.557065,13.893477,0.663589,47.65,-32.2319542501,122.71372471777,-13.05987691779,0.806316,0.387189856650101,1,0.663587999999999,0.8592939972877502,0.8607802987098694,0.00010315439430996776,0.8607159852981567,0.8600000143051147,0.8607529401779175,0.8606928586959839,0.8607802987098694,0.0
122.72188984057,-13.05198153851,5726712000087855360,0.0098,0.0079,0.7742,0.0135,2.559,-2.497,0.014,-0.561,0.011,31,1.651,,0.968,12.268109,12.416745,12.005772,0.410974,28.73,-32.22229153755,122.72190123336,-13.05197904645,0.810625,0.3778340220060305,1,0.41097300000000025,0.8433198928833008,0.8669633865356445,0.0012882474111393094,0.8667258620262146,0.8600000143051147,0.8669633865356445,0.8669633865356445,0.8669633865356445,0.0
122.67462424847,-13.07387086627,5726712034447616512,0.0222,0.0182,0.7138,0.0306,2.412,-2.296,0.031,-0.737,0.024,31,1.563,,1.232,14.989436,15.298506,14.518528,0.779978,,-32.25515984976,122.67463472483,-13.0738675895,0.75617,0.4006956104216072,1,0.7799779999999998,0.8513014316558838,0.8516693115234375,3.67370193998795e-05,0.8516592383384705,0.8399999737739563,0.8516693115234375,0.8516693115234375,0.8516693115234375,0.0
122.66430146715,-13.05466583849,5726712103167092352,0.0136,0.011,0.7231,0.0188,2.266,-2.256,0.019,-0.213,0.014,31,1.697,,0.974,11.678921,11.750806,11.544954,0.205852,25.32,-32.23913691723,122.66431175914,-13.0546648902,0.777926,0.3679188022646828,1,0.20585200000000015,0.873397707939148,0.873397707939148,0.0,0.873397707939148,0.8600000143051147,0.873397707939148,0.873397707939148,0.873397707939148,0.0
122.70289543714,-13.01780910443,5726712652922883328,0.0179,0.0141,0.7635,0.0254,2.338,-2.296,0.025,-0.442,0.019,31,1.57,,1.007,14.845746,15.144208,14.385138,0.75907,,-32.19394182456,122.70290590916,-13.01780714084,0.805874,0.31490972908939135,1,0.7590700000000012,0.9054011106491089,0.9055904150009155,2.048068017757032e-05,0.9055831432342529,0.8999999761581421,0.9055904150009155,0.9055904150009155,0.9055904150009155,0.0
