RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Solved,nueff,pscol,RUWE,Gmag,BPmag,RPmag,BP-RP,RV,ELAT,RAJ2000,DEJ2000,Plx_corr,aux,pert_class,BPmag-RPmag,min,max,std,avg,mode,median,Q1,Q3,excl
122.65366052629,-13.05353356326,5726712859081340800,0.0321,0.0267,0.7366,0.0438,2.593,-2.46,0.044,-0.821,0.036,31,1.505,,0.948,16.200537,16.637682,15.59853,1.039152,,-32.24067241766,122.65367174866,-13.05352991522,0.769526,0.36595716045454996,1,1.0391520000000014,0.8746559619903564,0.8746559619903564,0.0,0.8746559619903564,0.8600000143051147,0.8746559619903564,0.8746559619903564,0.8746559619903564,0.0
122.64323788938,-13.04745156868,5726712859081342848,0.0129,0.0104,0.7194,0.0177,2.454,-2.394,0.018,-0.54,0.013,31,1.581,,1.105,13.967363,14.244694,13.531399,0.713295,40.23,-32.23736543052,122.64324881155,-13.04744916918,0.761397,0.35655980886468813,1,0.7132950000000005,0.8698591589927673,0.8806148767471313,0.00039414336788468063,0.880455493927002,0.8799999952316284,0.8805645704269409,0.8804136514663696,0.8806148767471313,0.0
122.64592572318,-13.03436410931,5726712927800815104,0.0248,0.02,0.8169,0.0355,2.313,-2.262,0.035,-0.481,0.026,31,1.529,,1.028,15.607601,15.998029,15.051537,0.946492,,-32.22404180358,122.64593604345,-13.03436197067,0.8592839999999999,0.3345156541101994,1,0.946492000000001,0.8921170830726624,0.8941330313682556,0.0001415831211488694,0.8940685391426086,0.8799999952316284,0.8941330313682556,0.8940607905387878,0.8941330313682556,0.0
122.62909036903,-13.02115522833,5726713133959248896,0.0711,0.0597,0.7064,0.1067,2.668,-2.574,0.1,-0.701,0.081,31,1.489,,1.076,17.576788,18.012669,16.878311,1.134357,,-32.21542386376,122.62910211253,-13.02115211122,0.735355,0.3154406752268866,1,1.1343579999999989,0.9052873849868774,0.9052873849868774,2.220446049250313e-16,0.9052873849868774,0.8999999761581421,0.9052873849868774,0.9052873849868774,0.9052873849868774,0.0
122.65763901506,-13.01066355506,5726713271398189440,0.0158,0.0125,0.7793,0.0225,2.382,-2.371,0.023,-0.232,0.017,31,1.58,,1.059,14.560401,14.838419,14.120544,0.717874,30.02,-32.19822166805,122.65764983024,-13.01066252525,0.821625,0.2944398423730096,1,0.7178749999999994,0.8919500112533569,0.916956901550293,0.0008606360643170774,0.9168881773948669,0.8999999761581421,0.916956901550293,0.916956901550293,0.916956901550293,0.0
122.64914358671,-13.00022570298,5726713340117667072,0.0137,0.0112,0.7301,0.0196,2.492,-2.443,0.02,-0.489,0.016,31,1.592,,1.001,14.282681,14.538812,13.875324,0.663487,26.55,-32.19022440542,122.64915473115,-13.0002235314,0.772412,0.2774161576213217,1,0.6634879999999992,0.9146180152893066,0.9259271621704102,0.0008104607695713639,0.9256390333175659,0.9200000166893005,0.9259271621704102,0.9257493615150452,0.9259271621704102,0.0
122.71888402563,-12.97292680054,5726713649355281920,0.0108,0.0085,0.7411,0.0149,2.373,-2.3,0.016,-0.583,0.012,31,1.627,,1.069,13.511805,13.70325,13.193302,0.509948,30.51,-32.14657458051,122.7188945175,-12.97292420821,0.783442,0.2517862217605065,1,0.5099480000000014,0.934428334236145,0.9385714530944824,0.0002927955938503146,0.9383121132850647,0.9200000166893005,0.9383912682533264,0.9382259845733643,0.9384913444519043,0.0
122.67818069361,-12.98840328361,5726713683715036672,0.0127,0.0099,0.8057,0.0175,2.29,-2.25,0.018,-0.422,0.014,31,1.66,,1.022,12.861373,12.994619,12.632739,0.36188,,-32.17161193998,122.67819095839,-12.98840140708,0.839398,0.25941869491000885,1,0.3618799999999993,0.928476095199585,0.9349164962768555,0.0010215078946202993,0.9344330430030823,0.9200000166893005,0.9349164962768555,0.9344248175621033,0.9349164962768555,0.0
122.71253850163,-12.96171339428,5726713855513711488,0.0289,0.0235,0.7902,0.0408,2.527,-2.484,0.042,-0.464,0.034,31,1.513,,0.995,16.033823,16.452826,15.450117,1.002708,,-32.13729869134,122.7125498298,-12.96171133294,0.826491,0.23056065707901846,1,1.0027090000000012,0.936648428440094,0.948229968547821,0.0004252708167769015,0.9481781721115112,0.9399999976158142,0.948229968547821,0.948229968547821,0.948229968547821,0.0
122.692431641,-12.96109727407,5726713885577266304,0.0211,0.0168,0.7366,0.0316,2.415,-2.345,0.033,-0.579,0.025,31,1.55,,1.005,15.330624,15.667725,14.822502,0.845222,,-32.14167592107,122.69244233366,-12.96109469993,0.7790480000000001,0.21909021846949522,1,0.8452230000000007,0.952079713344574,0.9531332850456238,0.00012036848056595773,0.9530265927314758,0.9399999976158142,0.95306396484375,0.9529886841773987,0.953106701374054,0.0
122.95339772201,-13.04541936529,5726720413927367296,0.0562,0.0561,0.7928,0.0745,2.35,-2.311,0.076,-0.428,0.084,31,1.443,,1.017,17.227089,17.827593,16.490002,1.337591,,-32.158463506,122.95340826387,-13.04541746339,0.822394,0.5953113149958413,1,1.3375909999999998,0.7015534043312073,0.7015973925590515,3.1962658795237076e-06,0.7015970349311829,0.699999988079071,0.7015973925590515,0.7015973925590515,0.7015973925590515,0.0
122.8462098213,-13.07220084758,5726731825656856448,0.0164,0.0155,0.7432,0.0221,2.47,-2.41,0.023,-0.54,0.023,31,1.573,,1.041,14.639586,14.931231,14.18662,0.744611,,-32.21101393816,122.84622081712,-13.07219844821,0.785488,0.501061945497805,1,0.7446110000000008,0.7726140022277832,0.7779732942581177,0.0003107575175818056,0.7778999209403992,0.7599999904632568,0.7779732942581177,0.7779267430305481,0.7779732942581177,0.0
122.86122361325,-13.0544849686,5726731860016587136,0.0473,0.0477,0.8612,0.0662,2.197,-2.162,0.068,-0.393,0.073,31,1.466,,1.016,16.968908,17.520906,16.275526,1.24538,,-32.1901541172,122.86123347581,-13.0544832217,0.891713,0.4939666232104596,1,1.2453800000000008,0.7833214998245239,0.7834852933883667,8.574066669098102e-06,0.7834843397140503,0.7799999713897705,0.7834852933883667,0.7834852933883667,0.7834852933883667,0.0
122.87230520568,-13.03894093226,5726731963095795072,0.0113,0.0108,0.7151,0.0144,2.452,-2.373,0.015,-0.617,0.015,31,1.643,,0.972,13.002021,13.166611,12.723825,0.442785,,-32.17237073318,122.8723160301,-13.03893819156,0.7524339999999999,0.4876978068841139,1,0.4427859999999999,0.7786931395530701,0.7883216142654419,0.000557070947252214,0.7879911661148071,0.7799999713897705,0.7881239056587219,0.7879341840744019,0.7882364392280579,0.0
122.8727101006,-13.03646351711,5726731997455533056,0.0207,0.0198,0.746,0.0266,2.273,-2.26,0.028,-0.238,0.028,31,1.553,,1.036,15.222787,15.556847,14.72384,0.833007,,-32.16987464875,122.8727204127,-13.03646246032,0.788412,0.48528863301804026,1,0.8330070000000003,0.7901716828346252,0.7901716828346252,1.1102230246251565e-16,0.7901716828346252,0.7799999713897705,0.7901716828346252,0.7901716828346252,0.7901716828346252,0.0
122.86636656869,-13.02901392531,5726732066175010048,0.028,0.0254,0.7621,0.0361,2.505,-2.458,0.039,-0.483,0.037,31,1.529,,1.104,15.632784,16.019438,15.089066,0.930371,,-32.16424753023,122.86637778157,-13.02901177725,0.804509,0.46925678645024627,1,0.9303720000000002,0.7998954653739929,0.8023567795753479,0.00017997701070271432,0.8023067116737366,0.800000011920929,0.8023567795753479,0.8023303747177124,0.8023567795753479,0.0
122.80526564866,-13.02260448889,5726732920879199232,0.0252,0.0252,0.8236,0.0361,2.339,-2.264,0.037,-0.587,0.037,31,1.533,,1.045,15.621428,15.993171,15.065148,0.928022,,-32.17321785182,122.80527597642,-13.02260187906,0.866042,0.3950148842738098,1,0.9280229999999996,0.8535988330841064,0.8555277585983276,0.00017265602946281433,0.8553793430328369,0.8399999737739563,0.8554292917251587,0.8553322553634644,0.8554875254631042,0.0
122.79423500176,-13.0210560544,5726732989589969408,0.0111,0.0104,0.761,0.0148,2.263,-2.223,0.016,-0.422,0.016,31,1.612,,0.998,13.574739,13.796537,13.211969,0.584568,34.22,-32.17445629671,122.79424514284,-13.02105417909,0.803179,0.38232112425696624,1,0.5845680000000009,0.8580593466758728,0.864011287689209,0.0005866498104296625,0.8638201355934143,0.8600000143051147,0.864011287689209,0.8638976812362671,0.864011287689209,0.0
122.97780837673,-12.9017381556,5726735605228002304,0.1463,0.0713,0.7945,0.1374,2.555,-2.464,0.199,-0.675,0.111,95,,1.4646,0.924,17.44938,,,,,-32.01347302558,122.97781961279,-12.90173515751,0.81999,0.5317507661611185,1,0.0,0.7537015080451965,0.7537015080451965,0.0,0.7537015080451965,0.7400000095367432,0.7537015080451965,0.7537015080451965,0.7537015080451965,0.0
122.7908119085,-12.96720832728,5726736391205883008,0.0491,0.0476,0.8414,0.0709,2.305,-2.25,0.072,-0.502,0.075,31,1.467,,1.007,16.969769,17.529343,16.26546,1.263884,,-32.12322963434,122.79082216792,-12.96720609472,0.8719260000000001,0.30958858310560394,1,1.2638829999999999,0.9082123041152954,0.9086047410964966,3.6914454540237784e-05,0.9085932374000549,0.8999999761581421,0.9086047410964966,0.9086047410964966,0.9086047410964966,0.0
122.82709363654,-12.97552070298,5726736498581261056,0.0354,0.0344,0.7883,0.0488,2.593,-2.533,0.051,-0.556,0.054,31,1.503,,0.976,16.314844,16.769775,15.70664,1.063135,,-32.12227055786,122.82710518834,-12.97551823086,0.820923,0.36207212517315324,1,1.063134999999999,0.8664202094078064,0.8771333694458008,0.0004274059901945293,0.8771005868911743,0.8600000143051147,0.8771333694458008,0.8771333694458008,0.8771333694458008,0.0
122.83357165183,-12.93759784163,5726736700444880896,0.0575,0.0589,0.8158,0.086,2.345,-2.316,0.087,-0.362,0.09,31,1.452,,0.971,17.273735,17.880283,16.537548,1.342735,,-32.08399001796,122.83358221511,-12.93759623088,0.845343,0.33343695803717277,1,1.3427349999999976,0.8947213888168335,0.8947774767875671,4.076336153957527e-06,0.8947770595550537,0.8799999952316284,0.8947774767875671,0.8947774767875671,0.8947774767875671,0.0
122.79581425928,-12.95143336563,5726736769161178880,0.0114,0.01,0.818,0.0155,2.453,-2.404,0.017,-0.489,0.015,31,1.67,,0.911,12.755603,12.875931,12.547178,0.328753,,-32.10673352669,122.79582522261,-12.95143119365,0.853293,0.29738581778916184,1,0.32875299999999896,0.9041795134544373,0.9153595566749573,0.0004338845901656896,0.9151334762573242,0.8999999761581421,0.9152814745903015,0.9150471687316895,0.9153595566749573,0.0
122.81534424917,-12.94684427531,5726736807818904192,0.0203,0.0192,0.8014,0.029,2.258,-2.214,0.031,-0.444,0.028,31,1.713,,1.277,11.32391,11.374317,11.225767,0.14855,28.55,-32.09745315668,122.8153543467,-12.94684230103,0.84948,0.3173629169997529,1,0.14855000000000018,0.9037424921989441,0.9041868448257446,3.949287929572165e-05,0.9041807651519775,0.8999999761581421,0.9041868448257446,0.9041868448257446,0.9041868448257446,0.0
122.79401785144,-12.94584566696,5726736837880655104,0.0151,0.0135,0.7434,0.0196,2.388,-2.348,0.021,-0.433,0.019,31,1.684,,1.052,11.908101,12.003149,11.730459,0.27269,26.53,-32.10177486991,122.79402855945,-12.94584374046,0.7953779999999999,0.28910601634977123,1,0.27269000000000077,0.9177415370941162,0.9198154211044312,0.00026069022715091705,0.9196686148643494,0.8999999761581421,0.9198154211044312,0.9195847511291504,0.9198154211044312,0.0
122.8298078175,-12.91791720244,5726737013974265856,0.0529,0.0491,0.7997,0.0948,2.47,-2.346,0.084,-0.773,0.073,31,1.483,,0.957,16.748758,17.263727,16.063053,1.200674,,-32.06589115301,122.82981851571,-12.91791376671,0.830994,0.3122241475568546,1,1.2006739999999994,0.9058791399002075,0.9071169495582581,9.884075552690774e-05,0.9070931673049927,0.8999999761581421,0.9071169495582581,0.9071169495582581,0.9071169495582581,0.0
122.74374513378,-12.95777014266,5726737082696836224,0.0208,0.0171,0.756,0.0291,2.388,-2.316,0.032,-0.584,0.026,31,1.564,,1.055,15.046943,15.356518,14.568205,0.788313,,-32.12576139626,122.74375569398,-12.95776754508,0.798435,0.24891466183111624,1,0.7883129999999987,0.9390631318092346,0.9399218559265137,0.00010898713662754744,0.9398192763328552,0.9200000166893005,0.9398535490036011,0.9397792816162109,0.9398939609527588,0.0
122.75311591812,-12.96526211695,5726737082697580288,0.0666,0.0592,0.7537,0.0888,2.509,-2.469,0.094,-0.445,0.093,31,1.428,,1.042,17.365942,18.062271,16.585339,1.476932,,-32.13068713908,122.75312717879,-12.96526013941,0.782825,0.2678406045750361,1,1.476931999999998,0.9307445883750916,0.9307741522789001,1.7489261381342658e-06,0.9307740330696106,0.9200000166893005,0.9307741522789001,0.9307741522789001,0.9307741522789001,0.0
122.73199298171,-12.95631937248,5726737117056577152,0.0315,0.0255,0.7088,0.046,2.441,-2.284,0.047,-0.863,0.039,31,1.527,,1.182,15.694387,16.071976,15.123568,0.948408,,-32.12726738718,122.73200339815,-12.95631553874,0.751232,0.23666850783127608,1,0.9484079999999988,0.9455277919769287,0.9455277919769287,1.1102230246251565e-16,0.9455277919769287,0.9399999976158142,0.9455277919769287,0.9455277919769287,0.9455277919769287,0.0
122.73608092976,-12.94441146633,5726737151416312576,0.0125,0.0103,0.7305,0.0177,2.282,-2.177,0.019,-0.684,0.015,31,1.605,,1.006,13.999261,14.226481,13.601108,0.625374,24.7,-32.11473810762,122.73609085933,-12.94440842745,0.772827,0.22350715380428535,1,0.6253729999999997,0.9470726251602173,0.9512718319892883,0.00022062708740122616,0.9512324333190918,0.9399999976158142,0.9512718319892883,0.9512718319892883,0.9512718319892883,0.0
122.72103585811,-12.95396859485,5726737323215011840,0.0112,0.0092,0.7432,0.0158,2.456,-2.41,0.016,-0.473,0.013,31,1.613,,1.042,13.75729,13.975891,13.399026,0.576865,28.74,-32.12770525197,122.72104684855,-12.95396649377,0.785496,0.22464861717347495,1,0.5768650000000015,0.9442355632781982,0.9507852792739868,0.0005207593203522265,0.9505371451377869,0.9399999976158142,0.9507505297660828,0.9504940509796143,0.9507852792739868,0.0
122.72580978732,-12.94869364644,5726737357574746112,0.0179,0.0142,0.7432,0.0256,2.458,-2.42,0.026,-0.433,0.021,31,1.536,,1.048,14.803314,15.167887,14.262745,0.905142,,-32.12142187341,122.72582082232,-12.94869172304,0.785181,0.2206299361752849,1,0.9051419999999997,0.9265123009681702,0.9524881839752197,0.0032493139151483774,0.9514968991279602,0.9399999976158142,0.9524881839752197,0.9523711204528809,0.9524881839752197,0.0
122.74898691037,-12.93046527572,5726737495014439040,0.0158,0.0131,0.7481,0.0208,2.366,-2.312,0.024,-0.502,0.02,31,1.591,,0.951,14.365314,14.62618,13.953095,0.673084,22.58,-32.09805449629,122.74899745287,-12.93046304588,0.790461,0.21840755895507385,1,0.6730850000000004,0.9527942538261414,0.9534180164337158,6.337099330266938e-05,0.9533858895301819,0.9399999976158142,0.9534180164337158,0.9533766508102417,0.9534180164337158,0.0
122.80156899226,-12.92524106584,5726737628157815424,0.013,0.0114,0.7265,0.0176,2.421,-2.369,0.019,-0.495,0.017,31,1.68,,0.936,11.902919,12.004974,11.715639,0.289335,26.58,-32.07997606365,122.80157979646,-12.92523886511,0.778143,0.27845233666086094,1,0.28933500000000123,0.9190191626548767,0.9253939986228943,0.0004031469870824367,0.9251253604888916,0.9200000166893005,0.9252163171768188,0.9249942898750305,0.9253939986228943,0.0
122.80109400814,-12.90032217177,5726737804252083584,0.0113,0.0097,0.7423,0.014,2.486,-2.406,0.016,-0.623,0.015,31,1.485,,0.914,10.52357,11.009118,9.878145,1.130973,29.44,-32.05599400604,122.80110498062,-12.90031940455,0.7687689999999999,0.25743981557252477,1,1.130973000000001,0.9358732104301453,0.9358732104301453,1.1102230246251565e-16,0.9358732104301453,0.9200000166893005,0.9358732104301453,0.9358732104301453,0.9358732104301453,0.0
122.75235702442,-12.91278880342,5726737872970806656,0.0109,0.0089,0.8178,0.0151,2.307,-2.235,0.017,-0.572,0.014,31,1.65,,0.93,13.033124,13.189029,12.77115,0.417879,,-32.08012340006,122.75236721703,-12.91278626253,0.856984,0.20185924858731286,1,0.4178789999999992,0.9581859707832336,0.960071861743927,0.00022471960983239114,0.9598751664161682,0.9399999976158142,0.959926187992096,0.9597777724266052,0.960071861743927,0.0
122.77128819084,-12.89016368123,5726738079129225856,0.0189,0.0165,0.7443,0.0254,2.274,-2.228,0.027,-0.455,0.025,31,1.57,,1.005,14.826986,15.128539,14.362426,0.766113,,-32.05355302233,122.77129834966,-12.89016165737,0.786686,0.20650933838551042,1,0.7661130000000007,0.9540204405784607,0.9582504630088806,0.00027082004817202687,0.9581785798072815,0.9399999976158142,0.9582504630088806,0.9582294225692749,0.9582504630088806,0.0
122.8900498111,-12.92355114538,5726738177912355456,0.0275,0.0269,0.7654,0.0404,2.446,-2.383,0.04,-0.552,0.038,31,1.536,,1.08,15.689538,16.062473,15.150752,0.911721,,-32.05638592171,122.89006067814,-12.92354869419,0.807931,0.4054880753440229,1,0.911721,0.8464723229408264,0.8483851552009583,0.0002137224655598402,0.8482313752174377,0.8399999737739563,0.848298966884613,0.8482077717781067,0.8483476042747498,0.0
122.88575339788,-12.90613440776,5726738349711075840,0.1285,0.1293,0.6754,0.1742,2.674,-2.593,0.173,-0.654,0.177,31,1.492,,0.969,18.427555,18.842955,17.737854,1.105101,,-32.04061132217,122.88576522053,-12.90613150046,0.699779,0.38909239465161516,1,1.1051010000000012,0.8595099449157715,0.8595099449157715,0.0,0.8595099449157715,0.8399999737739563,0.8595099449157715,0.8595099449157715,0.8595099449157715,0.0
122.8911531391,-12.89210802612,5726738388366836352,0.0314,0.0326,0.7001,0.0518,2.493,-2.372,0.05,-0.769,0.05,31,1.508,,1.02,16.02875,16.46317,15.428303,1.034866,,-32.02570678197,122.8911639526,-12.89210460684,0.736591,0.39102003764609117,1,1.034867000000002,0.8544299602508545,0.8582183718681335,0.0002982179285027087,0.8581403493881226,0.8399999737739563,0.8582183718681335,0.8582183718681335,0.8582183718681335,0.0
122.85633404053,-12.903387164,5726738457086324096,0.02,0.0197,0.7996,0.0328,2.47,-2.455,0.033,-0.278,0.027,31,1.562,,0.994,15.049463,15.370952,14.565002,0.805949,,-32.04525842955,122.85634523334,-12.90338592817,0.842027,0.34237632448901706,1,0.805950000000001,0.8785252571105957,0.8893881440162659,0.0007257815450429916,0.8892540335655212,0.8799999952316284,0.8893881440162659,0.8893881440162659,0.8893881440162659,0.0
122.84113267507,-12.90781873396,5726738491446068992,0.0172,0.0178,0.77,0.025,2.457,-2.371,0.025,-0.642,0.025,31,1.577,,0.934,14.662276,14.94971,14.209062,0.740648,,-32.05331592716,122.84114348648,-12.90781587877,0.8123710000000001,0.32198449582179123,1,0.7406480000000002,0.9006954431533813,0.9015191197395325,7.468173862434924e-05,0.9014853239059448,0.8999999761581421,0.9015191197395325,0.9014758467674255,0.9015191197395325,0.0
122.86052160353,-12.87683409327,5726738624589042304,0.0263,0.0259,0.6864,0.0387,2.51,-2.469,0.038,-0.45,0.035,31,1.532,,1.005,15.668344,16.048233,15.125911,0.922322,,-32.0185410292,122.86053286206,-12.87683209459,0.7288830000000001,0.33673023488539217,1,0.9223219999999994,0.8684566020965576,0.8928048610687256,0.0013004062930122018,0.8926066756248474,0.8799999952316284,0.8928048610687256,0.8927934169769287,0.8928048610687256,0.0
122.85190104148,-12.88554962232,5726738628885013888,0.0233,0.0219,0.7587,0.0332,2.483,-2.422,0.033,-0.546,0.031,31,1.548,,0.944,15.369003,15.715961,14.85653,0.859431,,-32.02910855327,122.85191208625,-12.88554719602,0.8011670000000001,0.3265669763204156,1,0.8594310000000007,0.8983367681503296,0.8988438248634338,7.929297862574458e-05,0.8987913727760315,0.8799999952316284,0.8988290429115295,0.8987671136856079,0.8988438248634338,0.0
122.88458748669,-12.85785046733,5726739041201859712,0.0217,0.0206,0.7715,0.0341,2.405,-2.326,0.033,-0.61,0.032,31,1.55,,1.059,15.258835,15.596554,14.755554,0.841,,-31.99420957641,122.88459809142,-12.85784775604,0.813928,0.370333434058915,1,0.8409999999999993,0.8710456490516663,0.8718422055244446,0.00010469676635693759,0.8717476725578308,0.8600000143051147,0.8717787861824036,0.8716995716094971,0.8718255162239075,0.0
122.84178217249,-12.8714773879,5726739453519525120,0.0387,0.0386,0.749,0.0566,2.31,-2.212,0.057,-0.665,0.058,31,1.495,,0.97,16.460314,16.932117,15.826263,1.105854,,-32.01800982436,122.84179225781,-12.87147443453,0.781178,0.3050916664484213,1,1.1058540000000008,0.9083248376846313,0.9111197590827942,0.0002752792788669467,0.9109782576560974,0.8999999761581421,0.9111197590827942,0.910929262638092,0.9111197590827942,0.0
122.86424635304,-12.84701919233,5726739865832498816,0.0295,0.0279,0.8269,0.0462,2.358,-2.296,0.046,-0.537,0.042,31,1.524,,1.054,15.911856,16.309456,15.353344,0.956112,,-31.9887838028,122.86425682168,-12.84701680747,0.868906,0.3358494149532909,1,0.956112000000001,0.8915791511535645,0.893333911895752,0.00017139864212367684,0.8931963443756104,0.8799999952316284,0.8932532668113708,0.8931624293327332,0.8932973742485046,0.0
122.90024353358,-12.83379487674,5726739934555048832,0.0252,0.0248,0.7524,0.0397,2.403,-2.352,0.037,-0.494,0.037,31,1.541,,0.986,15.490356,15.847694,14.96854,0.879154,,-31.96705980943,122.90025425513,-12.8337926829,0.7948759999999999,0.3936531880557634,1,0.8791539999999998,0.8560067415237427,0.8564469814300537,5.359280476113781e-05,0.8564115166664124,0.8399999737739563,0.8564469814300537,0.8563933372497559,0.8564469814300537,0.0
122.88064607012,-12.83359459061,5726740003274530688,0.0296,0.0284,0.8096,0.0481,2.481,-2.444,0.047,-0.428,0.044,31,1.521,,0.929,15.929435,16.329058,15.362584,0.966474,,-31.97173148207,122.88065721142,-12.83359268655,0.850772,0.361807348166844,1,0.9664739999999998,0.8665862679481506,0.8773015141487122,0.0008173733949661255,0.8771175742149353,0.8600000143051147,0.8773015141487122,0.8773015141487122,0.8773015141487122,0.0
122.86820377756,-12.82664446428,5726740106353747712,0.0277,0.0256,0.7302,0.0418,2.36,-2.31,0.046,-0.485,0.044,31,1.532,,0.979,15.746729,16.119717,15.203937,0.91578,,-31.9680979419,122.86821430622,-12.82664230923,0.772739,0.34181224055917553,1,0.9157800000000016,0.8888393044471741,0.8897314667701721,7.921274664113298e-05,0.8896892666816711,0.8799999952316284,0.8897314667701721,0.8896743059158325,0.8897314667701721,0.0
122.86313686027,-12.81958534715,5726740209432963328,0.0273,0.0263,0.6887,0.0429,2.603,-2.546,0.042,-0.542,0.041,31,1.529,,1.011,15.812993,16.204376,15.267665,0.936711,,-31.96252824985,122.86314846614,-12.81958294018,0.73125,0.33422755575823615,1,0.9367110000000007,0.8006674647331238,0.8943052887916565,0.004261817783117294,0.8939547538757324,0.8799999952316284,0.8943052887916565,0.8943052887916565,0.8943052887916565,0.0
122.96153093337,-12.86211412027,5726744744918403712,0.0182,0.0171,0.715,0.0281,2.471,-2.403,0.028,-0.576,0.025,31,1.572,,0.982,14.742333,15.040253,14.286063,0.754189,,-31.97921163836,122.9615418874,-12.86211156029,0.7573719999999999,0.4954398607725878,1,0.7541899999999995,0.7799441814422607,0.7823440432548523,0.00013250271149445325,0.7823041677474976,0.7799999713897705,0.7823440432548523,0.782308042049408,0.7823440432548523,0.0
122.89412683213,-12.77832722067,5726746218091338496,0.0346,0.0339,0.7549,0.0531,2.417,-2.32,0.053,-0.678,0.053,31,1.511,,0.961,16.13007,16.557802,15.545583,1.012219,,-31.9149384427,122.89413740592,-12.77832420629,0.788085,0.3948137096294688,1,1.0122189999999982,0.8452127575874329,0.8556637167930603,0.0007049488485790789,0.8553966879844666,0.8399999737739563,0.8555906414985657,0.8553872108459473,0.8556637167930603,0.0
122.89179732336,-12.77334474751,5726746222387159168,0.0529,0.051,0.7147,0.0789,2.42,-2.355,0.08,-0.555,0.081,31,1.458,,0.989,16.953333,17.514105,16.2553,1.258804,,-31.91069816096,122.89180805625,-12.77334227875,0.745195,0.3931911802184286,1,1.2588050000000024,0.8563078045845032,0.8567584156990051,5.761282591265626e-05,0.8567328453063965,0.8399999737739563,0.8567584156990051,0.8567584156990051,0.8567584156990051,0.0
122.96163082721,-12.73527059789,5726746806499543808,0.0901,0.0826,0.7881,0.128,2.246,-2.166,0.134,-0.594,0.131,31,1.39,,1.06,17.96468,18.738625,17.122133,1.616491,,-31.8565356298,122.96164069618,-12.73526795792,0.814569,0.5202155086065883,1,1.6164919999999974,0.7626922726631165,0.7629031538963318,7.316073606489226e-06,0.762902557849884,0.7599999904632568,0.7629031538963318,0.7629031538963318,0.7629031538963318,0.0
123.01737166577,-12.76186755956,5726747214521628032,0.0126,0.0112,0.7748,0.0178,2.307,-2.268,0.018,-0.426,0.016,31,1.612,,0.953,13.604449,13.822907,13.245537,0.577371,14.65,-31.86838924904,123.01738200032,-12.76186566818,0.817049,0.596317380811979,1,0.5773700000000002,0.692197859287262,0.7007567882537842,0.0007919626659713686,0.7004664540290833,0.699999988079071,0.7007567882537842,0.7005175948143005,0.7007567882537842,0.0
122.43577374786,-13.10862611834,5727455544829380224,0.0187,0.0132,0.7476,0.0273,2.251,-2.207,0.029,-0.445,0.019,31,1.555,,1.017,15.221492,15.547665,14.727882,0.819782,,-32.34769608834,122.43578381768,-13.10862414058,0.7900050000000001,0.5828944298941734,1,0.819783000000001,0.7087942361831665,0.7119369506835938,0.0003153144789393991,0.7118092775344849,0.699999988079071,0.7119369506835938,0.7118646502494812,0.7119369506835938,0.0
122.51190643601,-13.09079807242,5727455750987776256,0.0106,0.0076,0.7617,0.0149,2.369,-2.299,0.016,-0.572,0.011,31,1.614,,0.983,13.633751,13.847331,13.282672,0.564659,,-32.31170490167,122.51191692473,-13.09079552943,0.803911,0.4893721472544972,1,0.5646590000000007,0.7816113233566284,0.7870330214500427,0.0002923309803009033,0.7868024110794067,0.7799999713897705,0.7868818640708923,0.7867318391799927,0.7869619727134705,0.0
122.46789605488,-13.09384676142,5727455888426749952,0.0576,0.0419,0.757,0.0884,2.566,-2.523,0.089,-0.466,0.061,31,1.422,,1.014,17.439419,18.124882,16.662916,1.461966,,-32.32549258416,122.46790756885,-13.09384469005,0.7858890000000001,0.531875547462467,1,1.4619660000000003,0.7536014914512634,0.7536014914512634,2.220446049250313e-16,0.7536014914512634,0.7400000095367432,0.7536014914512634,0.7536014914512634,0.7536014914512634,0.0
122.4789987988,-13.06287956941,5727456094585165568,0.0104,0.0075,0.7945,0.0153,2.376,-2.345,0.016,-0.385,0.01,31,1.649,,0.98,12.771564,12.924501,12.508934,0.415567,,-32.29279757326,122.47900949576,-13.0628778595,0.827795,0.47963662197603196,1,0.41556699999999935,0.7728257775306702,0.7944928407669067,0.002940549748018384,0.7931625247001648,0.7799999713897705,0.7941496968269348,0.7934087514877319,0.7944928407669067,0.0
122.43718682443,-13.07518037097,5727456713060477568,0.0095,0.0069,0.7831,0.0136,2.367,-2.305,0.014,-0.535,0.01,31,1.671,,0.918,12.465005,12.578155,12.263373,0.314782,,-32.31498654779,122.43719734254,-13.07517799226,0.820608,0.5387122950749367,1,0.314782000000001,0.7429522275924683,0.7481057643890381,0.000386196217732504,0.7478638887405396,0.7400000095367432,0.7479621171951294,0.7477825880050659,0.7481057643890381,0.0
122.43659595563,-13.04837544769,5727457086716047744,0.0094,0.007,0.7326,0.0136,2.185,-2.109,0.014,-0.574,0.01,31,1.626,,1.019,13.300383,13.490561,12.978827,0.511734,,-32.28919491419,122.43660557663,-13.04837289797,0.774796,0.506946149505764,1,0.5117339999999988,0.7733725309371948,0.7733725309371948,1.1102230246251565e-16,0.7733725309371948,0.7599999904632568,0.7733725309371948,0.7733725309371948,0.7733725309371948,0.0
