RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Solved,nueff,pscol,RUWE,Gmag,BPmag,RPmag,BP-RP,RV,ELAT,RAJ2000,DEJ2000,Plx_corr,cluster
120.97604763194,-11.91610080821,3037679013813372672,0.1841,0.1441,0.7221,0.2993,1.762,-1.173,0.268,-1.315,0.217,31,1.47,,0.986,19.412523,19.837828,18.797325,1.040503,,-31.54302579613,120.97605295863,-11.91609496558,0.7383409999999999,3
120.91778392582,-11.93783159701,3037679288691265664,0.425,0.3312,0.9032,0.6345,1.454,-0.889,0.573,-1.15,0.483,95,,1.3472,1.033,20.134151,20.730501,19.3536,1.376902,,-31.57780608964,120.91778796391,-11.93782648401,0.886936,3
120.95483573887,-11.92839720235,3037679636591582464,0.134,0.1193,0.7396,0.2267,3.419,-3.329,0.203,-0.779,0.172,95,,1.5338,1.125,18.776743,,,,,-31.55994683038,120.95485086284,-11.92839374232,0.756119,3
120.93282605073,-11.91868331449,3037679705305762432,0.022,0.0175,0.8144,0.0329,3.094,-2.163,0.033,-2.211,0.027,31,1.508,,0.975,15.765945,16.165089,15.111683,1.053406,,-31.55568602173,120.93283587794,-11.91867348691,0.856772,3
120.93836942945,-11.89900660187,3037680014543913216,0.2736,0.2116,0.7747,0.4485,3.503,-2.859,0.423,-2.024,0.335,95,,1.2994,0.99,19.987991,21.256132,18.875185,2.380947,,-31.53528265686,120.93838241583,-11.89899760826,0.7481490000000001,3
121.01855864944,-11.90200961979,3037680564302002816,0.0422,0.0337,0.6893,0.0685,2.0,-1.035,0.064,-1.711,0.052,31,1.456,,0.985,17.120518,17.690449,16.414501,1.275948,,-31.51935048533,121.01856334998,-11.9020020137,0.7193390000000001,3
121.04225936234,-11.89050029748,3037680594361358208,0.3521,0.2817,0.7965,0.6802,1.793,-1.749,0.517,0.397,0.451,31,1.553,,0.926,20.168825,20.373577,19.762014,0.611563,,-31.5026010043,121.0422673062,-11.89050206107,0.810128,3
121.06617225929,-11.8873866628,3037680804818083072,0.2192,0.1633,0.6668,0.3875,2.298,-1.892,0.335,-1.305,0.268,31,1.434,,1.036,19.45786,20.073359,18.745562,1.327797,,-31.49394764466,121.06618085253,-11.88738086312,0.6816009999999999,3
121.0662475171,-11.8627515534,3037681109757461888,0.0529,0.0421,0.8039,0.089,1.854,-1.721,0.079,-0.69,0.065,31,1.426,,0.989,17.438488,18.104204,16.666409,1.437796,,-31.4700190506,121.06625533242,-11.86274848624,0.8328509999999999,3
120.85449386413,-11.93652435373,3037682346707981184,0.5402,0.4235,0.6522,0.9296,1.278,-0.632,0.922,-1.111,0.61,95,,1.6185,1.023,20.583935,21.093128,19.946552,1.146576,,-31.59137949601,120.85449673382,-11.93651941483,0.69157,3
120.90339211384,-11.85975093398,3037683343140458112,0.1568,0.1242,0.7935,0.2454,2.148,-1.679,0.243,-1.341,0.183,31,1.392,,0.946,19.15764,19.942291,18.374708,1.567583,,-31.50537931076,120.90339973702,-11.85974497569,0.811928,3
120.96585183826,-11.8403016398,3037684683170272640,0.0914,0.0714,0.7696,0.142,1.785,-0.579,0.152,-1.688,0.11,31,1.434,,0.996,18.482662,19.082943,17.72804,1.354902,,-31.47183931228,120.96585446932,-11.840294136,0.7932899999999999,3
120.99015965092,-11.81177106233,3037685129846910080,0.2243,0.1765,0.72,0.3556,1.126,-0.928,0.357,-0.639,0.273,31,1.499,,0.992,19.73301,20.091915,19.26865,0.823265,,-31.43843240248,120.99016386244,-11.81176822427,0.733556,3
121.01166062417,-11.79949057608,3037685267285882624,0.3328,0.2684,0.8459,0.5213,0.655,-0.579,0.502,0.306,0.411,95,,1.3301,1.061,20.143957,20.65504,19.29254,1.362501,,-31.42145788049,121.0116632532,-11.79949193632,0.826047,3
121.1078421617,-11.81943312303,3037687230091232128,0.0245,0.0194,0.632,0.039,2.558,-2.362,0.036,-0.981,0.03,31,1.533,,0.993,15.917223,16.29187,15.37332,0.918551,,-31.41817418642,121.10785288597,-11.81942876143,0.673925,3
121.12514715398,-11.79785639973,3037687642405758720,0.587,0.4851,0.8285,0.7965,2.966,-1.733,0.796,-2.407,0.698,95,,1.3701,0.978,20.517447,21.187773,19.761738,1.426035,,-31.39315295957,121.12515502192,-11.79784570364,0.819653,3
121.13528755785,-11.77257770779,3037688531461073408,0.0703,0.0558,0.8272,0.1108,2.101,-2.092,0.11,0.196,0.087,31,1.376,,0.982,17.930393,18.747263,17.058247,1.689016,,-31.3662274837,121.13529705534,-11.7725785788,0.854041,3
121.21801084648,-11.74651141796,3037689184296145792,0.0966,0.0794,0.6686,0.1554,1.351,-1.098,0.15,-0.787,0.122,31,1.348,,0.981,18.439907,19.38895,17.513565,1.875385,,-31.32140360223,121.2180158313,-11.74650791807,0.692893,3
121.264820431,-11.71757122326,3037689734052002944,0.0855,0.0712,0.802,0.1344,0.998,-0.96,0.133,-0.273,0.109,31,1.362,,0.944,18.120073,19.079464,17.237326,1.842138,,-31.28225358499,121.26482478675,-11.71757000867,0.828003,3
121.22504054307,-11.70216069467,3037689978870063616,0.1478,0.1189,0.6982,0.2339,2.631,-2.368,0.226,-1.145,0.179,31,1.424,,1.03,18.942438,19.589743,18.205519,1.384224,,-31.2767025618,121.22505129179,-11.70215560472,0.719434,3
121.19385539528,-11.70182314165,3037690666062981504,0.344,0.2671,0.7746,0.5964,3.004,-2.619,0.581,-1.471,0.435,95,,1.2608,0.99,20.200611,20.93833,19.296503,1.641827,,-31.28373966171,121.19386728296,-11.70181660234,0.737393,3
121.24157300198,-11.68068103355,3037690764844212992,0.3694,0.2973,0.723,0.5124,1.896,-1.344,0.55,-1.337,0.448,95,,1.4536,1.057,19.992222,21.013285,19.050657,1.962627,,-31.25195111864,121.24157910299,-11.6806750933,0.726053,3
121.02455910277,-11.77895406933,3037691147101257728,0.0208,0.0166,0.6359,0.0315,2.032,-1.774,0.03,-0.991,0.024,31,1.551,,0.997,15.524337,15.856613,15.021891,0.834723,,-31.39848995512,121.02456715713,-11.77894966552,0.678582,3
121.08582147534,-11.73575488044,3037691726916801408,0.2566,0.2054,0.822,0.3813,2.613,-1.963,0.377,-1.725,0.309,95,,1.311,1.101,19.722565,20.512333,18.799843,1.71249,,-31.34214259697,121.08583038668,-11.7357472151,0.810835,3
121.007463248,-11.65979628211,3037693277405009792,0.1227,0.0957,0.8451,0.19,2.006,-1.98,0.197,-0.324,0.144,31,1.478,,0.997,18.795395,19.332928,18.189022,1.143906,,-31.2868316586,121.00747223171,-11.6597948404,0.8673029999999999,3
121.11811853656,-11.64934573843,3037693857224988288,0.3166,0.2529,0.7517,0.4403,3.938,-3.813,0.483,-0.984,0.387,95,,1.3582,1.08,19.867455,20.6704,19.023565,1.646835,,-31.25066371451,121.11813583985,-11.64934136484,0.741795,3
121.0946812505,-11.65613897308,3037694578775213568,0.2335,0.1795,0.8579,0.3895,0.497,-0.432,0.401,0.246,0.284,31,1.548,,1.016,19.71151,20.052038,19.244387,0.807651,,-31.2627758547,121.0946832112,-11.6561400684,0.873472,3
121.04724368803,-11.65830526018,3037694716214163712,0.3676,0.2694,0.8302,0.549,3.92,-3.888,0.568,-0.501,0.42,95,,1.3318,0.973,20.240522,20.913122,19.236279,1.676844,,-31.27603738796,121.04726133141,-11.65830303226,0.811211,3
121.058359377,-11.62183877069,3037694922372661376,0.1256,0.0934,0.6965,0.2012,1.704,-1.514,0.201,-0.782,0.146,31,1.455,,1.009,18.8384,19.407295,18.20166,1.205635,,-31.23802376173,121.05836624763,-11.62183529336,0.718373,3
121.06074215372,-11.62096097265,3037694922372661760,0.266,0.1994,0.7929,0.3975,2.825,-2.352,0.402,-1.564,0.301,95,,1.2695,1.037,19.70933,20.653727,18.852522,1.801205,,-31.2366114308,121.06075282672,-11.6209540226,0.7765930000000001,3
121.12592947861,-11.58358448053,3037695442071042048,0.1735,0.1313,0.7179,0.2668,3.969,-3.939,0.27,-0.483,0.203,95,,1.5751,1.046,19.173063,19.624222,18.598173,1.026049,,-31.18499174135,121.12594735068,-11.58358233248,0.734397,3
121.09983998226,-11.58793161681,3037695476428216064,0.0379,0.0286,0.7066,0.0599,3.626,-3.35,0.058,-1.386,0.044,31,1.471,,1.011,16.741312,17.261736,16.07258,1.189156,,-31.19535239468,121.09985518255,-11.58792545825,0.737851,3
121.26821793444,-11.68519278437,3037713407911791744,0.3763,0.2981,0.7657,0.583,3.644,-3.623,0.621,-0.394,0.489,95,,1.4218,1.059,20.132992,21.05012,19.231287,1.818832,,-31.25003023251,121.26823437536,-11.6851910321,0.7642140000000001,3
121.32741198488,-11.65362172082,3037713785868965760,0.1081,0.0853,0.8692,0.1719,1.806,-1.678,0.157,-0.667,0.127,95,,1.3529,1.008,18.624666,19.4972,17.74039,1.756809,,-31.20538614146,121.32741960141,-11.65361875814,0.894056,3
121.23759253008,-11.66748875352,3037714301265017344,0.1371,0.1146,0.7403,0.2196,1.782,-1.656,0.216,-0.658,0.178,31,1.492,,1.023,18.941053,19.395557,18.313808,1.081749,,-31.24008924394,121.23760004744,-11.66748582878,0.761747,3
121.26329486706,-11.63963716391,3037714477364410624,0.0582,0.049,0.7918,0.0901,1.78,-1.757,0.087,0.285,0.073,31,1.387,,1.195,17.244413,18.021803,16.353176,1.668627,,-31.20698629165,121.26330284118,-11.6396384284,0.8216509999999999,3
121.26823119579,-11.59920465851,3037715164559163520,0.0129,0.0104,0.7856,0.0208,2.375,-2.213,0.019,-0.862,0.015,31,1.589,,0.98,14.309424,14.566812,13.895584,0.671228,42.05,-31.16658194863,121.26824123699,-11.59920082525,0.828058,3
121.33923208745,-11.52965657688,3037717324922257280,0.1076,0.0879,0.8034,0.1671,3.281,-3.084,0.177,-1.12,0.13,31,1.333,,0.996,18.441118,19.424585,17.450182,1.974403,,-31.08229748005,121.33924607628,-11.52965160099,0.82795,3
121.13921479277,-11.56246207526,3037719012849909632,0.2858,0.216,0.8064,0.4383,1.638,-1.317,0.446,-0.974,0.333,95,,1.4471,0.957,19.866968,20.505442,19.049417,1.456024,,-31.16136017909,121.1392207678,-11.5624577448,0.810334,3
121.16862183285,-11.54850316264,3037719081569369984,0.0112,0.0086,0.7437,0.0182,3.999,-3.654,0.017,-1.624,0.013,31,1.582,,0.973,14.030048,14.304884,13.59631,0.708574,28.84,-31.14088298653,121.16863840953,-11.54849594412,0.7859320000000001,3
121.20317684629,-11.5220371081,3037719592664998272,0.1793,0.1325,0.8012,0.33,1.646,-1.108,0.281,-1.217,0.201,31,1.354,,0.997,19.231005,20.147263,18.324732,1.822531,,-31.10704807014,121.20318187312,-11.52203169931,0.81791,3
121.21887283379,-11.5067663539,3037719631322142976,0.3052,0.2269,0.6709,0.5698,2.607,-0.388,0.494,-2.578,0.354,31,1.518,,1.012,19.962345,20.265383,19.37533,0.890053,,-31.08852406975,121.21887459396,-11.50675489666,0.682969,3
121.28841998913,-11.51924505574,3037720146721193728,0.0209,0.0154,0.8376,0.0325,4.193,-3.685,0.03,-2.0,0.023,31,1.529,,0.989,15.44037,15.820096,14.886237,0.933859,,-31.08421235108,121.28843670441,-11.51923616476,0.880055,3
121.34562175206,-11.50359498644,3037720314219538048,0.3582,0.2804,0.8685,0.7365,2.487,-2.385,0.663,-0.704,0.455,31,1.425,,1.025,20.192268,20.811901,19.521189,1.290712,,-31.05549526767,121.34563256928,-11.5035918579,0.875218,3
121.31305249234,-11.47620269983,3037720662114546944,0.4197,0.316,0.8112,0.6835,1.326,-1.223,0.647,-0.513,0.486,95,,1.3595,0.991,20.14123,20.739805,19.365759,1.374046,,-31.03661804938,121.31305803845,-11.47620042161,0.797863,3
121.31592512116,-11.45849885677,3037721521110693632,0.0281,0.0208,0.6872,0.0431,4.488,-4.093,0.043,-1.842,0.03,31,1.522,,0.975,16.19224,16.592596,15.627347,0.965249,,-31.0187579504,121.31594368374,-11.45849067222,0.7203890000000001,3
121.30230957336,-11.42663270424,3037721830348336512,0.0147,0.0114,0.7117,0.0226,1.975,-0.697,0.021,-1.848,0.016,31,1.582,,0.996,14.728951,15.003211,14.296679,0.706533,,-30.99105065466,121.30231273397,-11.42662448987,0.754329,3
121.43179985701,-11.53051824517,3037722272724575488,0.1844,0.1284,0.833,0.3416,2.286,-1.29,0.284,-1.888,0.19,31,1.426,,1.046,19.23912,19.989874,18.545443,1.444431,,-31.06119676337,121.43180570644,-11.53050985386,0.85059,3
121.42610018149,-11.47678284252,3037723445255992448,0.0652,0.0507,0.7479,0.1025,4.24,-4.238,0.107,-0.148,0.078,31,1.463,,1.031,17.70523,18.251917,17.031696,1.220221,,-31.01041153767,121.42611940012,-11.47678218309,0.775881,3
121.49038016249,-11.42251310871,3037725502540188288,0.1641,0.1104,0.8435,0.2914,3.833,-3.782,0.282,0.622,0.17,95,,1.2409,1.009,19.186823,20.51742,18.062273,2.455147,,-30.94250265532,121.49039731178,-11.42251587507,0.860152,3
121.53455213367,-11.36898258637,3037726155375316480,0.1554,0.1044,0.6676,0.2946,1.361,-1.019,0.28,-0.902,0.162,95,,1.4703,1.03,19.194305,19.947226,18.400478,1.546747,,-30.88007445049,121.53455675533,-11.36897857725,0.6825749999999999,3
121.52806350483,-11.36404269764,3037726155377604224,0.1094,0.0818,0.8535,0.1868,3.68,-3.672,0.191,0.25,0.122,31,1.326,,0.979,18.795658,19.795864,17.80049,1.995375,,-30.87682371848,121.5280801511,-11.36404380773,0.8755860000000001,3
121.44886090212,-11.41525922494,3037727053030540160,0.3692,0.2621,0.764,0.6896,3.767,-3.692,0.612,-0.746,0.427,95,,1.3611,0.991,20.250145,21.138533,19.155893,1.982639,,-30.94531820346,121.44887764238,-11.41525590852,0.751741,3
121.39997935068,-11.41915414991,3037727151810008448,0.0453,0.034,0.8619,0.0732,2.83,-2.83,0.074,0.011,0.049,31,1.432,,0.981,17.196522,17.909328,16.396086,1.513243,,-30.96068460567,121.39999218284,-11.41915419741,0.8916,3
121.39953691028,-11.42592687105,3037727156107732224,0.0779,0.06,0.666,0.1314,4.065,-4.002,0.124,-0.713,0.088,95,,1.4956,1.034,18.104452,18.44205,17.412462,1.029589,,-30.96736135863,121.39955505476,-11.42592370332,0.686459,3
121.38080042123,-11.4175052466,3037727220527113728,0.2056,0.144,0.7565,0.3828,0.942,-0.94,0.352,0.056,0.216,31,1.378,,1.01,19.530533,20.262793,18.702665,1.560127,,-30.96362680612,121.38080468532,-11.41750549451,0.768705,3
121.33699496203,-11.44016741381,3037727430982741120,0.3024,0.2225,0.847,0.551,1.217,-1.217,0.525,-0.013,0.341,95,,1.3606,0.985,19.982866,20.528269,19.308308,1.219961,,-30.9959853733,121.33700047854,-11.44016735554,0.833602,3
121.3099468755,-11.40920227707,3037727804642682240,0.1793,0.1219,0.8748,0.3124,2.753,-2.75,0.277,-0.118,0.184,95,,1.4946,0.979,19.324432,20.139114,18.535315,1.6038,,-30.9723295581,121.3099593462,-11.40920175478,0.889313,3
121.47063402527,-11.38230016618,3037728629276453760,0.1736,0.1156,0.7619,0.3156,2.818,-2.39,0.293,-1.493,0.178,95,,1.3815,1.031,19.262482,20.031908,18.4228,1.609108,,-30.90817355487,121.47064485882,-11.38229352869,0.773788,3
121.46352637196,-11.36803549046,3037728938514125568,0.2669,0.1718,0.8492,0.4791,4.435,-4.296,0.45,-1.1,0.264,95,,1.4096,1.033,19.88207,20.79036,18.981833,1.808527,,-30.89601909366,121.46354584903,-11.36803060357,0.847194,3
121.49950309548,-11.34622306126,3037729385190759680,0.0809,0.0596,0.835,0.1312,4.101,-4.028,0.144,-0.768,0.093,31,1.367,,1.043,18.188747,19.041746,17.28848,1.753265,,-30.86631787383,121.49952135432,-11.3462196458,0.8604919999999999,3
121.43269708844,-11.35969528762,3037729664368844160,0.3302,0.2295,0.8367,0.5946,4.064,-4.053,0.53,0.298,0.357,95,,1.5296,1.023,20.079779,20.624172,19.465374,1.158798,,-30.89523630734,121.43271546382,-11.35969661235,0.853674,3
121.43508409802,-11.34187083892,3037729836167273856,0.0622,0.0471,0.8096,0.1096,3.993,-3.902,0.106,-0.847,0.069,31,1.462,,0.997,17.849504,18.404657,17.171085,1.233572,,-30.87737473494,121.43510178585,-11.34186707583,0.836792,3
121.19933210772,-11.47183770127,3037732992963058432,0.1497,0.115,0.7986,0.2517,2.657,-2.653,0.233,-0.15,0.177,95,,1.4252,1.021,18.992046,19.743097,18.224957,1.518141,,-31.05923002051,121.19934413998,-11.47183703338,0.816931,3
121.22398543335,-11.4388665147,3037733169057500800,0.2243,0.1576,0.8209,0.3773,2.12,-0.567,0.344,-2.043,0.25,31,1.337,,1.025,19.544373,20.47108,18.578243,1.892837,,-31.02141430036,121.22398800543,-11.43885743456,0.8317049999999999,3
121.19310748498,-11.43911177648,3037733405279980672,0.2025,0.1502,0.8782,0.3428,1.197,-1.196,0.294,-0.06,0.228,31,1.537,,0.999,19.34617,19.670094,18.902592,0.767502,,-31.0289315562,121.19311290817,-11.4391115105,0.896451,3
121.23269868325,-11.42696197751,3037733547014587136,0.102,0.0762,0.796,0.1668,3.846,-3.728,0.153,-0.946,0.114,95,,1.3899,1.014,18.422594,19.021679,17.276495,1.745184,,-31.00780449534,121.23271558552,-11.42695777206,0.8202240000000001,3
121.25464157668,-11.42524717271,3037733581376156032,0.4126,0.2936,0.7931,0.7286,4.163,-3.702,0.645,-1.905,0.479,95,,1.2898,1.055,20.232697,21.19859,19.162647,2.035942,,-31.00096293476,121.25465836241,-11.425238705,0.764023,3
121.22081125247,-11.412979815,3037733856256801664,0.067,0.051,0.774,0.1065,2.938,-2.937,0.099,-0.079,0.075,31,1.416,,0.997,17.772846,18.470707,17.004349,1.466358,,-30.99703636502,121.22082457082,-11.41297946219,0.8013520000000001,3
121.30306093546,-11.34409426183,3037740418966764160,0.0159,0.0114,0.6991,0.0244,2.33,-2.232,0.024,-0.667,0.017,31,1.562,,0.983,14.963515,15.277754,14.486103,0.791651,,-30.91076716767,121.30307105323,-11.34409129618,0.7416520000000001,3
121.3646569588,-11.30496839262,3037742033874422016,0.0313,0.0228,0.7728,0.0517,4.123,-4.123,0.05,0.004,0.034,31,1.497,,1.037,16.527096,16.975077,15.868687,1.10639,,-30.85823733561,121.36467564356,-11.30496840886,0.8049040000000001,3
121.63733440259,-11.39986937938,3037818690448111488,0.5918,0.4403,0.7787,0.9628,2.261,-1.889,0.933,-1.242,0.614,95,,1.7097,1.004,20.579771,21.116453,19.943373,1.17308,,-30.88557613759,121.63734296936,-11.39986385725,0.8339709999999999,3
121.68052669281,-11.34285885662,3037819343285370496,0.0299,0.0209,0.727,0.0498,3.475,-2.721,0.05,-2.162,0.03,31,1.5,,0.99,16.414888,16.86014,15.806155,1.053985,,-30.81997933189,121.68053902534,-11.34284924802,0.759432,3
121.59193377392,-11.33148179572,3037820202278869376,0.0224,0.0167,0.6432,0.0383,2.673,-0.808,0.036,-2.548,0.023,31,1.561,,1.01,15.780054,16.0931,15.304696,0.788404,,-30.8300482517,121.59193743627,-11.33147047125,0.686205,3
121.63001554264,-11.32525142687,3037820408439801216,0.0609,0.0435,0.6815,0.1021,3.418,-2.989,0.104,-1.659,0.061,95,,1.4304,1.055,17.669054,18.332592,16.906065,1.426527,,-30.81493870972,121.63002908892,-11.32524405452,0.708494,3
121.65127718807,-11.30808866822,3037820545876216448,0.073,0.0582,0.7354,0.1272,1.599,-0.409,0.121,-1.546,0.081,31,1.408,,0.975,18.062048,18.819548,17.255682,1.563866,,-30.79322518736,121.6512790428,-11.30808179761,0.761225,3
121.63236890618,-11.29102096622,3037820752034649600,0.0451,0.0326,0.6495,0.0755,3.527,-3.313,0.077,-1.209,0.046,31,1.441,,0.985,17.269041,17.87254,16.533432,1.339107,,-30.781172641,121.63238392207,-11.29101559242,0.6790459999999999,3
121.74110828571,-11.3201704793,3037820923833300864,0.0343,0.0237,0.7176,0.0585,3.952,-3.942,0.058,-0.276,0.034,31,1.431,,1.031,16.554287,17.199133,15.788239,1.410894,,-30.78351407236,121.74112615384,-11.32016925384,0.749171,3
121.76855083968,-11.27964061443,3037821507946046080,0.1716,0.1231,0.8311,0.2983,2.626,-2.603,0.301,0.349,0.176,31,1.351,,1.03,19.185232,20.014204,18.271036,1.743168,,-30.73764940927,121.7685626365,-11.27964216718,0.848522,3
121.79527244326,-11.25329363346,3037821675447955712,0.2183,0.1584,0.8818,0.3657,2.428,-1.937,0.378,-1.465,0.228,95,,1.4065,1.021,19.540218,20.390862,18.68601,1.704851,,-30.70571008866,121.79528122015,-11.2532871224,0.887579,3
121.73425713307,-11.26515165099,3037821778527164288,0.2485,0.1735,0.6738,0.4315,3.225,-2.613,0.404,-1.89,0.252,95,,1.3364,0.999,19.673355,20.837755,18.586681,2.251074,,-30.73178708403,121.73426897618,-11.26514325054,0.6683159999999999,3
121.69316027422,-11.29040054378,3037821984685582976,0.2021,0.1397,0.7274,0.3534,4.187,-4.186,0.35,-0.099,0.202,95,,1.3107,1.027,19.477161,20.565557,18.448242,2.117315,,-30.7660832936,121.69317924479,-11.29040010208,0.7281070000000001,3
121.66507957395,-11.25548488979,3037822362642722048,0.0925,0.0661,0.7607,0.1575,2.982,-2.646,0.159,-1.375,0.095,31,1.338,,1.305,18.00782,18.9872,16.997267,1.989933,,-30.73890898051,121.66509156647,-11.25547878064,0.7880870000000001,3
121.67587198474,-11.24053242268,3037822465721947520,0.2859,0.1898,0.7281,0.4838,2.492,-1.785,0.483,-1.739,0.277,95,,1.3199,1.049,19.868841,20.98849,18.859142,2.129347,,-30.7218327679,121.67588007208,-11.24052469421,0.711851,3
121.56803088389,-11.29668590156,3037823294655323648,0.0166,0.0125,0.7419,0.0273,3.923,-3.887,0.026,-0.532,0.018,31,1.563,,1.029,15.123941,15.433064,14.650406,0.782659,,-30.80197657458,121.56804850036,-11.29668353578,0.784567,3
121.51147281777,-11.3014895556,3037823427793680128,0.2603,0.1765,0.8716,0.4825,1.561,-1.515,0.44,0.376,0.268,95,,1.3532,1.005,19.885675,20.714567,19.05459,1.659977,,-30.82007366831,121.51147968225,-11.30149122779,0.8603820000000001,3
121.53015637835,-11.29875263534,3037823466454033024,0.1968,0.1329,0.8696,0.3655,1.212,-0.809,0.346,-0.902,0.203,31,1.441,,1.013,19.559702,20.183102,18.9029,1.280201,,-30.81298168678,121.5301600454,-11.29874862644,0.883179,3
121.58859932333,-11.29341319181,3037823638255213312,0.23,0.1483,0.8643,0.3761,0.613,-0.354,0.367,-0.5,0.213,95,,1.316,1.019,19.372902,20.299961,18.392788,1.907173,,-30.79391032978,121.58860092728,-11.29341096996,0.870157,3
121.61308057705,-11.27322419438,3037823771391986048,0.8112,0.6321,0.6737,0.9994,3.209,-2.241,1.244,-2.296,0.873,95,,1.5115,1.027,20.65623,21.415716,19.755514,1.660202,,-30.76849986733,121.61309073475,-11.27321398826,0.6937099999999999,3
121.58620436738,-11.26492096201,3037823943189767296,0.1146,0.0837,0.7853,0.1973,2.889,-2.821,0.195,-0.623,0.118,31,1.403,,1.031,18.803337,19.509624,17.994886,1.514738,,-30.76683827616,121.58621715162,-11.2649181917,0.807141,3
121.58042416808,-11.24935688223,3037824011909250560,0.0917,0.068,0.7558,0.1565,2.524,-2.02,0.159,-1.514,0.095,31,1.347,,1.047,18.434034,19.424189,17.477156,1.947033,,-30.75311289806,121.58043332143,-11.24935015409,0.780103,3
121.55152664231,-11.22269282717,3037825150078645120,0.8037,0.5737,0.6893,1.3943,1.303,-0.833,1.422,-1.002,0.766,95,,1.3769,1.018,20.783133,21.251972,19.74351,1.508463,,-30.73411026211,121.55153041594,-11.22268837466,0.6843790000000001,3
121.64298030439,-11.25470095857,3037825287522634112,0.1658,0.1108,0.8477,0.2841,2.262,-2.25,0.283,0.236,0.163,95,,1.4913,0.998,19.202387,19.76269,18.529009,1.233681,,-30.74341269576,121.64299049857,-11.25470200745,0.862931,3
121.62297472207,-11.24315123134,3037825351939968896,0.2008,0.1506,0.6854,0.3208,2.139,-1.249,0.336,-1.736,0.211,31,1.424,,1.005,19.27621,19.867115,18.61388,1.253235,,-30.73697103335,121.62298038392,-11.24314351438,0.7024050000000001,3
121.63287872607,-11.21313233904,3037825695537372288,0.1221,0.085,0.8368,0.2129,1.469,-1.461,0.211,0.151,0.126,95,,1.281,1.066,18.695118,19.905998,17.618261,2.287737,,-30.70549208679,121.63288534506,-11.21313301095,0.867483,3
121.69891572134,-11.19591446201,3037825974714822656,0.1552,0.1067,0.7766,0.2694,2.136,-1.919,0.296,-0.939,0.159,95,,1.2687,1.009,18.998991,19.99949,18.05998,1.93951,,-30.67305958163,121.69892441388,-11.195910287,0.8034979999999999,3
121.66325819296,-11.19044071301,3037826112153792000,0.0309,0.022,0.7302,0.0519,2.837,-2.822,0.05,-0.287,0.031,31,1.495,,1.004,16.452564,16.917543,15.835157,1.082386,,-30.67624605482,121.66327097981,-11.19043943824,0.762497,3
