RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Solved,nueff,pscol,RUWE,Gmag,BPmag,RPmag,BP-RP,RV,ELAT,RAJ2000,DEJ2000,Plx_corr
122.35868859994,-13.21290905469,5727453036568535552,0.0107,0.0076,0.7274,0.0149,2.151,-2.135,0.016,-0.262,0.011,31,1.685,,0.905,12.383862,12.475299,12.219591,0.255708,,-32.46754979894,122.35869834812,-13.21290788886,0.7671600000000001
122.6005943779,-13.02324826168,5727462348057701376,0.0149,0.0108,0.7595,0.0208,2.328,-2.328,0.022,-0.013,0.015,31,1.589,,0.977,14.370971,14.630706,13.958274,0.672432,29.34,-32.22448438496,122.60060499935,-13.02324820249,0.80182
122.55933848289,-13.00249753948,5727462657295145216,0.0203,0.0151,0.812,0.0303,2.254,-2.253,0.03,-0.069,0.02,31,1.683,,1.251,11.383879,11.473941,11.206338,0.267603,14.09,-32.21458668759,122.55934876147,-13.00249723082,0.8585910000000001
122.59568704,-12.89829403456,5727465784031289344,0.0113,0.0083,0.7729,0.0152,2.246,-2.244,0.017,-0.111,0.012,31,1.63,,0.972,12.827418,13.011787,12.516235,0.495552,34.37,-32.10481106039,122.59569726958,-12.89829354165,0.8043290000000001
122.58707235662,-12.86644952925,5727468945127213312,0.0877,0.0708,0.7341,0.1235,2.074,-2.062,0.144,-0.219,0.11,31,1.389,,1.016,17.934431,18.718523,17.09791,1.620613,,-32.07612557509,122.58708175915,-12.86644855763,0.760741
122.20366556516,-12.99024849828,5727471487748044032,0.0289,0.0215,0.7042,0.0449,2.208,-2.161,0.044,-0.452,0.029,31,1.456,,1.025,16.237015,16.807354,15.525974,1.28138,,-32.29003059499,122.20367542329,-12.99024649148,0.736618
122.10531711785,-12.86448910509,5727478428416486144,0.0514,0.0381,0.6929,0.0773,2.323,-2.281,0.077,-0.439,0.053,95,,1.4491,1.068,17.270504,17.886263,16.51246,1.373802,,-32.19226586866,122.10532751589,-12.86448715449,0.720158
122.67600713156,-12.88697586225,5727488392739094656,0.0308,0.0251,0.7638,0.0452,2.527,-2.522,0.044,-0.148,0.036,31,1.449,,1.013,16.100084,16.686628,15.361258,1.32537,,-32.07403698051,122.67601863079,-12.88697520332,0.7965800000000001
122.85632149619,-12.78541504152,5727490935359634560,0.0496,0.0426,0.7408,0.0701,2.344,-2.336,0.077,-0.187,0.074,31,1.468,,0.991,16.726362,17.264675,16.079126,1.185549,,-31.93117215193,122.8563321432,-12.78541421157,0.77201
122.71604255004,-12.79343241951,5727491588194716544,0.016,0.014,0.7639,0.0219,2.147,-1.961,0.025,-0.875,0.022,31,1.641,,1.338,13.00872,13.173704,12.728235,0.445469,,-31.97365480386,122.71605148706,-12.79342853081,0.801531
