RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Solved,nueff,pscol,RUWE,Gmag,BPmag,RPmag,BP-RP,RV,ELAT,RAJ2000,DEJ2000,Plx_corr
122.48086388747,-13.40858011558,5725195086362592896,0.0091,0.0076,0.7372,0.0136,2.353,-2.286,0.013,-0.556,0.01,31,1.625,,0.988,13.472965,13.666136,13.149684,0.516452,,-32.62677706958,122.48087433352,-13.40857764501,0.779411
122.41419604065,-13.31485008955,5725199621848057984,0.0086,0.0071,0.7725,0.0128,2.388,-2.311,0.012,-0.6,0.01,31,1.603,,0.93,13.363639,13.594479,12.984633,0.609845,38.47,-32.55253367565,122.41420659695,-13.31484742205,0.814383
122.25076116513,-13.17047863115,5725956017127403648,0.0172,0.0129,0.7394,0.0263,2.385,-2.347,0.027,-0.421,0.018,31,1.56,,1.056,14.92669,15.24017,14.44282,0.797351,,-32.45296218637,122.25077187859,-13.17047676146,0.781669
122.10340564001,-13.06457666366,5725970276418851328,0.0126,0.0091,0.7605,0.0178,2.361,-2.301,0.019,-0.531,0.012,31,1.601,,0.998,13.934523,14.170032,13.552169,0.617864,24.37,-32.38646174051,122.10341613701,-13.06457430288,0.8026979999999999
122.77514461457,-13.47997859179,5726679491477381504,0.0099,0.0081,0.6943,0.0144,2.384,-2.35,0.014,-0.4,0.011,31,1.648,,1.056,13.190701,13.337885,12.910949,0.426936,,-32.62293554362,122.77515535426,-13.47997681325,0.7366670000000001
122.73624751764,-13.47753088601,5726679633214860928,0.0129,0.0106,0.7834,0.0185,2.562,-2.527,0.019,-0.423,0.015,31,1.587,,1.116,14.18648,14.451936,13.763537,0.688398,25.56,-32.63023528292,122.73625906589,-13.4775290072,0.825525
122.78368365523,-13.41520916464,5726681488640685184,0.0423,0.0363,0.7713,0.0663,2.314,-2.275,0.064,-0.424,0.051,31,1.46,,1.011,16.854256,17.403913,16.152836,1.251078,,-32.55819490578,122.78369405069,-13.41520728195,0.80204
122.73184830025,-13.39906024329,5726682381993905024,0.0422,0.0337,0.808,0.0587,2.485,-2.419,0.063,-0.569,0.049,31,1.47,,0.988,16.782969,17.320848,16.116566,1.204283,,-32.55545734659,122.73185935349,-13.39905771223,0.839032
122.56110691091,-13.42478775587,5726684271779588736,0.0341,0.0254,0.7642,0.0499,2.273,-2.225,0.051,-0.461,0.037,31,1.497,,0.974,16.478354,16.935442,15.857834,1.077608,,-32.6226350709,122.56111707925,-13.42478570522,0.796305
122.59083199622,-13.3903477136,5726684512297748608,0.0138,0.0106,0.7817,0.021,2.272,-2.211,0.021,-0.524,0.015,31,1.697,,1.225,11.930988,12.001231,11.799554,0.201677,19.02,-32.58197557789,122.59084209759,-13.39034538435,0.834455
122.6964952097,-13.34452076606,5726685817967741568,0.0529,0.0442,0.8072,0.0784,2.362,-2.299,0.077,-0.542,0.063,31,1.443,,1.037,17.24651,17.84964,16.511494,1.338146,,-32.51149114006,122.69650571046,-13.34451835754,0.8367180000000001
