RAJ2000,DEJ2000,pmRA,pmDE,Gmag,BP-RP,Plx,cluster
120.77480987849,-12.16391232985,-1.933,-0.784,19.835163,0.947681,0.7845,1
120.82887213486,-12.10236689168,-2.117,-0.285,20.013603,1.079302,0.6575,1
120.83070556003,-12.10019315516,-1.898,-0.17,18.199812,1.300608,0.6073,1
120.80702928259,-12.06706671733,-2.457,1.114,20.039885,0.902227,0.6662,1
120.86197455992,-12.0676994429,-1.53,-0.294,19.64379,0.814356,0.6622,1
120.84619607978,-12.05812775431,-3.966,1.059,15.058605,0.755533,0.6137,1
120.88288540759,-12.00219899769,-0.709,0.608,19.199148,0.917719,0.6314,1
120.8358188483,-12.03462682066,-0.763,-1.769,16.235035,1.042976,0.6337,1
120.85028633019,-12.00816654102,-1.195,-0.323,20.17492,1.568064,0.7563,1
120.82863611177,-11.95726287568,-2.268,0.805,12.007233,0.557157,0.7827,1
120.93792427297,-11.95825916339,-0.867,0.471,19.707727,0.836126,0.6826,1
120.96932233094,-11.97098188018,-1.443,1.21,19.967115,0.881344,0.5958,1
120.96817785069,-11.95625621284,-0.747,1.041,16.675667,1.071047,0.6563,1
120.97605295863,-11.91609496558,-1.173,-1.315,19.412523,1.040503,0.7221,1
120.87965515061,-11.93308594022,-2.009,1.113,20.426085,1.39835,0.6732,1
120.90413782694,-11.91961105743,-2.851,0.16,18.7973,1.36163,0.7121,1
120.96955589737,-11.91953033803,-2.585,1.306,20.3551,1.088034,0.6175,1
120.95811769821,-11.89515792266,-1.535,0.94,19.737127,1.409746,0.6015,1
120.91501740373,-11.89425978853,-3.85,-0.255,18.669289,1.84289,0.5901,1
120.99401119196,-11.9042687382,-1.797,0.685,11.042953,1.102781,0.7257,1
121.0422673062,-11.89050206107,-1.749,0.397,20.168825,0.611563,0.7965,1
121.06618085253,-11.88738086312,-1.892,-1.305,19.45786,1.327797,0.6668,1
121.09542684734,-11.86618639431,-2.496,0.75,19.50287,1.556669,0.6459,1
