RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Solved,nueff,pscol,RUWE,Gmag,BPmag,RPmag,BP-RP,RV,ELAT,RAJ2000,DEJ2000,Plx_corr,cluster
120.82886251089,-12.10236815819,3036174503951833984,0.3092,0.246,0.6575,0.5399,2.136,-2.117,0.436,-0.285,0.358,31,1.45,,1.046,20.013603,20.62064,19.541338,1.079302,,-31.75839884852,120.82887213486,-12.10236689168,0.665763,2
120.83069693445,-12.10019391219,3036174538311575808,0.0746,0.0571,0.6073,0.1241,1.905,-1.898,0.12,-0.17,0.091,31,1.443,,1.031,18.199812,18.8196,17.518991,1.300608,,-31.75585798475,120.83070556003,-12.10019315516,0.632523,2
120.80701811394,-12.06706176661,3036174881909004544,0.3465,0.2689,0.6662,0.5719,2.698,-2.457,0.495,1.114,0.432,31,1.484,,0.966,20.039885,20.399418,19.49719,0.902227,,-31.72923979014,120.80702928259,-12.06706671733,0.6762050000000001,2
120.86196760741,-12.06770074892,3036176221938799744,0.2272,0.1742,0.6622,0.3983,1.558,-1.53,0.337,-0.294,0.268,31,1.528,,1.067,19.64379,19.978436,19.16408,0.814356,,-31.71698005955,120.86197455992,-12.0676994429,0.6777070000000001,2
120.84617805485,-12.05812304778,3036176432395651584,0.0166,0.0125,0.6137,0.0255,4.105,-3.966,0.026,1.059,0.02,31,1.571,,1.014,15.058605,15.354387,14.598854,0.755533,,-31.71138470904,120.84619607978,-12.05812775431,0.656281,2
120.88288218641,-12.00219629671,3036177046572620800,0.1555,0.1174,0.6314,0.2788,0.934,-0.709,0.234,0.608,0.181,31,1.512,,1.014,19.199148,19.60333,18.685612,0.917719,,-31.64848155156,120.88288540759,-12.00219899769,0.650705,2
120.96931577676,-11.97097650201,3037678571434906496,0.3042,0.2362,0.5958,0.479,1.883,-1.443,0.436,1.21,0.346,31,1.494,,0.997,19.967115,20.329948,19.448605,0.881344,,-31.59787642713,120.96932233094,-11.97098188018,0.606685,2
120.96817445494,-11.95625158707,3037678777595616384,0.0347,0.0272,0.6563,0.0556,1.281,-0.747,0.053,1.041,0.043,31,1.496,,1.0,16.675667,17.133875,16.062828,1.071047,,-31.58385124249,120.96817785069,-11.95625621284,0.687952,2
120.87964602359,-11.93308099317,3037679529209437440,0.479,0.3842,0.6732,0.7257,2.297,-2.009,0.717,1.113,0.575,95,,1.4669,1.053,20.426085,21.130949,19.7326,1.39835,,-31.58214091722,120.87965515061,-11.93308594022,0.682683,2
120.96954415683,-11.91952453543,3037679735367875584,0.4657,0.3699,0.6175,0.7056,2.896,-2.585,0.633,1.306,0.523,95,,1.5105,0.952,20.3551,20.827465,19.739431,1.088034,,-31.54787777642,120.96955589737,-11.91953033803,0.6342070000000001,2
120.95811072663,-11.89515374514,3037679842744640384,0.2335,0.1766,0.6015,0.3712,1.8,-1.535,0.347,0.94,0.265,95,,1.4031,0.977,19.737127,20.459993,19.050247,1.409746,,-31.52690633988,120.95811769821,-11.89515792266,0.6019610000000001,2
120.91499991773,-11.89426092329,3037679980186365056,0.1009,0.0781,0.5901,0.1554,3.858,-3.85,0.159,-0.255,0.12,95,,1.3328,1.024,18.669289,19.598995,17.756105,1.84289,,-31.53616046843,120.91501740373,-11.89425978853,0.616037,2
121.09541551286,-11.86618305907,3037680937958765696,0.202,0.1658,0.6459,0.3316,2.606,-2.496,0.295,0.75,0.247,95,,1.4388,0.985,19.50287,20.239445,18.682775,1.556669,,-31.46647715877,121.09542684734,-11.86618639431,0.654993,2
121.07635624852,-11.86519587582,3037681109757458304,0.3921,0.293,0.6223,0.7281,1.544,-1.188,0.589,0.986,0.454,95,,1.3793,0.997,20.228344,20.845274,19.6176,1.227675,,-31.47001033494,121.07636164457,-11.86520025618,0.613355,2
121.01876439313,-11.85787293975,3037681869971920000,0.0556,0.046,0.6317,0.0893,3.392,-3.304,0.084,0.765,0.068,31,1.461,,1.024,17.599346,18.141903,16.932035,1.209868,,-31.47645978721,121.01877939953,-11.85787634135,0.660216,2
120.98606825983,-11.83410005966,3037682144849833472,0.0321,0.0255,0.608,0.0488,3.279,-3.279,0.049,0.053,0.039,31,1.503,,0.998,16.63608,17.077251,16.036453,1.040798,,-31.46106979052,120.98608314871,-11.83410029737,0.639834,2
121.02749360407,-11.82728394191,3037682213571834624,0.0745,0.058,0.5992,0.1168,1.556,-1.47,0.111,-0.508,0.088,95,,1.3924,1.237,17.661152,18.296534,16.856764,1.43977,,-31.44471406933,121.02750028123,-11.82728168391,0.6295649999999999,2
120.84153165089,-11.91976909552,3037682449787206784,0.1499,0.1214,0.5814,0.2679,0.938,-0.77,0.23,-0.536,0.178,31,1.512,,1.004,19.204523,19.64145,18.717836,0.923615,,-31.57814817386,120.8415351471,-11.91976671437,0.6006400000000001,2
120.86079709019,-11.9194623405,3037682557166773120,0.0162,0.0131,0.6224,0.0261,3.919,-3.912,0.026,-0.244,0.02,31,1.525,,1.007,15.217285,15.60458,14.659405,0.945175,,-31.57333703295,120.86081485889,-11.9194612545,0.6646029999999999,2
120.86437539664,-11.8859633742,3037682793384618368,0.2722,0.2244,0.5928,0.4707,1.693,-1.251,0.403,1.141,0.331,31,1.492,,1.304,19.625614,20.018616,18.989086,1.02953,,-31.53997425474,120.86438107694,-11.88596844501,0.607253,2
120.87142675519,-11.88152982408,3037683171341745280,0.37,0.2887,0.6747,0.6654,0.806,-0.664,0.601,0.457,0.445,31,1.518,,1.009,20.220638,20.524727,19.81357,0.711157,,-31.53401742317,120.8714297707,-11.88153185566,0.6864439999999999,2
120.94158881307,-11.84494679809,3037684648810530560,0.0282,0.0226,0.6499,0.0444,1.183,-1.105,0.044,-0.424,0.035,31,1.468,,1.059,16.350637,16.864586,15.643818,1.220768,,-31.48204552383,120.94159382946,-11.84494491234,0.682169,2
