RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Solved,nueff,pscol,RUWE,Gmag,BPmag,RPmag,BP-RP,RV,ELAT,RAJ2000,DEJ2000,Plx_corr,cluster
120.82886251089,-12.10236815819,3036174503951833984,0.3092,0.246,0.6575,0.5399,2.136,-2.117,0.436,-0.285,0.358,31,1.45,,1.046,20.013603,20.62064,19.541338,1.079302,,-31.75839884852,120.82887213486,-12.10236689168,0.665763,4
120.80701811394,-12.06706176661,3036174881909004544,0.3465,0.2689,0.6662,0.5719,2.698,-2.457,0.495,1.114,0.432,31,1.484,,0.966,20.039885,20.399418,19.49719,0.902227,,-31.72923979014,120.80702928259,-12.06706671733,0.6762050000000001,4
120.86196760741,-12.06770074892,3036176221938799744,0.2272,0.1742,0.6622,0.3983,1.558,-1.53,0.337,-0.294,0.268,31,1.528,,1.067,19.64379,19.978436,19.16408,0.814356,,-31.71698005955,120.86197455992,-12.0676994429,0.6777070000000001,4
120.84617805485,-12.05812304778,3036176432395651584,0.0166,0.0125,0.6137,0.0255,4.105,-3.966,0.026,1.059,0.02,31,1.571,,1.014,15.058605,15.354387,14.598854,0.755533,,-31.71138470904,120.84619607978,-12.05812775431,0.656281,4
120.88288218641,-12.00219629671,3036177046572620800,0.1555,0.1174,0.6314,0.2788,0.934,-0.709,0.234,0.608,0.181,31,1.512,,1.014,19.199148,19.60333,18.685612,0.917719,,-31.64848155156,120.88288540759,-12.00219899769,0.650705,4
120.93792033315,-11.95825706824,3037678464057534720,0.2647,0.1967,0.6826,0.4315,0.987,-0.867,0.418,0.471,0.304,31,1.507,,0.982,19.707727,20.11004,19.273914,0.836126,,-31.59290670937,120.93792427297,-11.95825916339,0.6967329999999999,4
120.96931577676,-11.97097650201,3037678571434906496,0.3042,0.2362,0.5958,0.479,1.883,-1.443,0.436,1.21,0.346,31,1.494,,0.997,19.967115,20.329948,19.448605,0.881344,,-31.59787642713,120.96932233094,-11.97098188018,0.606685,4
120.96817445494,-11.95625158707,3037678777595616384,0.0347,0.0272,0.6563,0.0556,1.281,-0.747,0.053,1.041,0.043,31,1.496,,1.0,16.675667,17.133875,16.062828,1.071047,,-31.58385124249,120.96817785069,-11.95625621284,0.687952,4
120.87964602359,-11.93308099317,3037679529209437440,0.479,0.3842,0.6732,0.7257,2.297,-2.009,0.717,1.113,0.575,95,,1.4669,1.053,20.426085,21.130949,19.7326,1.39835,,-31.58214091722,120.87965515061,-11.93308594022,0.682683,4
120.90412487436,-11.91961034771,3037679563569184000,0.118,0.0983,0.7121,0.1805,2.856,-2.851,0.187,0.16,0.152,31,1.428,,1.036,18.7973,19.42811,18.06648,1.36163,,-31.5633218658,120.90413782694,-11.91961105743,0.7341479999999999,4
120.96954415683,-11.91952453543,3037679735367875584,0.4657,0.3699,0.6175,0.7056,2.896,-2.585,0.633,1.306,0.523,95,,1.5105,0.952,20.3551,20.827465,19.739431,1.088034,,-31.54787777642,120.96955589737,-11.91953033803,0.6342070000000001,4
120.95811072663,-11.89515374514,3037679842744640384,0.2335,0.1766,0.6015,0.3712,1.8,-1.535,0.347,0.94,0.265,95,,1.4031,0.977,19.737127,20.459993,19.050247,1.409746,,-31.52690633988,120.95811769821,-11.89515792266,0.6019610000000001,4
121.09541551286,-11.86618305907,3037680937958765696,0.202,0.1658,0.6459,0.3316,2.606,-2.496,0.295,0.75,0.247,95,,1.4388,0.985,19.50287,20.239445,18.682775,1.556669,,-31.46647715877,121.09542684734,-11.86618639431,0.654993,4
121.07635624852,-11.86519587582,3037681109757458304,0.3921,0.293,0.6223,0.7281,1.544,-1.188,0.589,0.986,0.454,95,,1.3793,0.997,20.228344,20.845274,19.6176,1.227675,,-31.47001033494,121.07636164457,-11.86520025618,0.613355,4
120.96954740642,-11.87382714978,3037681560731508736,0.2355,0.1885,0.7036,0.3687,3.755,-3.691,0.341,0.69,0.277,95,,1.4012,1.215,19.583384,20.340061,18.802084,1.537977,,-31.50351671152,120.96956416798,-11.87383021649,0.707749,4
121.01876439313,-11.85787293975,3037681869971920000,0.0556,0.046,0.6317,0.0893,3.392,-3.304,0.084,0.765,0.068,31,1.461,,1.024,17.599346,18.141903,16.932035,1.209868,,-31.47645978721,121.01877939953,-11.85787634135,0.660216,4
120.98606825983,-11.83410005966,3037682144849833472,0.0321,0.0255,0.608,0.0488,3.279,-3.279,0.049,0.053,0.039,31,1.503,,0.998,16.63608,17.077251,16.036453,1.040798,,-31.46106979052,120.98608314871,-11.83410029737,0.639834,4
120.84021526692,-11.93115469358,3037682419727828608,0.0469,0.0381,0.6743,0.0759,3.591,-3.585,0.076,0.206,0.058,31,1.407,,1.013,17.464705,18.18789,16.65173,1.536159,,-31.58951105994,120.84023155023,-11.93115561024,0.703197,4
120.86079709019,-11.9194623405,3037682557166773120,0.0162,0.0131,0.6224,0.0261,3.919,-3.912,0.026,-0.244,0.02,31,1.525,,1.007,15.217285,15.60458,14.659405,0.945175,,-31.57333703295,120.86081485889,-11.9194612545,0.6646029999999999,4
120.86437539664,-11.8859633742,3037682793384618368,0.2722,0.2244,0.5928,0.4707,1.693,-1.251,0.403,1.141,0.331,31,1.492,,1.304,19.625614,20.018616,18.989086,1.02953,,-31.53997425474,120.86438107694,-11.88596844501,0.607253,4
120.87142675519,-11.88152982408,3037683171341745280,0.37,0.2887,0.6747,0.6654,0.806,-0.664,0.601,0.457,0.445,31,1.518,,1.009,20.220638,20.524727,19.81357,0.711157,,-31.53401742317,120.8714297707,-11.88153185566,0.6864439999999999,4
120.94158881307,-11.84494679809,3037684648810530560,0.0282,0.0226,0.6499,0.0444,1.183,-1.105,0.044,-0.424,0.035,31,1.468,,1.059,16.350637,16.864586,15.643818,1.220768,,-31.48204552383,120.94159382946,-11.84494491234,0.682169,4
120.91144344712,-11.83359141083,3037684893628934144,0.0598,0.0473,0.6298,0.0916,0.796,-0.793,0.092,-0.066,0.07,31,1.457,,1.012,17.769794,18.339508,17.08195,1.257559,,-31.47809374547,120.91144704731,-11.83359111796,0.6573720000000001,4
121.00137127391,-11.81597066639,3037685129846903424,0.2977,0.2276,0.72,0.4808,2.507,-2.413,0.449,0.679,0.354,95,,1.3324,1.068,19.95042,20.860428,18.98614,1.874289,,-31.43987436629,121.00138223166,-11.81597368517,0.702162,4
120.96016167691,-11.81039028892,3037685370365080832,0.3877,0.3109,0.6367,0.6813,1.242,-0.709,0.619,1.019,0.481,95,,1.5685,0.976,20.357811,20.886362,19.67867,1.207691,,-31.44413769465,120.96016489823,-11.81039481953,0.663938,4
120.90402380025,-11.80451797705,3037685851404467840,0.089,0.0708,0.6811,0.1437,4.102,-4.06,0.139,0.586,0.107,31,1.413,,0.933,18.49499,19.177916,17.678867,1.499048,,-31.45160641231,120.90404223533,-11.80452058325,0.704673,4
121.11170996769,-11.86692355092,3037686744754548864,0.0435,0.034,0.6178,0.069,3.109,-2.771,0.067,1.409,0.053,31,1.53,,1.113,16.867239,17.226217,16.290857,0.93536,,-31.4633542397,121.1117225525,-11.86692981462,0.649317,4
121.09318255568,-11.85359731376,3037686813474039296,0.2105,0.1749,0.6436,0.3357,1.333,-1.263,0.309,0.427,0.27,31,1.483,,1.016,19.584044,20.112873,19.023441,1.089432,,-31.45478815123,121.0931882893,-11.85359921305,0.65821,4
121.13407974879,-11.81433831792,3037687195734040192,1.1727,0.9552,0.6464,1.1805,2.18,-2.179,1.486,-0.073,1.298,95,,1.5365,0.998,20.594793,20.740704,20.322691,0.418013,,-31.40704282764,121.13408964226,-11.81433799345,0.6705139999999999,4
121.14072530463,-11.79176398384,3037687603748102784,1.11,0.8679,0.6939,1.1434,1.028,-1.023,1.403,0.098,1.25,95,,1.5709,0.951,20.626682,21.221308,19.988747,1.232561,,-31.3835661836,121.1407299493,-11.79176442092,0.724772,4
121.05673953823,-11.77216377222,3037688325302643584,0.272,0.2205,0.6919,0.3926,0.846,-0.838,0.398,0.117,0.33,95,,1.3119,0.966,19.915213,20.61972,19.08221,1.53751,,-31.38432892464,121.05674334295,-11.77216429414,0.671661,4
121.07229899689,-11.77129352139,3037688359662383360,0.5356,0.4386,0.609,0.7562,1.227,-1.192,0.963,0.293,0.677,31,1.499,,0.976,20.481707,20.847937,20.106133,0.741804,,-31.37982199366,121.07230440621,-11.77129482418,0.619594,4
121.10300969795,-11.77988247412,3037688462741584384,0.4573,0.3707,0.6247,0.7694,2.266,-2.164,0.651,0.671,0.559,31,1.483,,1.013,20.449354,20.797142,19.849756,0.947386,,-31.38092573505,121.10301952381,-11.77988545478,0.6343770000000001,4
121.12949818266,-11.71563876404,3037690386887034880,0.1416,0.1163,0.6898,0.2184,1.529,-1.528,0.22,0.037,0.183,31,1.501,,1.026,19.055468,19.507135,18.497663,1.009472,,-31.31232864499,121.129505119,-11.71563892872,0.7103889999999999,4
121.19233083244,-11.70384919834,3037690666064838784,0.0326,0.0266,0.6476,0.052,3.194,-2.935,0.05,1.262,0.04,31,1.493,,0.97,16.60129,17.074427,15.979663,1.094764,,-31.28606585296,121.19234415275,-11.70385480527,0.6794389999999999,4
121.03195372639,-11.77821930069,3037691181458017408,0.4492,0.3737,0.7073,0.7775,0.817,-0.367,0.692,0.73,0.52,31,1.485,,0.957,20.458544,20.897892,19.93878,0.959112,,-31.39603782961,121.03195539421,-11.77822254474,0.7170890000000001,4
121.00741266324,-11.75136264005,3037691520758346368,0.2283,0.185,0.6479,0.338,1.571,-1.517,0.334,-0.408,0.269,31,1.459,,1.064,19.641733,20.103449,19.03711,1.066339,,-31.37573599271,121.00741954986,-11.75136082702,0.6610480000000001,4
121.07202986881,-11.74256988315,3037691692557052672,0.1764,0.1406,0.5848,0.271,0.829,-0.806,0.251,-0.191,0.201,31,1.538,,0.975,19.328411,19.702347,18.969042,0.733305,,-31.35200432137,121.0720335292,-11.74256903509,0.603277,4
120.98337902647,-11.74916297307,3037692246612893824,0.0262,0.0212,0.5938,0.0392,2.387,-2.076,0.039,1.178,0.032,31,1.556,,1.014,15.969831,16.29259,15.479997,0.812593,,-31.37924617158,120.98338844952,-11.74916821062,0.633511,4
121.04274213372,-11.69293808413,3037692929507711616,0.1773,0.1367,0.6107,0.2663,1.58,-1.269,0.287,0.941,0.207,31,1.553,,0.994,19.293621,19.632494,18.860817,0.771677,,-31.31071575315,121.04274789398,-11.6929422644,0.6297200000000001,4
121.02510574289,-11.67492272404,3037693208685530240,0.0658,0.0391,0.5983,0.1074,1.741,-1.126,0.15,1.327,0.084,95,,1.4724,1.011,17.240389,16.653713,15.603537,1.050177,,-31.29737223753,121.02511085365,-11.67492862254,0.6240910000000001,4
121.14618231568,-11.67530695374,3037693513623291648,0.1141,0.0899,0.5834,0.184,2.725,-2.334,0.182,1.406,0.141,31,1.472,,0.98,18.69742,19.198942,18.093004,1.105938,,-31.26925009817,121.14619290853,-11.67531320233,0.606106,4
121.18403641401,-11.64193597602,3037694063379165824,0.1188,0.0925,0.6749,0.2051,0.879,-0.853,0.19,-0.213,0.14,31,1.455,,1.26,18.35968,18.913803,17.646069,1.267734,,-31.22793432346,121.1840402828,-11.64193502878,0.6993170000000001,4
121.13796223201,-11.63079616297,3037694273835242624,0.4688,0.3852,0.7242,0.7646,1.476,-1.456,0.754,0.246,0.61,95,,1.4227,1.023,20.449211,21.13773,19.541172,1.596558,,-31.22798428427,121.13796883707,-11.63079725791,0.725725,4
121.16060969199,-11.62770185733,3037694308197101440,0.0748,0.0581,0.6139,0.1214,0.911,-0.622,0.115,0.666,0.087,31,1.356,,1.001,17.968725,18.918163,17.06689,1.851273,,-31.21964351927,121.16061251567,-11.62770481588,0.6409590000000001,4
121.07698400538,-11.6416352086,3037694651794513920,0.0192,0.0147,0.5786,0.0303,0.595,-0.455,0.03,0.383,0.022,31,1.562,,0.996,15.471886,15.784946,14.992867,0.792079,,-31.25286121273,121.07698606825,-11.64163691154,0.621385,4
121.11705462306,-11.63629059655,3037694991092112640,0.2548,0.1924,0.67,0.4041,2.292,-2.224,0.399,0.555,0.304,95,,1.4148,0.945,19.774801,20.606676,18.841364,1.765312,,-31.23824211537,121.11706471456,-11.63629306406,0.671141,4
121.10803814921,-11.61845260347,3037695098473667200,0.1803,0.1347,0.6515,0.2793,2.636,-2.559,0.282,0.633,0.212,95,,1.469,0.975,19.272804,19.9172,18.559874,1.357327,,-31.22304996164,121.10804975945,-11.6184554151,0.6655789999999999,4
121.04828499703,-11.6113897849,3037706673403200896,0.4135,0.3167,0.674,0.6507,2.173,-1.751,0.702,1.287,0.504,95,,1.3142,1.019,20.297058,21.113165,19.394743,1.718422,,-31.23024812149,121.04829293963,-11.61139550525,0.6510140000000001,4
121.36075732992,-11.6492693331,3037713820228711936,0.3639,0.2783,0.6261,0.6138,2.36,-1.959,0.573,1.316,0.433,95,,1.4528,1.091,20.134665,20.882341,19.408361,1.47398,,-31.19326297863,121.36076621895,-11.64927518316,0.630216,4
