GaiaDR3,RA_ICRS,DE_ICRS,Plx,pmRA,pmDE,Gmag,BPmag,RPmag,Cluster,Pmemb
5727495707062823040,122.65087409721,-12.74397722526,0.7639,-2.413,-0.457,17.839588,18.602533,17.036905,NGC_2539,0.97
5727495745723061632,122.66702466053,-12.72651391925,0.742,-2.397,-0.567,14.769782,15.067968,14.31115,NGC_2539,1.0
5727495814442545152,122.64775476436,-12.72222231078,0.7637,-2.269,-0.348,13.299705,13.488935,12.979866,NGC_2539,1.0
5727495848802271872,122.67419632376,-12.71899251132,0.8553,-2.284,-0.514,17.826694,18.617662,17.005075,NGC_2539,0.96
5727495878861575808,122.684507009,-12.72044103036,0.8844,-2.484,-1.079,19.138708,20.21438,18.086123,NGC_2539,0.25
5727495883162006912,122.67700419076,-12.71059829285,0.6815,-2.376,-0.384,18.291,19.149025,17.403887,NGC_2539,0.76
5727495917521749376,122.66938157236,-12.71541116902,0.7305,-2.312,-0.655,14.344893,14.608835,13.92451,NGC_2539,1.0
5727495947582373248,122.6786664503,-12.70016051164,1.306,-1.726,-0.924,20.241722,21.49813,19.13004,NGC_2539,0.06
5727495986241247360,122.63295670173,-12.72807322199,0.7436,-2.271,-0.608,16.624105,17.125858,15.973022,NGC_2539,1.0
5727497085752798464,122.85624823729,-12.76142778298,0.7729,-2.593,-0.966,17.134893,17.754887,16.393196,NGC_2539,0.65
5727496016299644672,122.63702617343,-12.71170245233,0.7768,-2.141,-0.579,13.885142,14.120613,13.502436,NGC_2539,1.0
5727496158039916800,122.66264176356,-12.70046594739,0.744,-2.538,-0.489,16.72092,17.239359,16.04977,NGC_2539,1.0
5727496291179761280,122.70269687599,-12.68858526744,0.7123,-2.159,-0.408,19.359798,20.466803,18.335398,NGC_2539,0.4
5727496295478848000,122.70935296917,-12.6874109518,0.7016,-2.41,-0.522,19.045864,20.119907,18.060272,NGC_2539,0.43
5727496501637273728,122.70956657271,-12.66553808168,0.7291,-2.38,-0.553,17.15972,17.74919,16.434902,NGC_2539,1.0
5727496570353155456,122.67862630665,-12.67275125615,0.447,-2.494,-0.205,18.928167,19.89446,17.878857,NGC_2539,0.28
5727496570356761984,122.6823482339,-12.67899953661,0.7729,-2.282,-0.473,14.037109,14.27829,13.649512,NGC_2539,1.0
5727496570358408320,122.67856414186,-12.66989684239,0.8168,-2.392,-0.494,10.365138,10.881239,9.695526,NGC_2539,1.0
5727496600416203136,122.65574048086,-12.67701714241,0.7749,-2.268,-0.435,14.824507,15.193697,14.285467,NGC_2539,1.0
5727496707795701376,122.70509498181,-12.64789961673,0.6849,-2.262,-0.618,17.484463,18.15827,16.718716,NGC_2539,0.9
5727496707797357952,122.7150831072,-12.65490972485,0.6006,-2.439,-0.939,17.08158,17.612251,16.354372,NGC_2539,0.39
5727496776515177216,122.70558113505,-12.64458971617,0.8458,-2.321,-0.376,18.22309,19.142788,17.349335,NGC_2539,0.82
5727496776515180544,122.69694738225,-12.64611644509,0.6357,-2.328,-0.277,18.477062,19.422543,17.55163,NGC_2539,0.65
5727496020600975104,122.64242768073,-12.71317481843,0.8644,-2.15,-0.268,18.112093,18.960655,17.149462,NGC_2539,0.77
5727493031303765632,122.6435780881,-12.80706354215,0.7651,-2.125,-0.268,11.728838,11.806681,11.578536,NGC_2539,1.0
5727520587813189888,122.62967937792,-12.45875775128,0.7713,-2.278,-0.553,13.74539,13.965171,13.386627,NGC_2539,1.0
5727521408148005760,122.69101493374,-12.43064510096,0.7186,-2.075,-0.57,19.590487,21.020676,18.454699,NGC_2539,0.09
5726715500484524800,123.01091938373,-13.14931928534,0.7804,-2.274,-0.999,16.294966,16.736706,15.695759,NGC_2539,0.81
5726715401702314240,122.96301786677,-13.17297729789,0.7287,-2.306,-0.514,16.449638,16.92444,15.820942,NGC_2539,1.0
5727776048169968512,121.90403377166,-12.1013647227,1.0633,-2.622,-0.604,19.802826,20.95505,18.634504,NGC_2539,0.06
5727775811952940160,121.88524413983,-12.14223071122,0.5658,-2.125,-0.232,18.780111,19.808273,17.800468,NGC_2539,0.11
5726713885577266304,122.692431641,-12.96109727407,0.7366,-2.345,-0.579,15.330624,15.667725,14.822502,NGC_2539,1.0
5726713855513711488,122.71253850163,-12.96171339428,0.7902,-2.484,-0.464,16.033823,16.452826,15.450117,NGC_2539,1.0
5726713683715036672,122.67818069361,-12.98840328361,0.8057,-2.25,-0.422,12.861373,12.994619,12.632739,NGC_2539,1.0
5726713649355281920,122.71888402563,-12.97292680054,0.7411,-2.3,-0.583,13.511805,13.70325,13.193302,NGC_2539,1.0
5726713580635801856,122.72793941763,-12.97309874326,0.6165,-2.04,-0.655,17.937563,18.714493,17.103394,NGC_2539,0.53
5726713340117667072,122.64914358671,-13.00022570298,0.7301,-2.443,-0.489,14.282681,14.538812,13.875324,NGC_2539,1.0
5726713301461625344,122.65952748815,-13.00091268646,0.3937,-2.107,-0.197,19.436108,20.541761,18.43601,NGC_2539,0.07
5726713271398189440,122.65763901506,-13.01066355506,0.7793,-2.371,-0.232,14.560401,14.838419,14.120544,NGC_2539,1.0
5726713133959248896,122.62909036903,-13.02115522833,0.7064,-2.574,-0.701,17.576788,18.012669,16.878311,NGC_2539,0.91
5726713060943432320,122.66334914437,-13.0117431943,0.8069,-2.105,-0.623,19.427992,20.478775,18.33928,NGC_2539,0.35
5726713026584614400,122.68207494898,-13.0227330623,0.7599,-2.479,-0.302,19.407398,20.482077,18.361404,NGC_2539,0.31
5726712927800815104,122.64592572318,-13.03436410931,0.8169,-2.262,-0.481,15.607601,15.998029,15.051537,NGC_2539,1.0
5726712859081342848,122.64323788938,-13.04745156868,0.7194,-2.394,-0.54,13.967363,14.244694,13.531399,NGC_2539,1.0
5726712859081340800,122.65366052629,-13.05353356326,0.7366,-2.46,-0.821,16.200537,16.637682,15.59853,NGC_2539,1.0
5726712652922883328,122.70289543714,-13.01780910443,0.7635,-2.296,-0.442,14.845746,15.144208,14.385138,NGC_2539,1.0
5726712511187595904,122.75640912828,-13.02139759131,0.1753,-2.255,-0.674,19.037092,20.252558,18.00162,NGC_2539,0.05
5726712412404704512,122.7434856793,-13.03019550617,0.7135,-2.426,-0.623,17.559864,18.258055,16.772085,NGC_2539,0.97
5726712133228782976,122.67164663899,-13.04707925292,0.8103,-2.046,-0.314,12.272517,12.373956,12.087641,NGC_2539,1.0
5726712103167092352,122.66430146715,-13.05466583849,0.7231,-2.256,-0.213,11.678921,11.750806,11.544954,NGC_2539,1.0
5726712103164147200,122.65630240106,-13.05905613329,0.9773,-1.905,-0.938,19.669765,20.55272,18.75941,NGC_2539,0.06
5726712034447616512,122.67462424847,-13.07387086627,0.7138,-2.296,-0.737,14.989436,15.298506,14.518528,NGC_2539,1.0
5727777839175515520,121.98699210056,-12.0755304335,0.7857,-2.378,-0.808,14.231053,14.491918,13.813985,NGC_2539,1.0
5726718253556968576,123.14064834952,-13.0326401962,0.3242,-3.095,-0.222,20.32661,20.73614,19.252022,NGC_2539,0.05
5726718455423191424,122.95741226846,-13.14501484405,0.2573,-2.608,-0.182,19.776651,21.091562,18.652458,NGC_2539,0.05
5726718597154492032,122.97961190374,-13.12451152241,0.3579,-2.512,-0.639,19.829386,20.933111,18.736734,NGC_2539,0.09
5727632772356791680,123.5092573767,-12.13840420026,0.5993,-2.156,-0.363,15.062955,15.411009,14.549564,NGC_2539,0.12
5727633249094659712,123.31990636629,-12.22396642524,0.7904,-2.5,-0.112,17.828737,18.60057,16.988077,NGC_2539,0.25
5727633386534326144,123.33924460932,-12.20482873467,0.8095,-2.51,-0.721,17.27705,17.943226,16.5049,NGC_2539,0.85
5727645927839049728,123.58816672148,-11.92144210138,0.7659,-2.002,-0.494,18.05447,18.97078,17.167517,NGC_2539,0.16
5726349981588289024,123.53149443434,-14.14140549141,0.6541,-2.316,-0.55,19.419403,20.553581,18.355429,NGC_2539,0.06
5727651498413840640,123.19095407103,-12.02147265362,0.7427,-2.423,-0.104,14.653828,14.95409,14.189779,NGC_2539,0.23
5727651768995250176,123.1653692376,-12.01068611386,0.8344,-2.573,-0.879,17.664883,18.421398,16.836391,NGC_2539,0.3
5727652078232881536,123.11280886532,-12.01798139579,0.8724,-2.476,-0.671,18.385582,19.33807,17.453081,NGC_2539,0.38
5727656961612150912,123.42622980999,-11.9138997354,0.7296,-2.553,-0.86,17.23146,17.881756,16.457823,NGC_2539,0.13
5726359228653686272,123.62167717656,-14.01018041104,0.787,-2.411,-0.372,14.458142,14.732329,14.026629,NGC_2539,0.76
5727983997603408512,122.39058550493,-11.27499380168,0.7453,-2.275,-0.818,15.390179,15.728101,14.875906,NGC_2539,0.09
5728017738864625664,123.73332350401,-11.91097955665,0.6276,-2.314,-0.712,15.01902,15.310626,14.510594,NGC_2539,0.12
5726712000087855360,122.72188984057,-13.05198153851,0.7742,-2.497,-0.561,12.268109,12.416745,12.005772,NGC_2539,1.0
5727494543132257536,122.58711472929,-12.72990071061,0.7772,-2.483,-0.02,12.101497,12.1945715,11.92714,NGC_2539,0.9
5726722033131367296,122.98635890925,-13.01133767552,0.752,-2.633,-0.036,18.696629,19.611696,17.742357,NGC_2539,0.18
5726721650882927488,123.00565251864,-13.0497181633,0.7945,-2.086,-0.158,20.09279,20.924862,19.053059,NGC_2539,0.05
5726721375998401280,123.07275470706,-13.02318678081,0.7761,-2.39,-0.399,12.088256,12.166089,11.947575,NGC_2539,1.0
5727780789813672576,122.23615209359,-12.06329331593,0.6775,-1.858,-0.179,18.552856,19.38424,17.631422,NGC_2539,0.05
5726720413927367296,122.95339772201,-13.04541936529,0.7928,-2.311,-0.428,17.227089,17.827593,16.490002,NGC_2539,0.99
5726720379567631232,122.94257878953,-13.04452562015,0.6153,-2.174,-0.553,18.700928,19.554977,17.745634,NGC_2539,0.45
5726720005906823680,122.96291569881,-13.08314604017,0.7899,-2.319,-0.551,17.152363,17.763481,16.429045,NGC_2539,1.0
5726720001610406016,122.96490833297,-13.08939913513,0.7876,-2.43,-0.131,18.71807,19.44788,17.882711,NGC_2539,0.21
5727779797680542464,122.12590353304,-12.09697044995,0.7248,-2.163,-0.385,14.4974165,14.75934,14.081089,NGC_2539,1.0
5726719451854524800,122.91448945161,-13.11610410003,1.0091,-2.576,-0.423,19.464092,20.613392,18.410038,NGC_2539,0.14
5726718837675730688,122.95029731658,-13.1174725738,0.7772,-2.349,-0.473,12.402712,12.529188,12.175511,NGC_2539,1.0
5726718597157554176,122.98296600298,-13.12520549217,0.7894,-2.212,-0.581,13.769438,13.993215,13.399184,NGC_2539,1.0
5727578002935820800,122.14718485838,-12.3631294972,0.5704,-2.528,-0.501,15.931639,16.262243,15.430255,NGC_2539,0.13
5727630538973813504,123.41777923143,-12.23190194204,0.2947,-2.013,-0.532,19.134773,20.24169,18.129725,NGC_2539,0.05
5726711897008645632,122.71371414574,-13.05987941532,0.764,-2.317,-0.562,14.302788,14.557065,13.8934765,NGC_2539,1.0
5726711690850248704,122.5959761838,-13.03099958154,0.6404,-2.301,-0.463,17.062359,17.641851,16.351288,NGC_2539,0.9
5726705158203039872,122.69070273676,-13.24029538617,0.715,-1.978,-0.415,18.880291,19.922314,17.917536,NGC_2539,0.4
5726705093780525056,122.51820863969,-13.11375176947,0.5243,-2.426,-0.163,17.358597,17.99682,16.595495,NGC_2539,0.16
5726704887622111616,122.49352908597,-13.14844276718,0.78,-2.209,-0.375,18.151987,19.010061,17.282957,NGC_2539,0.87
5726704715823408000,122.52248402077,-13.14368220749,0.6877,-2.388,-0.7,18.476828,19.356115,17.556417,NGC_2539,0.77
5726704097348139008,122.49105708126,-13.18762475305,0.8058,-2.301,-0.498,16.181293,16.613077,15.583333,NGC_2539,1.0
5726703685031241344,122.59202631051,-13.17519005282,0.7686,-2.344,-0.59,15.022554,15.338043,14.543532,NGC_2539,1.0
5726703440216275840,122.51175318675,-13.18749166468,0.6246,-2.494,-0.285,18.150593,19.121672,17.18481,NGC_2539,0.54
5726702963476775552,122.51496046967,-13.23420503707,0.7903,-2.194,-0.487,12.368231,12.461523,12.201927,NGC_2539,1.0
5726702619879411712,122.43867183828,-13.20372485032,0.7567,-2.5,-0.57,16.896076,17.449978,16.201246,NGC_2539,1.0
5726702409422712192,122.42577222974,-13.24158645305,0.6523,-2.426,-0.64,17.896448,18.671953,17.053247,NGC_2539,0.73
5726702035763874304,122.42908210455,-13.24615083644,0.7954,-2.404,-0.61,15.840536,16.235657,15.283545,NGC_2539,1.0
5726701997105846144,122.40006313582,-13.25871314566,0.867,-2.493,-0.606,19.540674,20.45016,18.573591,NGC_2539,0.21
5726701378634616064,122.46776686873,-13.26804770249,0.3314,-2.645,-1.068,20.393648,21.315012,19.371248,NGC_2539,0.05
5727761651437122688,121.68228533996,-12.24981849421,1.0316,-2.507,-0.845,18.616537,19.532366,17.686857,NGC_2539,0.05
5726700249057407232,122.61701561179,-13.22078306921,0.7561,-2.332,-0.51,15.134092,15.460725,14.6432495,NGC_2539,1.0
5726699974179527168,122.54953117547,-13.24221694037,0.6904,-2.293,-0.495,17.439474,18.0975,16.657759,NGC_2539,0.98
5726696984879537792,122.55648507022,-13.3444204817,0.5203,-2.478,0.02,19.718685,20.708286,18.667683,NGC_2539,0.05
5726696228969656960,122.87024614009,-13.11535104365,0.7442,-2.34,-0.475,14.190425,14.44266,13.782435,NGC_2539,1.0
5726696224672486016,122.87549387963,-13.1214039124,0.6814,-2.798,-0.931,19.822887,21.226377,18.690437,NGC_2539,0.08
5726696121592144768,122.85927280163,-13.12827740594,0.82,-2.25,-0.829,19.447865,20.620708,18.420553,NGC_2539,0.24
5726695576132909952,122.82028220378,-13.17500451538,0.5569,-2.11,-0.79,16.752716,17.190619,16.141258,NGC_2539,0.16
5726695090799899136,122.89772486139,-13.16547080705,0.6044,-2.181,-0.712,17.600605,18.30896,16.822353,NGC_2539,0.65
5726694820219048320,122.92225877079,-13.18123961627,0.9913,-2.22,-0.947,18.930689,19.940235,17.955717,NGC_2539,0.22
5726694747202461312,122.92139797817,-13.18599260623,0.6139,-2.26,-0.563,17.271206,17.964739,16.48068,NGC_2539,0.78
5726693961225236992,122.75861917218,-13.20989366085,0.8935,-2.276,-0.291,17.161554,17.374899,16.410461,NGC_2539,0.46
5726705574813896192,122.69236968994,-13.19640248805,0.7506,-1.992,-0.682,19.437023,20.554314,18.434315,NGC_2539,0.26
5726705677896033152,122.69571686399,-13.1755999356,0.731,-2.067,-0.052,17.209438,17.817831,16.481714,NGC_2539,0.31
5726705914117480192,122.74452548014,-13.16888173911,0.8053,-2.204,-0.572,17.5173,18.186255,16.751081,NGC_2539,0.97
5726705918414183296,122.74794836669,-13.173530915,0.7507,-2.403,-0.48,13.536399,13.734624,13.2069235,NGC_2539,1.0
5726711656490504448,122.62440191634,-13.03695799193,0.7329,-2.304,-0.403,14.92823,15.232813,14.45723,NGC_2539,1.0
5726711553411306240,122.57541470991,-13.05627521426,0.7057,-2.461,-0.372,17.676075,18.379082,16.866934,NGC_2539,0.87
5726711209813919616,122.60188603721,-13.08483167729,0.7321,-2.431,-0.577,14.964132,15.271776,14.492685,NGC_2539,1.0
5726711175454189184,122.56632874338,-13.06326390882,0.6964,-2.39,-0.574,17.360735,18.006016,16.598864,NGC_2539,0.92
5726711141094458752,122.54999943142,-13.07443135698,0.9421,-2.068,-0.582,19.394922,20.201426,18.492111,NGC_2539,0.22
5726710900576280960,122.57958757998,-13.08099447067,0.6879,-2.511,-0.475,16.05997,16.479492,15.478464,NGC_2539,0.99
5726710900573385856,122.57582579874,-13.08485783973,1.2912,-2.393,-0.705,19.580173,20.48234,18.446625,NGC_2539,0.09
5726710350817492992,122.67031822413,-13.08533751408,1.0251,-2.773,-0.68,20.009861,21.058264,18.896847,NGC_2539,0.07
5726710312164191104,122.65822500212,-13.09028194137,1.1544,-1.922,-0.235,19.56256,20.733356,18.472507,NGC_2539,0.13
5726710041582823808,122.59393130463,-13.1089858047,0.7317,-2.12,-0.523,12.719074,12.906046,12.40604,NGC_2539,1.0
5726709629265974656,122.59136160166,-13.15504136884,0.7406,-2.424,-0.537,11.082526,11.215352,10.833969,NGC_2539,1.0
5726709491826934656,122.77080808982,-13.03248284535,0.7235,-2.449,-0.418,16.770298,17.318415,16.084341,NGC_2539,1.0
5726711725209983616,122.60787402339,-13.02368274718,0.7759,-2.415,-0.449,15.6624365,16.040703,15.128045,NGC_2539,1.0
5726709453170837248,122.79132149402,-13.04224293135,0.6059,-2.641,-0.327,19.600607,20.80736,18.501043,NGC_2539,0.16
5726708770272454400,122.72925287753,-13.08635968307,0.7007,-2.422,-0.563,17.279316,18.066133,16.435862,NGC_2539,0.97
5726708151794097664,122.8475509045,-13.08185338561,0.9934,-2.238,-0.459,17.400562,17.970598,16.516727,NGC_2539,0.49
5726708117434369152,122.83558452225,-13.08797150111,1.0742,-1.994,-0.649,20.006056,21.110353,18.897722,NGC_2539,0.07
5726707838262970368,122.77237628986,-13.11282155306,0.9065,-1.839,-0.622,18.125177,19.025358,17.159224,NGC_2539,0.33
5726707636402802176,122.76678250638,-13.14587453347,0.6954,-2.434,-0.315,11.542542,11.626965,11.383563,NGC_2539,1.0
5726707464599404288,122.78080890497,-13.14120220067,0.772,-2.229,-0.228,19.536264,20.72785,18.510519,NGC_2539,0.18
5726707391586260608,122.79813771531,-13.15625694527,0.7241,-2.392,-0.577,16.949,17.66556,16.141905,NGC_2539,0.98
5726707121005038848,122.68867277059,-13.13060172561,0.7313,-2.367,-0.447,15.894482,16.289066,15.336594,NGC_2539,1.0
5726706983566073600,122.72131468264,-13.13574151132,0.9314,-2.296,-0.303,16.308666,16.804302,15.662179,NGC_2539,0.93
5726706979269452288,122.72618512923,-13.13589775532,0.5646,-2.41,0.07,19.410067,20.501547,18.422298,NGC_2539,0.16
5726706124572613120,122.74210150729,-13.16053027212,0.5306,-2.513,-0.453,19.271135,20.4485,18.214064,NGC_2539,0.27
5726706085916198272,122.72071816323,-13.15808955251,0.8205,-2.333,-0.322,18.560844,19.502098,17.65528,NGC_2539,0.73
5726708800334169344,122.70535326035,-13.10173497374,0.7778,-2.397,-0.464,12.85725,13.010116,12.592715,NGC_2539,1.0
5727630259804089344,123.35909633598,-12.24673075368,0.7365,-2.318,-0.935,18.174377,18.881208,17.379791,NGC_2539,0.09
5727630259797410304,123.35846843414,-12.24447125426,0.6976,-2.076,-0.758,19.17312,20.093386,18.229645,NGC_2539,0.07
5727629439462182400,123.46806518839,-12.25896099515,0.724,-2.071,-0.939,17.172625,17.77561,16.45477,NGC_2539,0.05
5727533743294976000,122.1681503172,-12.67676514068,1.0223,-2.125,-0.603,19.585278,21.009321,18.472828,NGC_2539,0.28
5727533988111528448,122.13678301883,-12.68114334263,0.822,-2.357,-0.451,17.48025,18.157385,16.699871,NGC_2539,0.98
5727534258689411456,122.23778808372,-12.6946691371,0.8961,-2.323,-0.65,19.136177,20.250929,18.131128,NGC_2539,0.45
5727894456125869824,122.1985235614,-11.75384327805,0.7689,-2.37,-0.927,19.35296,20.386068,18.318487,NGC_2539,0.06
5727894456125873536,122.19230243526,-11.75717596327,0.8429,-2.248,-0.904,15.363747,15.689979,14.853588,NGC_2539,0.13
5727536152774941056,122.25194579669,-12.59572090353,0.7879,-2.577,-0.484,16.10875,16.539858,15.493882,NGC_2539,1.0
5727896066733984384,122.24140095946,-11.72967566653,0.8437,-2.351,-0.908,17.647753,18.367115,16.84406,NGC_2539,0.21
5726859330348335488,123.68261674217,-12.50407211783,0.6364,-1.911,-0.52,17.723791,18.490005,16.899416,NGC_2539,0.05
5727538862894610944,122.13524340822,-12.60688754734,0.9164,-2.068,-0.671,19.348337,20.584436,18.356005,NGC_2539,0.25
5726860915192974208,123.69159862314,-12.44657846968,0.8261,-2.168,-0.43,15.766513,16.189814,15.175512,NGC_2539,0.95
5726863419157377408,123.73759560177,-12.35661589822,0.7751,-2.334,-0.518,19.913317,21.083973,18.816696,NGC_2539,0.06
5725816306133282304,121.45756393878,-13.75781492526,0.7775,-2.088,-0.445,17.96989,18.642878,17.117556,NGC_2539,0.21
5726869844428510720,123.82949664667,-12.29594229249,0.5737,-2.294,-0.588,18.403734,19.155302,17.567598,NGC_2539,0.12
5727906894350626944,122.30152128102,-11.54361032264,0.7169,-2.162,-0.464,16.630703,16.981249,16.019314,NGC_2539,0.09
5727547079168280960,121.75323101911,-12.58828104753,0.5237,-2.471,-0.648,20.027248,20.959316,18.951443,NGC_2539,0.1
5727547560207705984,121.84141644081,-12.59920670964,0.7829,-2.115,-0.467,10.891794,10.983261,10.716567,NGC_2539,1.0
5727549140755667840,121.81013326579,-12.53331459136,0.6085,-2.384,0.0,19.737722,20.861956,18.661001,NGC_2539,0.07
5727549239537441152,121.82299670765,-12.52058833284,0.7063,-2.37,-0.323,19.367956,20.601707,18.310562,NGC_2539,0.25
5727549621792548352,121.9958763623,-12.61844515228,0.7953,-2.222,-0.61,15.751667,16.133024,15.208096,NGC_2539,1.0
5727550034109385472,122.00334518757,-12.57572597674,0.8255,-2.172,-0.067,18.646326,19.739408,17.623764,NGC_2539,0.14
5727550583865158912,122.04608202587,-12.53794390544,0.8164,-2.511,-0.443,18.804518,19.68052,17.911854,NGC_2539,0.52
5727550996182095360,121.93662082087,-12.55627715165,0.6987,-1.956,-0.347,13.159049,13.323388,12.876765,NGC_2539,0.75
5727551374135029120,122.00505025983,-12.53017222525,1.2195,-2.349,-0.494,19.794952,21.183483,18.633474,NGC_2539,0.14
5727912494988318336,122.76946178029,-11.62992002322,0.7955,-2.062,-0.62,15.634084,16.025911,15.070681,NGC_2539,0.8
5727552233128277760,122.08537574105,-12.50608603853,0.3937,-2.592,-0.28,19.450676,20.407343,18.513433,NGC_2539,0.09
5727533060398541696,122.21278658122,-12.67518419392,0.5918,-2.627,-0.707,18.555563,19.60601,17.617476,NGC_2539,0.32
5727532819880403968,122.19467512427,-12.71889740749,0.7727,-2.531,-0.629,16.175133,16.629992,15.557852,NGC_2539,1.0
5726852664559168768,123.43343265003,-12.44244626095,0.7097,-2.028,-0.147,19.124584,19.596302,18.079203,NGC_2539,0.07
5726851874286978304,123.25671195775,-12.46190370164,0.7656,-2.29,-0.604,13.40412,13.586741,13.098982,NGC_2539,1.0
5727521408149671424,122.69600850571,-12.43458266378,0.8498,-1.629,-1.208,19.00329,20.182247,17.91363,NGC_2539,0.09
5727522030917089920,122.72596479272,-12.39398808657,1.1581,-2.101,-0.449,18.336191,19.127186,17.41724,NGC_2539,0.12
5726841398861736960,123.31809576216,-12.58249307382,0.7592,-2.386,-0.525,12.323744,12.469339,12.067842,NGC_2539,1.0
5726841398861737728,123.3169650478,-12.58215341986,0.851,-2.253,-0.836,17.101662,17.39928,16.274803,NGC_2539,0.65
5727522615038784384,122.65392773111,-12.38171883068,0.7291,-2.257,-0.577,14.147479,14.397574,13.748441,NGC_2539,1.0
5726841708099455744,123.14291448567,-12.67724261176,0.7287,-2.48,-0.479,18.3809,19.282078,17.454979,NGC_2539,0.54
5726841776817017600,123.11217076846,-12.67942347062,0.8047,-2.353,-0.836,17.4812,18.107086,16.701727,NGC_2539,0.81
5726841948617622272,123.14528541298,-12.6626440428,0.7441,-2.268,-0.416,15.772001,16.162033,15.214866,NGC_2539,1.0
5726842635812397184,123.09778641312,-12.65219031871,0.8293,-2.279,-0.357,16.648417,17.15465,15.987211,NGC_2539,0.99
5727523680190197376,121.97528687749,-12.88312661397,0.8031,-2.383,-0.489,16.809248,17.456442,15.993611,NGC_2539,1.0
5726843494803924352,123.10490201277,-12.59959190447,0.8182,-2.77,-0.573,18.985851,19.823929,17.84159,NGC_2539,0.13
5726844590022631040,123.22930732647,-12.55768838471,0.5471,-2.607,-0.815,18.060514,18.70953,17.310179,NGC_2539,0.05
5727553190905879808,122.02914340394,-12.47821276751,1.1601,-1.761,-0.534,19.947515,20.957901,18.855436,NGC_2539,0.09
5727883426649794560,122.3698379511,-11.76309468113,0.7174,-2.345,-0.596,13.256223,13.424639,12.966224,NGC_2539,1.0
5727526149790908032,122.13071881944,-12.78935611568,0.647,-2.358,-0.637,19.055471,20.3657,17.956938,NGC_2539,0.38
5726847274377420800,123.32512731895,-12.570534007,0.6439,-2.164,-0.175,15.446606,15.813613,14.913623,NGC_2539,0.38
5727527627261864064,121.91515989517,-12.8420203575,1.0621,-2.202,-0.427,19.427443,20.766203,18.302607,NGC_2539,0.21
5726848369591768448,123.4738119732,-12.53064393361,0.5057,-2.736,-0.557,18.269337,19.127094,17.363815,NGC_2539,0.05
5726849542119671680,123.41170150204,-12.47976817817,0.6235,-2.503,-0.096,18.311777,19.156734,17.425377,NGC_2539,0.14
5726849984499588608,123.51161659866,-12.43205749501,0.6682,-2.22,-0.56,19.1297,20.022692,18.199879,NGC_2539,0.24
5727529895004254208,121.99877226459,-12.76241031702,0.6922,-2.468,-0.234,19.296875,20.443764,18.288143,NGC_2539,0.21
5726850259378828160,123.4807608701,-12.41599380707,0.5119,-2.115,-0.417,19.560612,20.783508,18.492414,NGC_2539,0.05
5727530204241909504,121.99601378748,-12.73484227556,1.1804,-1.976,-0.377,20.11019,20.990818,18.994377,NGC_2539,0.07
5727530723936468608,122.01878675709,-12.70490094889,0.8231,-2.539,-0.057,15.855451,16.324657,15.222486,NGC_2539,0.13
5727530861375402112,122.03452766087,-12.68323927875,0.7361,-2.225,-0.304,15.4121065,15.830646,14.821242,NGC_2539,1.0
5727531204972856960,121.93662077002,-12.70737842543,0.7627,-2.442,-0.536,16.861015,17.404684,16.17909,NGC_2539,0.99
5726845315871944192,123.17838048881,-12.53076173295,0.5778,-2.19,-0.729,16.164112,16.694427,15.455001,NGC_2539,0.35
5727553298283968512,122.03980349963,-12.47055797798,0.8067,-2.169,-0.435,17.136715,17.885466,16.303867,NGC_2539,0.98
5727555737825410176,121.91004590314,-12.45131638878,0.7763,-2.317,-0.518,16.49659,16.955202,15.889581,NGC_2539,1.0
5726881629818782848,123.78752403049,-12.28026551816,0.5397,-2.439,-0.637,17.931438,18.749693,17.055014,NGC_2539,0.1
5727586970827753472,122.42315583822,-12.24516718172,0.6913,-2.425,-0.599,16.628176,17.135248,15.970446,NGC_2539,0.96
5727587447566671744,122.41648821863,-12.19662848898,1.324,-2.446,-0.612,19.058418,20.019608,18.099882,NGC_2539,0.05
5727588276497518464,122.40187195145,-12.18356844511,0.8246,-2.234,-0.586,17.259468,17.895164,16.516853,NGC_2539,0.98
5727588276499842688,122.40062196944,-12.17917812932,0.6438,-2.288,-0.16,19.259666,20.212822,18.271484,NGC_2539,0.18
5727594113353184384,123.09585136622,-12.59152172238,0.5369,-2.193,-0.772,19.483917,20.510233,18.46141,NGC_2539,0.14
5727594667407050368,123.00455021902,-12.58316557363,0.856,-2.366,-0.482,16.922722,17.490858,16.219212,NGC_2539,0.99
5727595144144875648,122.99199644353,-12.53240707553,0.6888,-2.25,-0.511,17.371698,17.979269,16.586552,NGC_2539,0.89
5727595595119974784,123.021331893,-12.51192324245,0.7596,-2.361,-0.511,14.608428,14.8979435,14.155325,NGC_2539,1.0
5727598133442107264,123.00203350804,-12.52110356691,0.7379,-2.297,-0.888,13.22119,13.421866,12.896065,NGC_2539,1.0
5727598408320013824,122.97483891763,-12.50272728349,0.7987,-2.415,-0.592,13.150428,13.312514,12.8722925,NGC_2539,1.0
5727601500696462080,123.02598662174,-12.40226590458,0.7531,-2.419,-0.551,13.473384,13.665816,13.15321,NGC_2539,1.0
5727601917309874560,123.04517017201,-12.37758924232,0.4742,-2.362,-0.036,19.45648,20.489418,18.430643,NGC_2539,0.08
5727586317992457728,122.31455483059,-12.23978965359,0.7728,-2.188,-0.548,15.153848,15.486646,14.654241,NGC_2539,1.0
5727605353285599360,123.37507299213,-12.31685077661,0.712,-2.298,-0.452,16.713203,17.231686,16.031204,NGC_2539,0.96
