GaiaDR3,RA_ICRS,DE_ICRS,Plx,pmRA,pmDE,Gmag,BPmag,RPmag,Cluster,Pmemb
5727608789259155200,123.11608560874,-12.27691734851,0.7109,-2.146,-0.386,16.25635,16.712337,15.653011,NGC_2539,0.97
5727612397031855872,122.85782870586,-12.41627599317,0.729,-2.349,-0.532,14.855347,15.165996,14.381103,NGC_2539,1.0
5727612805050473728,122.86906536829,-12.38956230818,0.5899,-2.789,-0.326,17.009361,17.561666,16.325626,NGC_2539,0.11
5727613457885512576,122.95651951045,-12.37695514227,0.4569,-2.302,-0.55,19.178669,20.286192,18.175234,NGC_2539,0.22
5727615626847300224,122.7642362632,-12.38740514955,0.7514,-2.35,-0.678,16.5852,17.069126,15.94449,NGC_2539,1.0
5727617271816364032,122.77459981889,-12.30578114816,0.7523,-2.374,-0.748,14.581053,14.875655,14.124689,NGC_2539,1.0
5727617550992630528,122.74954139345,-12.29849223636,0.7921,-2.276,-0.582,16.656437,17.172783,15.991074,NGC_2539,1.0
5727619543857352192,122.89831108698,-12.22275957036,0.9056,-2.282,-0.734,17.878428,18.84109,16.932604,NGC_2539,0.59
5727620402850746368,123.05890879226,-12.27244226037,0.6971,-2.737,-0.872,17.078032,17.654827,16.370373,NGC_2539,0.17
5727622120837646592,123.04527441733,-12.18598743313,0.6722,-2.157,-0.395,16.639854,17.124372,15.984609,NGC_2539,0.88
5727623804464780544,123.1293849834,-12.17104805043,0.7373,-2.258,-0.56,14.960369,15.344861,14.407,NGC_2539,1.0
5727625419372540160,122.99721215147,-12.14845326797,0.871,-2.814,-0.582,18.55459,19.60796,17.574198,NGC_2539,0.08
5727607479291512576,123.21712327785,-12.32855301594,1.0496,-1.539,-0.323,19.38609,20.357426,18.422997,NGC_2539,0.05
5727521167629793792,122.7266784219,-12.44792796219,0.3903,-2.177,-0.162,19.240131,19.121532,18.234205,NGC_2539,0.11
5727585076743501184,122.32877232742,-12.28652905759,0.5589,-2.3,-0.363,19.120907,20.164898,18.094624,NGC_2539,0.33
5727584870582983296,122.33934042932,-12.30665431623,0.7806,-2.843,-0.526,12.30535,12.3800745,12.1693535,NGC_2539,0.29
5727556699898070144,121.98692003404,-12.41445325456,0.7293,-2.289,-0.518,15.3433485,15.686052,14.838098,NGC_2539,1.0
5727558383525622784,122.34218989553,-12.63224629479,0.2214,-2.727,-0.441,19.898214,21.06219,18.700314,NGC_2539,0.08
5727559208159296640,122.37414537483,-12.56922733462,0.8332,-2.352,-0.636,15.645981,16.019001,15.10767,NGC_2539,1.0
5727560200292385792,122.38241138071,-12.51975602834,0.6301,-2.434,-0.164,19.261623,20.352106,18.22986,NGC_2539,0.2
5727560754347453184,122.46473121189,-12.5150912081,0.822,-2.253,-0.58,15.856275,16.256231,15.294336,NGC_2539,1.0
5727560823067868928,122.45243836303,-12.50630363592,0.7295,-2.348,-0.492,16.53728,17.01339,15.892829,NGC_2539,1.0
5727561097944843776,122.43798048504,-12.4948191708,0.7838,-2.156,-0.662,17.065973,17.657509,16.352236,NGC_2539,0.97
5727561235383777536,122.4737571662,-12.4913578186,0.6154,-1.981,-0.537,18.836418,19.618538,17.973238,NGC_2539,0.23
5727562949071436800,122.2858133379,-12.5275610095,1.3536,-1.801,-0.373,20.088734,20.874746,18.946753,NGC_2539,0.06
5727564220381884800,122.17266511097,-12.48088611049,0.6895,-2.525,-0.883,19.602411,20.617046,18.530231,NGC_2539,0.2
5727564808796683520,122.23324695118,-12.4305960877,0.7205,-2.245,-0.601,17.302917,17.935638,16.554491,NGC_2539,0.95
5727564946235612672,122.25961445496,-12.41227824938,0.5088,-2.248,-0.36,19.448195,19.996386,18.264482,NGC_2539,0.11
5727947129601145216,121.9887473385,-11.62344661625,0.7897,-2.193,-0.669,19.255035,19.921352,18.197971,NGC_2539,0.09
5727565216814417408,122.37395672614,-12.43609822472,0.575,-2.865,-0.869,19.156801,19.928366,18.16736,NGC_2539,0.06
5727568515349922048,122.4875717784,-12.39651729502,0.846,-2.365,-0.707,19.515121,20.735413,18.341068,NGC_2539,0.19
5727568622727513472,122.44395530488,-12.4083251718,0.7491,-2.249,-0.556,13.568369,13.760398,13.245997,NGC_2539,1.0
5727568657087244672,122.45146848458,-12.39748213097,0.7113,-2.256,-0.533,17.459036,18.138662,16.688334,NGC_2539,0.88
5727570306354563712,122.6209031359,-12.3215324235,0.7158,-2.33,-0.624,17.04892,17.692509,16.33183,NGC_2539,0.98
5727573909832990464,122.5426473863,-12.29785657041,0.7784,-2.402,-0.561,17.132627,17.720139,16.417833,NGC_2539,1.0
5727575047998500224,122.50193728261,-12.25205278788,0.5527,-2.304,-0.673,18.709606,19.62584,17.973463,NGC_2539,0.05
5727576216229850880,122.19545459269,-12.43911189652,0.6904,-2.14,-0.62,16.39523,16.867811,15.753492,NGC_2539,0.98
5727576319309106816,122.13562948928,-12.45102093261,0.9786,-2.226,-0.603,16.651102,17.15202,15.914199,NGC_2539,0.6
5727580270678519424,122.26852204989,-12.27819278878,0.8127,-2.366,-0.753,12.390225,12.549398,12.11502,NGC_2539,1.0
5727580305038260224,122.25251079003,-12.27071426478,1.2057,-2.219,-0.523,17.628534,17.92765,16.882479,NGC_2539,0.12
5727581335825165440,122.12959175265,-12.31791140075,0.5751,-2.069,-0.091,19.97326,20.835688,18.896923,NGC_2539,0.09
5727945892653868288,121.98724380875,-11.66339771088,0.6687,-2.349,-0.508,18.267094,18.958433,17.447525,NGC_2539,0.23
5727568004252171136,122.54036647775,-12.41401137013,0.8089,-2.448,-0.468,17.417545,18.095753,16.62225,NGC_2539,0.99
5726693308387279744,122.75665326212,-13.24285817446,0.8294,-2.503,-0.446,18.750063,19.757326,17.771343,NGC_2539,0.61
5727492996944022400,122.65616969385,-12.81017222809,0.7771,-2.419,-0.351,12.344398,12.45992,12.135547,NGC_2539,1.0
5727492962584286464,122.65404849102,-12.81539584898,0.7398,-2.473,-0.548,15.74103,16.121748,15.198294,NGC_2539,1.0
5727462412475734272,122.58268801423,-13.01478750292,0.7802,-2.607,-0.709,18.43858,19.378788,17.48292,NGC_2539,0.53
5727462622935396096,122.57914986896,-12.99605044817,0.7436,-2.384,-0.553,14.2701845,14.525897,13.860262,NGC_2539,1.0
5727462657295145216,122.55933848289,-13.00249753948,0.812,-2.253,-0.069,11.383879,11.473941,11.206338,NGC_2539,0.96
5727463237109503616,122.48175559199,-12.98685611332,0.7254,-2.306,-0.592,17.97872,18.769377,17.114077,NGC_2539,0.98
5727463344489930496,122.51459831921,-13.00285382509,0.737,-2.474,-0.515,14.099355,14.36782,13.669793,NGC_2539,1.0
5727463511987435904,122.5478174272,-12.97200156335,0.6307,-2.296,-0.4,18.121515,18.958378,17.246717,NGC_2539,0.71
5727463516288604032,122.53927488282,-12.96982333992,0.9889,-2.178,-0.545,18.401846,19.278233,17.484495,NGC_2539,0.53
5727463585009628800,122.51371357344,-12.98488469795,1.1165,-2.224,-0.531,18.85229,19.821348,17.87876,NGC_2539,0.3
5727463928605442688,122.60152303978,-12.99039594863,0.8263,-2.501,-0.011,15.529183,15.873437,15.017203,NGC_2539,0.38
5727463997324899584,122.63814543822,-12.97790867555,0.6832,-2.495,-0.559,17.86085,18.542446,16.94292,NGC_2539,0.88
5727464031684647808,122.6180395971,-12.97621339033,0.7865,-2.391,-0.533,15.548455,15.928026,15.003436,NGC_2539,1.0
5727464031684650112,122.61826207991,-12.98628298521,0.6908,-2.328,-0.555,16.592182,17.087688,15.947074,NGC_2539,1.0
5727464096102954112,122.58561229527,-12.99148666581,0.5403,-2.402,-0.389,18.63455,19.738401,17.585947,NGC_2539,0.32
5727464100404137216,122.59133600634,-12.9852168461,0.7709,-2.294,-0.519,15.08016,15.462471,14.52555,NGC_2539,1.0
5727464134763873280,122.59342128176,-12.97870222986,0.8049,-2.359,-0.583,16.971493,17.514158,16.287893,NGC_2539,1.0
5727464336620897280,122.60757410444,-12.96021903995,0.785,-2.325,-0.529,12.423294,12.535899,12.218127,NGC_2539,1.0
5727464684519658368,122.6331900981,-12.94450237922,1.0826,-1.975,-0.494,20.074448,21.47926,18.984837,NGC_2539,0.08
5727464439700112128,122.63819307441,-12.95855480632,0.7669,-2.302,-0.377,11.962508,12.035335,11.826354,NGC_2539,1.0
5727464512720953344,122.66946133125,-12.95239903898,0.7637,-2.436,-0.488,13.566444,13.765007,13.236143,NGC_2539,1.0
5727464645858842624,122.63718453768,-12.94973298292,0.8735,-2.071,-0.524,18.350859,19.197094,17.438929,NGC_2539,0.78
5727464650159923456,122.6296136303,-12.95102591886,0.7249,-2.503,-0.472,14.610262,14.900146,14.158216,NGC_2539,1.0
5727464680218596352,122.64519666218,-12.94093712172,0.9009,-2.506,-0.581,19.133545,20.266464,18.139788,NGC_2539,0.35
5727464718879407616,122.61285677451,-12.94320073007,0.7603,-2.438,-0.394,12.812003,12.94787,12.57939,NGC_2539,1.0
5727464787598864000,122.64737863212,-12.93415317219,0.8114,-2.394,-0.562,17.113972,17.685465,16.381584,NGC_2539,1.0
5727464821955099776,122.66267119248,-12.93050406254,0.868,-2.291,-0.532,16.582573,16.986525,15.857563,NGC_2539,0.97
5727462348057701376,122.6005943779,-13.02324826168,0.7595,-2.328,-0.013,14.370971,14.630706,13.958274,NGC_2539,0.97
5727462313697963136,122.58487283285,-13.03580408001,0.7132,-2.316,-0.569,14.62944,14.9727745,14.118208,NGC_2539,1.0
5727462176258819968,122.55648331984,-13.04797904215,0.7291,-2.384,-0.574,13.041649,13.196657,12.782257,NGC_2539,1.0
5727462137597815296,122.51548762122,-13.02251661767,0.6941,-2.334,-0.356,17.448765,18.14929,16.65508,NGC_2539,0.92
5727454853333161728,122.32101129395,-13.1268644623,0.6851,-2.332,-0.481,15.030464,15.342032,14.550311,NGC_2539,1.0
5727455235591740032,122.43770238908,-13.12853033817,0.7572,-2.246,-0.58,15.418488,15.7663,14.899595,NGC_2539,1.0
5727455544829380224,122.43577374786,-13.10862611834,0.7476,-2.207,-0.445,15.221492,15.547665,14.727882,NGC_2539,1.0
5727455574887668352,122.47566852642,-13.12361422906,0.4781,-2.344,-0.527,19.210833,20.360966,18.17426,NGC_2539,0.26
5727455750987776256,122.51190643601,-13.09079807242,0.7617,-2.299,-0.572,13.633751,13.847331,13.282672,NGC_2539,1.0
5727455815405869568,122.49944563159,-13.09166008791,0.7741,-2.248,-0.626,18.131529,18.949766,17.251265,NGC_2539,0.94
5727455849767608576,122.44668007442,-13.10149566487,0.8577,-2.117,-0.775,18.4937,19.426542,17.589695,NGC_2539,0.67
5727455888426749952,122.46789605488,-13.09384676142,0.757,-2.523,-0.466,17.439419,18.124882,16.662916,NGC_2539,0.97
5727456094585165568,122.4789987988,-13.06287956941,0.7945,-2.345,-0.385,12.771564,12.924501,12.508934,NGC_2539,1.0
5727456227722720128,122.38339229443,-13.10082443927,1.0494,-2.302,-0.711,18.416162,19.412249,17.432503,NGC_2539,0.42
5727456713060477568,122.43718682443,-13.07518037097,0.7831,-2.305,-0.535,12.465005,12.5781555,12.263373,NGC_2539,1.0
5727456949277262080,122.40724609934,-13.06670952252,1.2631,-2.137,-0.479,19.343578,20.470524,18.416065,NGC_2539,0.1
5726722720326100352,123.04322244644,-12.94508014901,0.709,-2.231,-0.396,17.511995,18.194534,16.730547,NGC_2539,0.91
5727457086716047744,122.43659595563,-13.04837544769,0.7326,-2.109,-0.574,13.300383,13.490561,12.9788265,NGC_2539,1.0
5727458259248762496,122.28160050661,-13.07820175903,0.7105,-2.388,-0.771,16.726223,17.267502,16.030416,NGC_2539,1.0
5727458362328016000,122.21899238239,-13.11736860026,0.7682,-2.286,-0.595,14.075434,14.371315,13.616919,NGC_2539,1.0
5727458431047491584,122.21173858475,-13.10018745766,0.7967,-2.231,-0.637,13.933921,14.1824,13.536674,NGC_2539,1.0
5727459732416080512,122.33055654998,-13.05882845398,1.0557,-2.567,-0.517,18.935093,20.145685,17.965466,NGC_2539,0.33
5727460385251182208,122.39532086539,-13.00806901432,0.7819,-2.3,-0.889,18.90688,19.898722,17.906485,NGC_2539,0.54
5727460458268776832,122.37731837753,-12.99133614649,1.2949,-2.318,-0.705,20.05911,21.12185,18.85509,NGC_2539,0.07
5727460698790151936,122.33437147521,-13.0170742469,0.781,-2.298,-0.554,13.060556,13.230137,12.770657,NGC_2539,1.0
5727461622203656192,122.5187812961,-13.07681049666,0.7608,-2.624,-0.359,19.82673,21.03934,18.700703,NGC_2539,0.18
5727461690921139328,122.51395649449,-13.08038828805,0.9491,-2.533,-0.299,19.085285,19.918488,17.99966,NGC_2539,0.29
5727461828360117760,122.53059728005,-13.05958616891,0.9298,-1.988,-0.072,18.73222,19.727343,17.787317,NGC_2539,0.22
5727461867021178368,122.54582101815,-13.04389358676,0.7476,-2.407,-0.57,13.946757,14.181625,13.566117,NGC_2539,1.0
5727461970097157888,122.49220297901,-13.05597896058,0.4817,-3.006,-0.791,20.1719,21.122465,19.020674,NGC_2539,0.11
5727457984370846720,122.31583467604,-13.09360024378,0.684,-2.7,-0.623,19.29657,20.420643,18.267717,NGC_2539,0.27
5727454788915180928,122.33500240675,-13.13014210773,0.4186,-2.278,-0.299,19.636282,20.788431,18.534891,NGC_2539,0.18
5727464821958593280,122.66356181184,-12.92723853304,0.8441,-2.196,-0.604,17.609743,18.319372,16.79646,NGC_2539,0.96
5727464890678066560,122.65951692638,-12.91121588163,0.3606,-2.711,-0.776,18.305588,19.293592,17.351955,NGC_2539,0.07
5726773194781445760,123.48634676005,-12.90288328452,0.7266,-2.113,-0.694,16.779377,17.258663,16.146952,NGC_2539,0.83
5726774324357449344,123.63243950717,-12.84785732638,0.6291,-2.041,-0.876,17.30495,17.865301,16.59439,NGC_2539,0.06
5727468219271663872,122.52549538498,-12.93331786079,1.0539,-2.104,-0.389,19.790514,20.998943,18.743372,NGC_2539,0.09
5727468253631425152,122.53609029464,-12.92187995562,0.6718,-2.118,-0.345,19.426565,20.575388,18.382607,NGC_2539,0.21
5727468257932490624,122.52628882875,-12.92215788482,0.7692,-2.642,-0.523,12.346078,12.491462,12.093021,NGC_2539,1.0
5727468287991164544,122.51724682955,-12.92179377788,0.4886,-2.241,-0.859,18.404148,19.285597,17.499454,NGC_2539,0.17
5727468292288852864,122.51588848554,-12.92247771907,1.0355,-2.477,-0.043,20.043276,20.885761,18.9604,NGC_2539,0.05
5727468429731173632,122.53001235541,-12.89704300461,0.561,-2.293,-0.684,17.237583,18.032497,16.386639,NGC_2539,0.6
5727468635889607168,122.51890348005,-12.8920871647,0.671,-2.486,-0.523,17.901342,18.674417,17.074326,NGC_2539,0.85
5727468704609085184,122.51133771842,-12.88613270446,0.7553,-2.37,-0.71,13.984672,14.227108,13.592886,NGC_2539,1.0
5727468734667879552,122.51227738505,-12.87262679619,0.5525,-2.468,-0.691,18.082869,18.911741,17.197924,NGC_2539,0.51
5727468910767481600,122.57978081115,-12.87536137273,0.8052,-2.378,-0.432,18.203909,19.327932,17.23862,NGC_2539,0.92
5727468945127206656,122.60024430568,-12.86221990868,0.7664,-2.355,-0.44,11.443319,11.504581,11.321561,NGC_2539,1.0
5727468945127213312,122.58707235662,-12.86644952925,0.7341,-2.062,-0.219,17.934431,18.718523,17.09791,NGC_2539,0.7
5727468975187704192,122.57844100728,-12.86785444707,0.2803,-3.235,-0.027,19.606466,20.654703,18.53485,NGC_2539,0.05
5727468979486960768,122.57321481477,-12.87096081329,0.762,-2.323,-0.55,15.058436,15.383506,14.573159,NGC_2539,1.0
5727469048206451456,122.54776525253,-12.87559505701,0.7623,-2.219,-0.612,13.6765175,13.893683,13.3182955,NGC_2539,1.0
5727469048206455808,122.534219131,-12.8726600577,0.7832,-2.334,-0.562,12.15229,12.23878,11.993214,NGC_2539,1.0
5727469078265285632,122.54576985668,-12.86263495637,0.4658,-2.709,-0.032,19.719513,20.907389,18.53268,NGC_2539,0.1
5727469185645395072,122.55763812011,-12.85810561548,0.78,-2.354,-0.51,16.79565,17.313463,16.126078,NGC_2539,1.0
5727469353143140224,122.48647726339,-12.88686444656,0.6982,-2.329,-0.571,18.047356,18.867878,17.181328,NGC_2539,0.88
5727469220005119872,122.57592717418,-12.84823601025,0.8084,-2.48,-0.695,16.378468,16.844193,15.753741,NGC_2539,1.0
5727469254364865024,122.55725243717,-12.84055894314,0.6488,-2.475,-0.222,16.412067,16.879095,15.787485,NGC_2539,0.91
5727469288724601600,122.56325281369,-12.84475410044,0.7834,-2.271,-0.477,10.41784,10.92586,9.753912,NGC_2539,1.0
5727469421862638720,122.46873883742,-12.8756639549,0.953,-2.196,-0.596,18.771448,19.853895,17.842005,NGC_2539,0.53
5727467467658584448,122.35616366026,-12.93885907297,0.8551,-2.177,-0.558,17.65212,18.345842,16.848465,NGC_2539,0.98
5727467016680843392,122.49565931905,-12.92268968528,0.7741,-2.34,-0.756,17.7814,18.486958,16.96329,NGC_2539,0.95
5727466883542986496,122.46284029311,-12.93393535247,0.7801,-2.317,-0.497,17.32659,17.92092,16.567516,NGC_2539,1.0
5727466643021530624,122.45905591281,-12.9634697206,0.7816,-2.62,0.036,19.234318,19.97731,18.350393,NGC_2539,0.05
5727464925037864064,122.56787373146,-12.9695280723,0.9233,-2.655,-0.667,18.01484,18.83338,17.030157,NGC_2539,0.39
5727464959397595776,122.57619319996,-12.95823559376,0.7392,-2.292,-0.434,14.244197,14.495871,13.840669,NGC_2539,1.0
5727464959397596288,122.57173805419,-12.95505681727,1.0284,-2.261,-0.68,18.608238,19.674555,17.709188,NGC_2539,0.48
5727465161254956672,122.58599503819,-12.92954200603,0.9439,-2.394,-0.279,19.609743,20.869093,18.45966,NGC_2539,0.13
5727465234275507840,122.55472613049,-12.94500615636,0.8351,-2.327,-0.584,17.309492,18.089973,16.46302,NGC_2539,1.0
5727465333053308672,122.56450336269,-12.94057745585,0.8345,-2.304,-0.224,12.459383,12.575333,12.129624,NGC_2539,0.99
5727465470492604544,122.60518894288,-12.92788219465,0.6634,-2.282,-0.319,18.823774,19.956026,17.863409,NGC_2539,0.56
5727465543513130240,122.59756146015,-12.92385932758,0.731,-2.51,-0.445,13.706134,13.931149,13.338087,NGC_2539,1.0
5727465543513132928,122.59032428761,-12.91922693755,0.8739,-2.3,-0.558,17.104443,17.7043,16.389294,NGC_2539,1.0
5727465577872861568,122.60313235989,-12.91510868639,0.873,-2.362,-0.669,17.59208,18.371347,16.727133,NGC_2539,0.9
5727465612232588928,122.62127376449,-12.91155686152,0.6394,-2.359,-0.363,17.720638,18.434364,16.915213,NGC_2539,0.72
5727465784031289344,122.59568704,-12.89829403456,0.7729,-2.244,-0.111,12.827418,13.011787,12.516235,NGC_2539,1.0
5727464886376708224,122.65071875752,-12.90886029272,0.7234,-2.261,-0.46,12.942436,13.156602,12.588158,NGC_2539,1.0
5727465814089643776,122.56702303836,-12.90168829334,0.7875,-2.349,-0.63,12.359268,12.450579,12.196832,NGC_2539,1.0
5727465887110501376,122.59880917178,-12.8918589087,0.7466,-2.453,-0.556,12.1366825,12.248432,11.93295,NGC_2539,1.0
5727465917170985600,122.62068677631,-12.88568873966,0.9306,-2.33,-0.38,18.054087,18.716648,17.152409,NGC_2539,0.74
5727465921470228480,122.61966591158,-12.88353118969,0.7712,-2.458,-0.446,12.359535,12.476638,12.150757,NGC_2539,1.0
5727465955829976576,122.59395009753,-12.87932662045,0.7637,-2.282,-0.478,15.6083555,15.981985,15.074075,NGC_2539,1.0
5727465955829980800,122.58769437479,-12.88559335908,0.8014,-2.199,-0.581,11.293373,11.376403,11.132298,NGC_2539,1.0
5727465985888795648,122.60612843433,-12.87730437793,0.8821,-2.512,-0.412,17.972784,18.941006,16.987965,NGC_2539,0.7
5727465990189708032,122.6045630286,-12.87288841236,0.7478,-2.209,-0.445,15.657413,16.115396,15.029434,NGC_2539,1.0
5727466196348227200,122.46838302592,-12.97556903549,0.87,-2.314,-0.616,17.3805,18.015162,16.616787,NGC_2539,0.99
5727466265067711360,122.44915597202,-12.97067862524,0.7461,-2.102,-0.363,12.53894,12.72426,12.22196,NGC_2539,1.0
5727466398205464960,122.41000893589,-12.9700935546,1.1487,-1.704,-0.624,19.41261,20.473843,18.397253,NGC_2539,0.13
5727466466926781568,122.43694136376,-12.96460253333,0.8082,-2.041,-0.602,20.10675,21.023859,18.9779,NGC_2539,0.08
5727466539945618560,122.43568839504,-12.95061860116,0.7291,-2.495,-0.619,17.463104,18.137417,16.69063,NGC_2539,1.0
5727465818391043200,122.57220515166,-12.90617147815,0.7885,-2.168,-0.388,17.506416,18.312817,16.627132,NGC_2539,0.95
5727454612814977920,122.35632093178,-13.14364335311,0.9311,-2.212,-0.101,19.425386,20.447407,18.411133,NGC_2539,0.11
5727454342240058752,122.30094902684,-13.17035173428,0.641,-2.054,-0.881,19.921858,20.978128,18.820812,NGC_2539,0.06
5727453036568535552,122.35868859994,-13.21290905469,0.7274,-2.135,-0.262,12.383862,12.475299,12.219591,NGC_2539,1.0
5726736322486402432,122.75552259793,-12.96825809812,0.7751,-2.357,-0.699,17.60761,18.451881,16.717785,NGC_2539,0.97
5726736391205883008,122.7908119085,-12.96720832728,0.8414,-2.25,-0.502,16.969769,17.529343,16.26546,NGC_2539,1.0
5726736429858775040,122.7732497817,-12.9690185409,1.0563,-1.915,-0.811,19.678675,20.87374,18.606012,NGC_2539,0.17
5726736498581261056,122.82709363654,-12.97552070298,0.7883,-2.533,-0.556,16.314844,16.769775,15.70664,NGC_2539,1.0
5726736670376870272,122.85882388532,-12.93464242882,0.6338,-2.356,-0.577,18.770863,19.666544,17.791922,NGC_2539,0.48
5726736700444880896,122.83357165183,-12.93759784163,0.8158,-2.316,-0.362,17.273735,17.880283,16.537548,NGC_2539,0.99
5726736769161178880,122.79581425928,-12.95143336563,0.818,-2.404,-0.489,12.755603,12.875931,12.547178,NGC_2539,1.0
5726736807818904192,122.81534424917,-12.94684427531,0.8014,-2.214,-0.444,11.32391,11.374317,11.225767,NGC_2539,1.0
5726736837880655104,122.79401785144,-12.94584566696,0.7434,-2.348,-0.433,11.908101,12.003149,11.730459,NGC_2539,1.0
5726737013974265856,122.8298078175,-12.91791720244,0.7997,-2.346,-0.773,16.748758,17.263727,16.063053,NGC_2539,0.97
5726737013977324288,122.82847897518,-12.91324216501,0.6342,-2.397,-0.479,18.437204,19.32279,17.579512,NGC_2539,0.6
5726737082696836224,122.74374513378,-12.95777014266,0.756,-2.316,-0.584,15.046943,15.356518,14.568205,NGC_2539,1.0
5726737082697580288,122.75311591812,-12.96526211695,0.7537,-2.469,-0.445,17.365942,18.062271,16.585339,NGC_2539,0.98
5726737117056577152,122.73199298171,-12.95631937248,0.7088,-2.284,-0.863,15.6943865,16.071976,15.123568,NGC_2539,0.99
5726737147120148992,122.74281990555,-12.95633726725,0.719,-2.338,-0.075,17.357723,18.075691,16.523808,NGC_2539,0.68
5726737151416312576,122.73608092976,-12.94441146633,0.7305,-2.177,-0.684,13.999261,14.226481,13.601108,NGC_2539,1.0
5726737185773024640,122.75286728734,-12.95172151407,0.9651,-2.45,-0.782,19.19778,20.202118,18.166166,NGC_2539,0.26
5726737323215011840,122.72103585811,-12.95396859485,0.7432,-2.41,-0.473,13.75729,13.975891,13.399026,NGC_2539,1.0
5726737357574746112,122.72580978732,-12.94869364644,0.7432,-2.42,-0.433,14.803314,15.167887,14.262745,NGC_2539,1.0
5726737495014439040,122.74898691037,-12.93046527572,0.7481,-2.312,-0.502,14.365314,14.62618,13.953095,NGC_2539,1.0
5726737628157660288,122.78783130845,-12.92062501174,0.8742,-2.061,-0.611,18.065636,18.864733,17.161703,NGC_2539,0.71
5726737628157815424,122.80156899226,-12.92524106584,0.7265,-2.369,-0.495,11.902919,12.004974,11.715639,NGC_2539,1.0
5726737804248264576,122.79866055388,-12.90624952137,0.6466,-2.248,-0.267,18.861086,20.06051,17.929136,NGC_2539,0.45
5726737804252083584,122.80109400814,-12.90032217177,0.7423,-2.406,-0.623,10.52357,11.009118,9.878145,NGC_2539,1.0
5726737872970806656,122.75235702442,-12.91278880342,0.8178,-2.235,-0.572,13.033124,13.189029,12.77115,NGC_2539,1.0
5726736288126626688,122.74524735869,-12.98501057338,0.7859,-1.922,-0.386,17.894184,18.664352,17.060772,NGC_2539,0.68
5726736258063110400,122.76762122623,-12.97690022455,0.649,-2.521,-0.925,16.592005,17.01553,16.012001,NGC_2539,0.47
5726736154983889664,122.79154884955,-12.98233322529,0.9921,-1.645,-0.729,19.054846,19.829937,18.16211,NGC_2539,0.09
5726735635291773440,122.98291984406,-12.8904860296,0.4003,-2.362,-0.296,19.691107,20.90375,18.638386,NGC_2539,0.08
5726727010997418368,123.3126656961,-12.89940167562,0.5857,-2.605,-0.842,18.348953,19.358074,17.36792,NGC_2539,0.2
5726727221451810304,123.12370936249,-12.9903061104,0.7158,-2.069,-0.199,14.193339,14.4422245,13.794712,NGC_2539,1.0
5726727874284585984,123.2109261952,-12.95039604838,0.4792,-2.613,-0.149,18.510916,19.264454,17.537182,NGC_2539,0.15
5726728866423251072,123.12258607505,-12.92322194025,0.5069,-2.075,-0.79,18.943672,19.633121,18.108229,NGC_2539,0.08
5726728905075823616,123.13116577246,-12.91856852517,1.2829,-1.903,-0.813,19.886152,21.106041,18.665054,NGC_2539,0.05
5726729038221993216,123.16565101242,-12.89523790885,0.6491,-2.347,-0.833,18.02653,18.791195,17.159027,NGC_2539,0.46
5726729450538811264,123.22628104492,-12.91658595391,0.8425,-2.648,-0.451,18.426878,19.447052,17.463734,NGC_2539,0.46
5726730962367442944,123.1806340725,-12.83410471529,0.8589,-2.07,0.058,18.501041,19.490124,17.545473,NGC_2539,0.07
5726731688214837504,122.89406780697,-13.05763728552,0.7498,-1.942,-0.52,18.579283,19.541468,17.568794,NGC_2539,0.45
5726731825656856448,122.8462098213,-13.07220084758,0.7432,-2.41,-0.54,14.6395855,14.931231,14.18662,NGC_2539,1.0
5726731860016587136,122.86122361325,-13.0544849686,0.8612,-2.162,-0.393,16.968908,17.520906,16.275526,NGC_2539,0.98
5727790243041069184,121.94594390215,-12.02132891984,0.8088,-1.959,-0.722,17.522612,18.398209,16.574701,NGC_2539,0.08
5726737976050013952,122.75889952293,-12.88849699855,1.0645,-2.287,-1.183,18.542753,19.479664,17.62691,NGC_2539,0.14
5726731963095795072,122.87230520568,-13.03894093226,0.7151,-2.373,-0.617,13.002021,13.166611,12.723825,NGC_2539,1.0
5726732066175010048,122.86636656869,-13.02901392531,0.7621,-2.458,-0.483,15.632784,16.019438,15.0890665,NGC_2539,1.0
5726732512853363584,122.91046226243,-13.01049687792,1.3329,-2.154,-0.613,19.663828,20.704033,18.64422,NGC_2539,0.08
5726732542916027136,122.93174059669,-13.00101743213,0.7681,-1.775,-0.543,19.249912,20.575891,18.120722,NGC_2539,0.1
5726732920879199232,122.80526564866,-13.02260448889,0.8236,-2.264,-0.587,15.621428,15.993171,15.065148,NGC_2539,1.0
5726732989589969408,122.79423500176,-13.0210560544,0.761,-2.223,-0.422,13.574739,13.796537,13.211969,NGC_2539,1.0
5726733646719883008,122.88411805971,-12.95718645319,0.6174,-2.03,-0.545,19.512304,20.70267,18.465485,NGC_2539,0.12
5726733676786552576,122.85663349991,-12.96514755356,0.6622,-2.126,-0.965,17.228046,17.959377,16.404884,NGC_2539,0.54
5726733749799078144,122.9595830119,-13.01297773927,0.9057,-1.734,-0.301,19.796259,20.89621,18.626926,NGC_2539,0.06
5726734918033267072,122.91166581536,-12.96046932046,0.7412,-2.477,-0.436,14.304266,14.567278,13.888638,NGC_2539,1.0
5726735227270910976,122.90161738007,-12.93365527643,0.7898,-2.38,-0.686,17.018612,17.756893,16.20118,NGC_2539,1.0
5726735502146624768,122.95907448106,-12.91679655091,0.9077,-2.423,-0.545,17.63577,18.344063,16.850409,NGC_2539,0.91
