GaiaDR3,RA_ICRS,DE_ICRS,Plx,pmRA,pmDE,Gmag,BPmag,RPmag,Cluster,Pmemb,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx_x,e_Plx,RPlx,PM,pmRA_x,e_pmRA,pmDE_x,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag_x,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag_x,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag_x,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
5726833216947017344,123.4843599497,-12.64750233386,0.8482,-2.299,-0.578,19.266724,20.482306,18.249353,NGC_2539,0.3,Gaia DR3 5726833216947017344,123.4843599497,-12.64750233386,0.0,0.0,126.0,1636148068921376768,5726833216947017344,906033314,0.2201,0.1928,0.8482,0.3469,2.4453,2.37,-2.299,0.339,-0.578,0.276,-0.3921,0.1001,0.0173,0.3194,0.0273,0.2087,-0.3409,0.5961,-0.2497,-0.186,331,0,331,0,1.531,383.33,0.0,0.0,31,false,1.307,,,,,,,,38,19,0.511311,40,0.007808,153.6,0,0,1.06,0,343,370.04724,0.984798,375.76,19.266724,0.003993,33,87.5982,6.58799,13.2966,20.482306,0.081703,34,397.573,4.97412,79.9282,18.249353,0.0141,1.311,0,0,0,0,0,2.232952,1.215582,1.01737,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99999,,,,,,,,,,,,,,,,,,,,,,,123.48437042016,-12.64749976434,5.421054,4.482983,-0.2055,0.0
5727515566992057216,122.63708785483,-12.58351149473,0.3511,-2.475,-0.061,19.376024,20.52723,18.343292,NGC_2539,0.12,Gaia DR3 5727515566992057216,122.63708785483,-12.58351149473,0.0,0.0,127.0,1636148068921376768,5727515566992057216,1456700110,0.2354,0.2024,0.3511,0.3554,0.9879,2.475,-2.475,0.325,-0.061,0.305,-0.4984,-0.1514,-0.1795,0.174,0.193,0.21,-0.2277,0.483,-0.3461,-0.331,416,0,415,1,1.0754,477.95,0.335,0.25409,95,false,,1.2639,0.0591,-0.157,-0.073,-0.237,-0.159,0.173,48,20,0.529999,50,0.02542,130.3,0,0,1.037,0,429,334.60845,0.898059,372.591,19.376024,0.00401,47,84.0476,5.41789,15.513,20.52723,0.070045,46,364.621,4.86732,74.912,18.343292,0.014978,1.341,0,0,0,1,0,2.183937,1.151205,1.032732,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99999,,,,,,,,,,,,,,,,,,,,,,,122.63709912339,-12.58351122345,5.23999,4.931568,-0.3419,0.0
5727515640010877696,122.6794734478,-12.57125240813,0.528,-2.609,-0.524,17.67247,18.213346,17.037642,NGC_2539,0.16,Gaia DR3 5727515640010877696,122.6794734478,-12.57125240813,0.0,0.0,132.0,1636148068921376768,5727515640010877696,875158976,0.0758,0.0721,0.528,0.1073,4.9207,2.661,-2.609,0.112,-0.524,0.118,-0.4878,-0.2356,-0.2479,0.3511,0.1801,0.2873,-0.4201,0.3827,-0.2484,-0.3149,376,0,372,4,-0.3057,373.56,0.0,0.0,31,false,1.471,,,,,,,,43,20,0.191065,45,0.01288,124.4,1,0,0.988,0,388,1606.78924,1.50979,1064.25,17.67247,0.002938,40,708.074,9.08066,77.976,18.213346,0.014201,39,1213.67,10.2835,118.021,17.037642,0.009946,1.196,0,1,0,0,0,1.175705,0.540876,0.634829,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999979,4860.5,4829.8,4882.8,4.6669,4.6527,4.678,-0.0983,-0.1789,-0.0316,1727.1913,1669.0406,1779.9789,0.0114,0.0032,0.0269,0.0089,0.0025,0.0211,0.0047,0.0013,0.0111,PHOENIX,122.67948532608,-12.57125007989,1.804863,1.923404,-0.3322,0.0
5726725366026295168,123.30580272018,-12.97452219285,0.6588,-2.125,-0.474,16.040089,16.439684,15.481205,NGC_2539,0.86,Gaia DR3 5726725366026295168,123.30580272018,-12.97452219285,0.0,0.0,130.0,1636148068921376768,5726725366026295168,1056713582,0.0277,0.0264,0.6588,0.0413,15.9528,2.177,-2.125,0.041,-0.474,0.041,-0.2884,-0.0417,-0.0747,0.1012,0.0095,0.079,-0.1759,0.3593,-0.2762,-0.2843,382,0,382,0,0.3043,401.69,0.0,0.0,31,false,1.523,,,,,,,,43,20,0.065932,45,0.02398,26.03,1,0,1.01,0,387,7226.22389,2.71094,2665.58,16.040089,0.002785,41,3626.97,9.37637,386.82,16.439684,0.003958,39,5089.51,10.4724,485.992,15.481205,0.00439,1.206,0,14,0,3,0,0.958479,0.399595,0.558884,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999972,5244.6,5226.8,5272.4,4.5486,4.5353,4.5628,-0.3542,-0.3795,-0.3197,1161.2932,1137.4056,1187.6884,0.0203,0.0061,0.0415,0.0166,0.0049,0.0339,0.0089,0.0026,0.0181,MARCS,123.30581241139,-12.97452008488,0.66499,0.659542,-0.2887,0.0
5727515876230691072,122.62719601699,-12.55170851893,0.2739,-2.777,-0.666,19.627865,20.979181,18.562439,NGC_2539,0.07,Gaia DR3 5727515876230691072,122.62719601699,-12.55170851893,0.0,0.0,128.0,1636148068921376768,5727515876230691072,828730840,0.2846,0.2528,0.2739,0.4391,0.6238,2.856,-2.777,0.405,-0.666,0.378,-0.497,-0.0833,-0.1762,0.1582,0.1939,0.2276,-0.2325,0.5085,-0.3173,-0.3742,385,0,381,4,-0.257,389.6,0.0,4.1513E-15,95,false,,1.3136,0.0726,-0.153,-0.119,-0.269,-0.164,0.181,44,20,0.667525,46,0.01538,15.38,0,0,0.99,0,397,265.33891,0.831769,319.006,19.627865,0.004379,37,55.4299,6.6644,8.31731,20.979181,0.130569,42,297.977,6.67848,44.6175,18.562439,0.024626,1.332,0,1,0,1,1,2.416742,1.351316,1.065426,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,122.62720866246,-12.55170555932,6.542463,6.114337,-0.3841,0.0
5726834217676380928,123.44552513918,-12.61999776009,0.7781,-2.501,-0.271,17.968126,18.776112,17.104576,NGC_2539,0.54,Gaia DR3 5726834217676380928,123.44552513918,-12.61999776009,0.0,0.0,126.0,1636148068921376768,5726834217676380928,1745403730,0.0881,0.0787,0.7781,0.1255,6.2018,2.516,-2.501,0.125,-0.271,0.111,-0.3431,0.0084,-0.0698,0.3235,0.004,0.2182,-0.3463,0.4513,-0.2054,-0.1497,365,0,363,2,0.665,392.3,0.073,0.071692,31,false,1.387,,,,,,,,42,21,0.18666,44,0.0139,108.1,0,0,1.024,0,371,1223.75896,1.30567,937.266,17.968126,0.002989,39,421.67,8.92512,47.2453,18.776112,0.02315,40,1141.11,8.68209,131.433,17.104576,0.009084,1.277,0,0,0,0,0,1.671535,0.807985,0.86355,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999972,4432.0,4408.1,4456.3,4.6236,4.6077,4.6525,0.3723,0.1775,0.463,1334.8347,1257.7218,1363.0602,0.6385,0.5841,0.686,0.4716,0.431,0.507,0.2492,0.2284,0.2674,PHOENIX,123.44553653036,-12.61999655718,2.00314,1.808834,-0.1709,0.0
5727516086687451264,122.70678215967,-12.53811448675,0.7722,-2.412,-0.503,15.044571,15.411604,14.510172,NGC_2539,1.0,Gaia DR3 5727516086687451264,122.70678215967,-12.53811448675,0.0,0.0,128.0,1636148068921376768,5727516086687451264,901512392,0.0215,0.0191,0.7722,0.0284,27.2195,2.464,-2.412,0.03,-0.503,0.027,-0.495,-0.1471,-0.2768,0.2756,0.1432,0.2616,-0.3444,0.4239,-0.2252,-0.3353,357,0,356,1,-0.3937,353.58,0.0,0.0,31,false,1.537,,,,,,,,41,20,0.047494,43,0.01545,142.3,0,0,0.984,0,370,18076.66338,6.61377,2733.19,15.044571,0.002784,39,9349.22,14.9971,623.4,15.411604,0.003289,41,12447.7,14.2957,870.733,14.510172,0.00398,1.206,0,0,0,0,0,0.901432,0.367033,0.534399,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999953,5720.2,5704.8,5735.6,4.4041,4.3865,4.4202,-0.2865,-0.3069,-0.2671,998.4268,973.5938,1024.7828,0.241,0.2309,0.2505,0.2009,0.1924,0.209,0.1081,0.1036,0.1125,MARCS,122.70679314113,-12.53811224943,0.479539,0.434296,-0.3501,0.0
5727516945680879872,122.7484698463,-12.52326205361,0.7451,-2.57,-0.233,18.383331,19.336452,17.432987,NGC_2539,0.53,Gaia DR3 5727516945680879872,122.7484698463,-12.52326205361,0.0,0.0,134.0,1636148068921376768,5727516945680879872,776646699,0.1217,0.1203,0.7451,0.1681,4.432,2.581,-2.57,0.174,-0.233,0.189,-0.5445,-0.3026,-0.2893,0.284,0.2586,0.2921,-0.3857,0.3944,-0.1613,-0.3976,362,0,360,2,-1.5255,329.21,0.0,0.0,31,false,1.346,,,,,,,,41,19,0.309073,44,0.01791,128.8,1,0,0.942,0,369,834.86122,1.22557,681.202,18.383331,0.003183,40,251.672,6.11259,41.1728,19.336452,0.026517,39,843.264,6.23903,135.159,17.432987,0.008878,1.312,0,0,0,0,0,1.903465,0.953121,0.950344,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999942,3555.6,3550.1,3566.7,4.5088,4.4709,4.558,-0.9017,-0.9297,-0.869,738.9437,703.0829,773.0298,0.0313,0.0119,0.0547,0.0218,0.0083,0.0381,0.0121,0.0046,0.0212,PHOENIX,122.74848154854,-12.52326101585,2.82105,3.072998,-0.4104,0.0
5727517181900004352,122.83909277947,-12.49554080463,0.6202,-3.039,-0.049,19.189934,20.21096,18.185335,NGC_2539,0.09,Gaia DR3 5727517181900004352,122.83909277947,-12.49554080463,0.0,0.0,133.0,1636148068921376768,5727517181900004352,1407046072,0.2193,0.2098,0.6202,0.293,2.1164,3.039,-3.039,0.329,-0.049,0.366,-0.5689,-0.1896,0.1372,-0.1895,0.2027,-0.1197,0.1062,0.244,-0.0472,-0.5041,321,0,320,1,1.3801,372.91,0.44,0.56628,95,false,,1.339,0.0573,-0.026,-0.216,-0.223,-0.077,0.064,36,17,0.595023,39,0.01406,38.26,0,0,1.054,0,335,397.1671,0.914809,434.153,19.189934,0.003721,33,112.469,6.84589,16.4287,20.21096,0.066147,33,421.72,6.9573,60.6155,18.185335,0.018306,1.345,0,0,0,0,0,2.025625,1.021027,1.004599,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999942,,,,,,,,,,,,,,,,,,,,,,,122.83910661402,-12.49554058842,5.238563,5.841141,-0.4967,0.0
5727517289278914176,122.84914059541,-12.49471982198,0.4528,-2.539,-0.447,17.731821,18.24833,17.097279,NGC_2539,0.05,Gaia DR3 5727517289278914176,122.84914059541,-12.49471982198,0.0,0.0,131.0,1636148068921376768,5727517289278914176,612240537,0.0803,0.0748,0.4528,0.1135,3.9878,2.578,-2.539,0.135,-0.447,0.141,-0.4868,-0.0778,0.0431,-0.1662,0.0858,-0.1301,0.0615,0.2308,-0.1187,-0.4348,335,0,334,1,-0.0593,340.87,0.0,0.0,31,false,1.477,,,,,,,,38,17,0.229616,42,0.009021,85.02,0,0,0.997,0,338,1521.31172,1.44429,1053.33,17.731821,0.002942,38,685.623,9.1912,74.5956,18.24833,0.01482,41,1148.81,10.6796,107.57,17.097279,0.010778,1.206,0,0,0,2,0,1.151051,0.516508,0.634542,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999982,4786.9,4765.4,4809.9,4.6348,4.5901,4.6578,-0.4446,-0.5067,-0.3852,1694.2721,1634.6757,1842.92,0.0082,0.0019,0.0205,0.0064,0.0015,0.0162,0.0034,8.0E-4,0.0086,PHOENIX,122.84915215323,-12.49471783451,2.159308,2.249896,-0.4259,0.0
5727517426717194368,122.79821379597,-12.49217491066,0.7835,-2.316,-0.667,14.113141,14.367702,13.706549,NGC_2539,1.0,Gaia DR3 5727517426717194368,122.79821379597,-12.49217491066,0.0,0.0,127.0,1636148068921376768,5727517426717194368,379994931,0.0147,0.0131,0.7835,0.0198,39.496,2.41,-2.316,0.02,-0.667,0.019,-0.3993,-0.136,-0.1957,0.1439,0.0047,0.1173,-0.1789,0.353,-0.1176,-0.3022,332,0,331,1,1.0076,358.62,0.0,2.2262E-15,31,false,1.594,,,,,,,,38,20,0.031896,40,0.01009,10.22,0,0,1.039,0,339,42627.55956,9.74837,4372.79,14.113141,0.002766,38,24453.2,25.2106,969.958,14.367702,0.003006,37,26093.9,19.1418,1363.19,13.706549,0.003862,1.186,0,1,0,1,0,0.661153,0.25456,0.406592,15.26,9.39,2,17,6,15,5.5264,,,894.974,,6250.0,4.5,-0.5,111,,,,13.680756,0.107592,11,,NOT_AVAILABLE,0.0,0.0,0.999826,6446.6,6431.6,6461.0,4.2078,4.1722,4.2497,-0.1748,-0.186,-0.1634,1279.1885,1214.196,1348.9937,0.1545,0.1469,0.1618,0.134,0.1273,0.1404,0.0723,0.0686,0.0757,MARCS,122.79822434015,-12.49217194814,0.327234,0.310766,-0.3088,0.0
5727517495436670336,122.79024104286,-12.47760465681,0.9697,-2.193,-0.717,18.16847,19.063126,17.264343,NGC_2539,0.54,Gaia DR3 5727517495436670336,122.79024104286,-12.47760465681,0.0,0.0,131.0,1636148068921376768,5727517495436670336,1598334955,0.097,0.0916,0.9697,0.1386,6.9971,2.307,-2.193,0.144,-0.717,0.153,-0.3977,-0.0998,-0.0809,0.1013,0.0997,0.1119,-0.2089,0.2955,0.0072,-0.3004,348,0,347,1,-2.7947,285.52,0.0,0.0,31,true,1.357,,,,,,,,40,20,0.236381,42,0.001051,153.3,0,0,0.894,0,355,1017.55721,1.31864,771.669,18.16847,0.003094,40,323.718,8.40202,38.5286,19.063126,0.028318,39,984.966,9.02663,109.118,17.264343,0.010644,1.286,0,0,0,1,0,1.798782,0.894655,0.904127,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999984,3820.6,3797.1,3855.8,4.8716,4.8222,4.9128,-0.7483,-0.8422,-0.6187,643.7055,588.7847,714.0954,0.2401,0.1974,0.2956,0.1711,0.1406,0.2112,0.0928,0.0762,0.1143,PHOENIX,122.79025102336,-12.47760147158,2.311457,2.468242,-0.3055,0.0
5727517903455280256,122.75542488977,-12.48500079346,0.8183,-2.371,-0.211,18.513763,19.586367,17.458454,NGC_2539,0.36,Gaia DR3 5727517903455280256,122.75542488977,-12.48500079346,0.0,0.0,134.0,1636148068921376768,5727517903455280256,1706782228,0.141,0.1386,0.8183,0.2071,3.9508,2.381,-2.371,0.211,-0.211,0.231,-0.4937,-0.2243,-0.2413,0.25,0.2791,0.2889,-0.3643,0.4162,-0.1676,-0.4212,335,0,335,0,2.0574,402.39,0.611,2.4063,31,false,1.319,,,,,,,,38,19,0.376979,40,0.01395,106.5,0,0,1.08,0,332,740.3571,1.28607,575.675,18.513763,0.003339,35,199.927,10.5642,18.9249,19.586367,0.057439,33,823.714,10.0081,82.3049,17.458454,0.013722,1.383,0,0,0,0,0,2.127913,1.072603,1.055309,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999904,3572.9,3530.5,3607.7,4.6662,4.5794,4.799,-0.8906,-1.0441,-0.693,547.8411,504.1773,611.0199,0.4523,0.3883,0.5066,0.3082,0.2641,0.3456,0.1803,0.1548,0.2021,MARCS,122.75543568403,-12.48499985547,3.410759,3.752356,-0.4323,0.0
5727518006533773696,122.73278314301,-12.4788690936,0.6892,-2.078,-0.378,19.508696,20.598845,18.436905,NGC_2539,0.13,Gaia DR3 5727518006533773696,122.73278314301,-12.4788690936,0.0,0.0,136.0,1636148068921376768,5727518006533773696,161212028,0.2681,0.2739,0.6892,0.4312,1.5983,2.113,-2.078,0.393,-0.378,0.416,-0.5637,-0.251,-0.0948,0.1477,0.3639,0.2377,-0.2606,0.5425,-0.3764,-0.5241,337,0,335,2,1.0922,382.7,0.567,0.56428,95,false,,1.2934,0.0749,0.058,-0.327,-0.335,-0.257,0.283,38,17,0.718621,40,0.03701,117.3,0,0,1.042,0,350,296.12052,0.791492,374.13,19.508696,0.004002,35,78.6826,8.50073,9.25599,20.598845,0.117334,36,334.5,8.46254,39.5272,18.436905,0.027727,1.395,0,1,0,0,0,2.16194,1.090149,1.071791,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,122.73279260391,-12.47886741191,6.316102,6.724831,-0.5324,0.0
5727518113911976064,122.73751836874,-12.47577838878,0.9204,-2.432,-0.6,18.400814,19.270617,17.499525,NGC_2539,0.6,Gaia DR3 5727518113911976064,122.73751836874,-12.47577838878,0.0,0.0,133.0,1636148068921376768,5727518113911976064,1535230233,0.1188,0.1155,0.9204,0.1681,5.4747,2.505,-2.432,0.17,-0.6,0.194,-0.5158,-0.2137,-0.2199,0.2679,0.237,0.2806,-0.3791,0.3706,-0.1498,-0.4405,361,0,357,4,0.7419,387.64,0.0,0.0,31,false,1.363,,,,,,,,41,19,0.31298,43,0.01333,145.0,0,0,1.027,0,371,821.52548,1.18582,692.792,18.400814,0.00317,40,267.405,9.79776,27.2925,19.270617,0.039879,39,793.137,7.1297,111.244,17.499525,0.010466,1.291,0,1,0,0,0,1.771091,0.869802,0.901289,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999986,3822.3,3775.3,4211.4,4.8146,4.6886,4.9203,-0.8039,-0.9624,-0.0598,754.8373,625.6094,1197.0916,0.1664,0.0845,0.561,0.1191,0.0604,0.406,0.0643,0.0326,0.2192,PHOENIX,122.73752943811,-12.4757757231,2.752607,3.148466,-0.452,0.0
5727518247051958144,122.78977740585,-12.47272262037,0.3688,-2.405,-0.711,20.055616,20.664364,18.982138,NGC_2539,0.1,Gaia DR3 5727518247051958144,122.78977740585,-12.47272262037,0.0,0.0,130.0,1636148068921376768,5727518247051958144,258888706,0.4037,0.3677,0.3688,0.5639,0.654,2.508,-2.405,0.553,-0.711,0.582,-0.5181,0.0114,0.1117,-0.0654,0.0138,-0.0346,0.0234,0.309,-0.2131,-0.3909,310,0,309,1,-0.1177,314.21,0.0,0.0,95,false,,1.389,0.1137,-0.155,-0.131,-0.296,-0.157,0.245,35,18,0.93733,37,0.02112,19.97,0,0,0.994,0,324,178.93687,0.781103,229.082,20.055616,0.005482,33,74.075,6.94062,10.6727,20.664364,0.101769,32,202.443,8.58158,23.5904,18.982138,0.046179,1.545,0,0,0,0,0,1.682226,0.608747,1.073479,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999992,,,,,,,,,,,,,,,,,,,,,,,122.78978835527,-12.47271945938,8.811031,9.316037,-0.3891,0.0
5727518487568522368,122.8113062112,-12.43708335432,0.7053,-2.297,-0.778,11.7218685,11.855038,11.466189,NGC_2539,1.0,Gaia DR3 5727518487568522368,122.8113062112,-12.43708335432,0.0,0.0,126.0,1636148068921376768,5727518487568522368,1622659919,0.0161,0.0141,0.7053,0.0238,29.6748,2.425,-2.297,0.024,-0.778,0.021,-0.4049,-0.1201,-0.09,0.0277,0.0496,0.0327,-0.0606,0.4899,-0.1673,-0.3511,343,343,339,4,2.4936,1209.6,0.143,27.345,31,false,1.657,,,,,,,,39,17,0.037192,41,0.006405,102.9,7,0,1.097,0,348,385655.16922,114.674,3363.07,11.721869,0.002774,39,247401.0,141.047,1754.04,11.855038,0.002858,39,205439.0,73.846,2781.99,11.466189,0.003799,1.174,0,0,0,0,0,0.388848,0.133169,0.255679,19.0,4.54,1,19,5,12,34.343,0.52036,0.326475,894.974,68.11,7750.0,4.0,0.75,555,140.4408,62.2155,12,11.350982,0.032036,14,29.24068,NOT_AVAILABLE,0.0,0.0,0.999893,9349.5,9326.2,9367.5,4.0344,4.0197,4.0452,0.3397,0.3272,0.359,1146.2786,1136.2366,1162.7739,0.7699,0.7658,0.7732,0.7181,0.7141,0.7213,0.3832,0.381,0.3849,A,122.81131666636,-12.43707989734,0.379752,0.340962,-0.3515,0.0
5727518629308035072,122.76854948485,-12.43325490074,0.6366,-1.998,-0.914,18.443478,19.511496,17.440691,NGC_2539,0.21,Gaia DR3 5727518629308035072,122.76854948485,-12.43325490074,0.0,0.0,131.0,1636148068921376768,5727518629308035072,1411559815,0.1214,0.1128,0.6366,0.175,3.6386,2.197,-1.998,0.18,-0.914,0.198,-0.4739,-0.0434,0.0462,-0.003,0.0735,0.0138,-0.0941,0.3547,-0.1153,-0.4243,339,0,337,2,0.0446,347.38,0.0,2.206E-15,31,false,1.326,,,,,,,,39,19,0.315719,41,0.007162,179.5,0,0,1.001,0,351,789.86945,1.1511,686.184,18.443478,0.003177,36,214.2,6.11216,35.0448,19.511496,0.031107,35,837.302,8.28138,101.107,17.440691,0.011384,1.331,0,1,0,1,0,2.070805,1.068018,1.002787,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999931,4013.1,3923.6,4097.4,4.3919,4.3481,4.5162,0.1023,-0.137,0.3015,1450.1382,1306.5443,1510.9946,0.9359,0.7937,1.0306,0.6579,0.5561,0.7264,0.3668,0.3111,0.4038,MARCS,122.76855857895,-12.43325084049,2.883771,3.187812,-0.4242,0.0
5727518869827303552,122.59428645716,-12.53884040408,0.8208,-2.173,-0.261,17.054497,17.702412,16.294235,NGC_2539,0.94,Gaia DR3 5727518869827303552,122.59428645716,-12.53884040408,0.0,0.0,120.0,1636148068921376768,5727518869827303552,1473833263,0.0503,0.0425,0.8208,0.0805,10.1957,2.188,-2.173,0.076,-0.261,0.067,-0.2842,-0.031,-0.1622,0.0643,0.0811,0.0863,-0.1529,0.3439,-0.2783,-0.1818,410,0,410,0,0.2712,430.47,0.0,0.0,31,false,1.432,,,,,,,,47,20,0.113094,49,0.01491,117.4,0,0,1.009,0,424,2838.88473,1.86239,1524.32,17.054497,0.002846,44,1133.58,8.26206,137.203,17.702412,0.008391,45,2406.94,7.2259,333.098,16.294235,0.004991,1.247,0,3,0,1,0,1.408176,0.647915,0.760262,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999946,4333.9,4325.6,4343.1,4.4159,4.3983,4.4452,-0.3019,-0.3198,-0.2775,1295.7562,1245.3717,1324.2521,0.0104,0.0028,0.0255,0.0078,0.0021,0.0192,0.0041,0.0011,0.0102,PHOENIX,122.59429634994,-12.53883924605,1.225599,1.086522,-0.1857,0.0
5727519144704232960,122.57363803462,-12.52904277047,0.8737,-2.329,-0.498,16.289305,16.751537,15.667805,NGC_2539,1.0,Gaia DR3 5727519144704232960,122.57363803462,-12.52904277047,0.0,0.0,112.0,1636148068921376768,5727519144704232960,263006772,0.0355,0.0284,0.8737,0.053,16.4984,2.382,-2.329,0.053,-0.498,0.043,-0.2194,-0.0651,-0.063,0.1498,0.1278,0.1679,-0.057,0.3326,-0.1545,-0.0363,427,0,423,4,1.3022,476.12,0.125,1.2791,31,false,1.496,,,,,,,,49,21,0.074417,52,0.004104,117.5,0,0,1.045,0,433,5744.13734,3.50868,1637.12,16.289305,0.002834,49,2721.46,10.6072,256.567,16.751537,0.005069,45,4285.85,12.2213,350.687,15.667805,0.004886,1.22,0,1,0,2,0,1.083733,0.462233,0.6215,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999961,,,,,,,,,,,,,,,,,,,,,,,122.57364864017,-12.52904055768,0.843336,0.688493,-0.0496,0.0
5726838203406143232,123.1772841688,-12.73335836603,0.5675,-2.434,-0.968,18.180758,18.908934,17.386124,NGC_2539,0.07,Gaia DR3 5726838203406143232,123.1772841688,-12.73335836603,0.0,0.0,123.0,1636148068921376768,5726838203406143232,409199017,0.0917,0.0796,0.5675,0.1429,3.9725,2.62,-2.434,0.143,-0.968,0.139,-0.3209,-0.0483,-0.0314,0.1039,0.0237,0.0811,-0.1935,0.456,-0.2268,-0.3415,395,0,392,3,0.1846,408.72,0.0,0.0,31,false,1.401,,,,,,,,45,19,0.231134,47,0.01286,64.53,0,0,1.006,0,404,1006.10545,1.16491,863.68,18.180758,0.003029,41,373.116,10.433,35.7632,18.908934,0.030487,37,880.458,8.07568,109.026,17.386124,0.010652,1.246,0,0,0,0,0,1.52281,0.728176,0.794634,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999996,4185.0,4103.0,4356.1,4.7278,4.6734,4.7704,-0.3821,-0.5875,-0.0015,1193.6667,1072.5968,1427.0555,0.0827,0.0155,0.1937,0.0612,0.0114,0.144,0.0327,0.0061,0.0766,PHOENIX,123.17729526087,-12.73335406495,2.293517,2.239461,-0.3457,0.0
5727519930679067648,122.56728511255,-12.50049509779,0.7124,-2.219,-0.522,18.026318,18.855494,17.18801,NGC_2539,0.84,Gaia DR3 5727519930679067648,122.56728511255,-12.50049509779,0.0,0.0,119.0,1636148068921376768,5727519930679067648,1770446270,0.0886,0.0743,0.7124,0.1412,5.0455,2.28,-2.219,0.134,-0.522,0.116,-0.2923,-0.0267,-0.1047,0.125,0.082,0.1359,-0.1197,0.4343,-0.1667,-0.2066,454,0,451,3,2.0023,530.48,0.358,1.6269,31,false,1.388,,,,,,,,52,21,0.200552,54,0.01253,119.2,0,0,1.067,0,462,1159.89735,1.24985,928.033,18.026318,0.002993,49,391.94,6.76341,57.9501,18.855494,0.018942,49,1056.71,9.49637,111.275,17.18801,0.010464,1.249,0,4,0,2,0,1.667484,0.829176,0.838308,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999986,4398.5,4384.2,4411.3,4.6329,4.6113,4.6645,0.3766,0.1978,0.4655,1368.8463,1291.1669,1412.1154,0.5414,0.5066,0.5699,0.3997,0.3738,0.4209,0.2116,0.1982,0.2228,PHOENIX,122.56729521644,-12.50049277613,2.155668,1.869742,-0.2154,0.0
